id,label
u1144396340585218048,human
u35203319,human
u75882028,human
u782948032052654080,human
u180993910,human
u1483683086936121351,bot
u232335155,human
u226367460,human
u1341742829257764864,human
u722067485613277186,human
u1481208925077016577,bot
u828853605805469696,human
u1307011,human
u50811932,human
u1097532870627860480,human
u3019860844,human
u1069198051,human
u53560219,human
u1271692434150432768,human
u268940970,human
u384239522,human
u775393656693850112,human
u18618007,human
u3074868986,human
u280867194,human
u2238505946,human
u2331674136,human
u1208765275878895617,human
u1458387580844654592,bot
u1031877505970515969,human
u1444928685409189888,human
u1154252430948872193,human
u822551391541542912,human
u1386597511779991552,human
u712598138901643264,human
u1269956621909798913,human
u1413811855026438144,human
u712234879300276224,human
u2465283662,bot
u1130324320625070080,human
u1278042892305674241,human
u330745694,human
u736357123316015108,human
u19807156,human
u59384272,human
u1046078437730004994,human
u1031548647660511232,human
u1412389042201661444,human
u991365283498651648,human
u24750798,human
u14129299,human
u827297417473228801,human
u434850813,bot
u1193222240202035200,human
u794836288524328960,human
u18980215,human
u1400517288,human
u1475413499862036480,human
u1429876054269865984,human
u1439749333470130176,human
u1127997256437837824,human
u1146629928458366976,bot
u1524907406,human
u113015471,human
u2387569698,human
u17366048,human
u1250154102,human
u54549239,human
u1366151003762909184,human
u1622615089,human
u287156977,human
u2484170929,human
u1240560716253462528,human
u975356758632882176,human
u758698214509936640,human
u1195563652520148993,human
u1145748832350871552,human
u903233814264209409,human
u117071877,human
u939875816153923584,human
u1319735265527824385,human
u266315980,bot
u279944539,human
u14075928,human
u925988665,human
u1452979635625463816,human
u1444859060168232968,human
u762247459,human
u3230272373,human
u109850328,human
u1441153863394869252,human
u3262723722,human
u730873298993680385,human
u3176239377,human
u934622785577525248,human
u1056717649,human
u1912665331,human
u1035278080326033408,human
u1432421810570678273,human
u630736010,human
u3893089157,human
u486530534,human
u1144712011,human
u2723217086,human
u217244060,human
u11673662,human
u3235265588,human
u1441123385837166597,human
u363612839,human
u896504229799612417,human
u1306516976391593985,human
u801879070766153728,human
u3323459854,human
u3056731564,human
u45162945,human
u19932770,human
u116783083,human
u982527082591866880,human
u1231628792357097472,bot
u14277135,human
u268974804,human
u15231287,human
u1304358205045321728,human
u582636390,human
u2543888244,human
u1138869520116854784,human
u2240601558,human
u253926677,human
u1480009795226652674,human
u15942541,human
u844872419479359489,human
u3252463739,human
u171960289,human
u880778157892268033,human
u90124498,human
u969597167747911680,human
u2591320394,human
u1357403193429352451,human
u962991061206528001,human
u1292560437699985408,human
u44417716,human
u1072321375,human
u320994155,bot
u15068044,human
u166479009,human
u171909982,human
u1343653818488287233,human
u1368076911516258304,human
u1415842221308448768,human
u1283330493740548097,bot
u787646151596007425,human
u1200118491648540672,human
u1472341654275301379,bot
u2881344609,bot
u1274921389946892300,human
u2940098420,human
u1329732586768195584,human
u18017198,human
u37492261,human
u3331879421,human
u932990586,human
u161913667,human
u1175068565986299905,bot
u245957167,human
u3092978446,human
u1426949476556673024,human
u421795636,human
u3262800187,human
u29566832,human
u65322447,human
u19829477,human
u870035202,human
u1665665700,human
u592861629,human
u22453823,human
u177321850,human
u24291371,human
u304368171,human
u1275326904,human
u1484003477214879744,human
u154768652,human
u301309222,human
u1454988636,human
u888837639993819136,human
u4823667507,bot
u763489,human
u726727268391878656,human
u1436375628949774342,human
u1451559208214741012,human
u53036075,human
u321538860,human
u62929874,human
u285332860,human
u2869101210,human
u1116955596173930497,human
u963625448344379392,human
u4880930321,human
u1142961546403950592,bot
u1037154606525100032,human
u1304249215556624384,human
u889968241556295680,human
u1382922708,human
u1364408600727232512,human
u2314586977,human
u352543858,human
u299264437,bot
u3312108981,human
u1425843202108674054,bot
u1528277413,human
u2439296859,human
u30855433,human
u130229292,human
u815888671,human
u565848656,human
u34720331,human
u22396466,human
u544082485,human
u2815124134,human
u4195533628,human
u2416365385,human
u73133048,human
u2575413876,human
u893882282175471616,human
u949079780703571968,human
u793523423775424512,human
u18587457,human
u895659037198393344,human
u3943468754,human
u2541047887,human
u7304182,human
u2800204849,human
u789113183923417088,bot
u45297875,human
u2465436362,human
u1261371525065854977,human
u943637648522072065,human
u43969706,human
u1338939176356556800,bot
u35174389,bot
u1134319440,human
u807095,human
u1484443174605107201,human
u2647375500,human
u1367890281152999427,human
u3459629593,human
u3345604642,human
u806133,human
u298087863,human
u14298819,human
u15184249,human
u847532066,human
u1214475126315634689,human
u20335636,human
u1147909892943962112,human
u1469175829,human
u265990770,human
u14452322,human
u1275652177525190657,human
u2789893968,human
u897889169766273035,human
u1165369936488927233,human
u21360280,human
u1887457604,human
u61968072,human
u1478948707659833344,human
u2172593423,human
u1367610467510853633,human
u6096152,human
u1437470436321861633,bot
u322460769,human
u1264874249937813504,human
u14700258,human
u18177983,human
u590421119,human
u145766841,human
u880369521843986432,human
u1456190019970813956,bot
u1029329505066868738,human
u5980142,human
u2901094842,human
u21096896,human
u542721191,human
u1427934375908282373,bot
u780471337,human
u932805374,human
u1484041003350827011,human
u3565141937,human
u943488365508333568,human
u1059432062422257664,human
u1140281917574647808,human
u1051510299533152256,human
u3271587427,human
u1104807808791265281,human
u335538600,human
u544496952,human
u27081690,human
u731528757601783809,human
u903507217,human
u76980293,human
u367727278,bot
u860530328,human
u1466647561498857476,bot
u1076265378118959104,human
u1092850839574769664,human
u2897178924,human
u990433714948661250,human
u1476619757004730384,human
u2374259623,human
u3079319573,human
u51087584,human
u3003743254,human
u1716121,human
u562328466,human
u2688850410,human
u191725079,human
u713057568466153472,human
u1463493834709651456,human
u106180004,human
u557902603,human
u1182661109049888769,human
u4874178825,human
u1347293616419573767,human
u1943652991,human
u380776958,human
u956748189008150531,bot
u1355558939652468740,human
u2604483043,human
u25483140,human
u2817674196,human
u517738272,human
u88696407,human
u1069802168,human
u1074581628964478976,human
u1396575560,human
u820027394148941826,bot
u232352752,human
u492808309,human
u1177444754,human
u483703035,human
u74487704,bot
u1433469310773649409,human
u96591869,human
u1356972408377401346,human
u1463374392008663040,human
u14711717,human
u157516153,human
u876895425835479041,human
u91817115,human
u3228486315,human
u1160581946684006401,human
u1026112447264907265,human
u634035634,human
u19062096,human
u2945617894,human
u833771562113318913,human
u23784804,human
u16069024,human
u1919787703,human
u18737039,human
u1484429229903474689,human
u256483866,human
u633075839,human
u861702441569361920,human
u3052045660,human
u14647570,human
u1479022184341385216,human
u1064618784886046721,human
u61482996,human
u26220218,human
u458808240,human
u608262483,human
u18500852,human
u932847441316999169,human
u2373999608,human
u560473379,human
u1273524665227587586,human
u246089480,human
u905399486,human
u597969900,human
u1280875781003059206,human
u2850038662,human
u968722512,human
u314590317,bot
u412677577,human
u992490697105141760,human
u51750156,human
u1294246904847622145,human
u1243256699739344897,human
u126762692,human
u12755622,human
u1326229862022049793,human
u86713296,human
u20475325,human
u97740752,human
u432015305,human
u60089839,human
u194815312,human
u147691384,human
u1156962159672406017,human
u383437472,human
u43879159,human
u101027306,human
u32539107,human
u85601670,human
u1423670254375510018,human
u22800231,human
u1127233448815616000,human
u1200310434806423552,human
u1103959473058734080,human
u1175761849851109376,human
u960015338095239168,human
u1216125898266566656,human
u940102295685021696,human
u1110000333835526144,human
u818900839901331456,human
u3086903788,human
u755932410,human
u15497928,human
u1253661747149451265,human
u1295740738592899074,human
u2427769760,bot
u1380190106208890884,human
u89316612,human
u16995996,human
u1456608528039301121,bot
u2595154993,bot
u805374294,human
u1298396909887922176,human
u50301574,bot
u1450465711726473231,human
u856742574836535297,bot
u14298448,human
u1319244949750251522,bot
u718779366134648834,human
u1403308286250786819,human
u1415719687975997442,human
u1094645633040949257,human
u22961751,human
u1918994642,human
u1929965767,human
u970413340068638720,human
u1237147828704575488,human
u15377918,human
u2878552400,human
u1346991528,bot
u391574909,human
u1399365621561843718,human
u188872703,human
u15301646,human
u91628518,human
u1044256734808862720,human
u1081743221988847616,human
u936156509309988864,human
u1085191952532828160,human
u2893927442,human
u2865100348,bot
u3168914888,human
u19196651,human
u1478001818404032516,human
u42896638,human
u368312027,human
u433415437,human
u515865890,human
u1444105194573291524,human
u37238862,human
u593985243,human
u3515085202,human
u1423816114409295875,human
u1245136726626119687,human
u1428496685525872647,human
u3169963433,human
u972092072898347010,human
u2190512829,human
u1401638103991812096,human
u888088314019930112,bot
u1139241047601532930,human
u1384483332948332546,human
u1326594184241840128,human
u1564760720,human
u2718489177,human
u41683148,bot
u1246689226416103425,human
u203332110,human
u1358912778338263042,human
u4722270073,human
u29843511,human
u17060295,human
u349491646,human
u319941318,human
u897919621,human
u714156875919532032,human
u1374235559195930629,human
u824208715339493376,human
u89405591,human
u118952409,human
u771776312704921600,human
u539219365,bot
u946114280721707008,human
u17466909,human
u1022049069907275776,human
u1227592617774526466,bot
u24987895,human
u1478452129085878278,bot
u1398395221549875201,human
u1252765229693321216,human
u1131746030439940096,bot
u1031516403013042176,human
u702798054357909504,human
u714135850934734849,human
u1369892305004617729,human
u1030090638723870720,human
u1365772191695073280,human
u52421856,human
u608383032,human
u2186749520,human
u1872245198,human
u1360627438028480521,human
u1310051118,bot
u1172944282166210561,human
u16943688,human
u62438818,human
u333607171,human
u1197564428239040512,human
u443290756,human
u1283378990384910339,human
u2240322455,human
u951871664085708805,human
u1332912113992478721,human
u305251735,human
u93306055,bot
u2381033437,human
u1353375831234650115,human
u3408606059,human
u1251552737520766988,bot
u1185382400,human
u904988933100011520,human
u1092472220193038336,human
u31471175,human
u3957817872,human
u18353799,human
u764746145918771200,human
u30809355,human
u168503417,human
u546447987,human
u106149941,human
u3007703358,human
u1452312090941825047,human
u195674678,human
u46362238,human
u2283150648,human
u25531757,human
u1283463794837135360,human
u830173763111104512,human
u1448739324,bot
u145296383,human
u930340880967524352,bot
u1174312223642214400,human
u1042004124697616384,human
u961190422247890944,human
u118114921,human
u855651389334319105,human
u1436848919938486272,human
u1000501502,human
u1231476866,human
u1481981658572070917,human
u75916180,human
u786134554604138496,human
u588444878,human
u765494949886488578,human
u288501501,human
u53660971,human
u93711247,human
u941131462744539137,bot
u1025746328603611138,human
u1454716902899478530,bot
u999161457467183104,human
u2295554268,human
u2410282946,human
u1467675345423941636,bot
u344867462,human
u1379715384106958848,human
u16801580,human
u19511386,human
u917504193274929152,human
u1430556481242468353,human
u2221840593,human
u3059155432,human
u1243292855310987264,human
u1206525903318265856,human
u3825401235,human
u17466186,human
u313008492,human
u983780245768757250,human
u16511554,human
u2168459394,human
u788851519064010754,human
u3046258308,human
u3065680671,human
u877413360,human
u2893302211,human
u974125406,human
u176087555,human
u229500113,bot
u14661906,human
u1132151165410455552,human
u25995622,human
u1256151082528460800,human
u2829401,human
u2935178708,human
u995782217027768322,human
u1264939552445210625,human
u1174843605560610817,human
u18718949,human
u25169797,human
u997994342949236736,human
u183334937,human
u290557883,bot
u951073860018819072,human
u1456633636208402432,human
u754204725025857536,human
u146567174,human
u1198063922173161478,human
u1078334056650092544,bot
u1374402131281678344,human
u1161802490,bot
u1381286723859017728,human
u1037106466904317953,human
u1412254419974909952,human
u1294516799585697793,human
u1400537899,human
u20432388,human
u17147043,human
u1071113100739387392,human
u342167747,human
u110065618,human
u3711802220,human
u2357514375,human
u881548872014757889,human
u841370824544251904,human
u259157923,human
u2992610139,human
u14212297,human
u854530114167513089,bot
u1040184649056747520,human
u951892527510007808,human
u1577143608,human
u733729083599794176,human
u1635591025,human
u794815,human
u1383719180361375744,human
u945957031323639808,human
u741337705,human
u1353063402160099335,human
u2372047533,human
u3386978961,human
u14375294,human
u2290819595,human
u869464605432492032,human
u1223298266,human
u3301077231,human
u1276618386559164421,bot
u1197657928792264705,human
u899276822059376645,human
u20538904,human
u712263962,human
u16707004,human
u40816180,human
u1282041342034616320,human
u108286674,human
u1191488218883121153,bot
u1409079091278528513,human
u1114620344424435713,human
u525554983,human
u219637114,human
u1091437305389350912,bot
u102129320,human
u1437182215998386181,human
u1346350202,human
u365279949,human
u17629694,human
u636533118,human
u945708754825342976,bot
u156568938,human
u930561332134449152,human
u1235270083204780032,human
u995742497178554368,human
u1320461800723210240,human
u1284150348400128000,human
u1111834529583390720,human
u877763988389363715,human
u960047335358132224,bot
u115426969,human
u2797410067,bot
u1017029007752290305,bot
u784890784273215488,human
u25766870,human
u2919151,human
u1400286117367320579,human
u966266266586554368,human
u1473378385070018560,human
u713870858125774848,bot
u188286324,human
u3359217867,human
u897423883313307648,human
u1386117093947547648,human
u3232924232,human
u184006847,human
u740602176838328321,human
u369511020,human
u20972371,human
u139679188,human
u35623579,human
u3352671022,human
u1298199966817701889,human
u1178473242107039745,human
u2193100156,human
u1247614353496399872,human
u1209629775490244608,human
u21981484,human
u1417329311506264066,human
u1326804636683022338,human
u19968025,human
u1163144812737859585,bot
u5817372,human
u8465262,human
u763432576375779328,human
u548257095,bot
u11582012,human
u45006241,bot
u4561161202,human
u26832834,human
u1478494627162374146,human
u37203620,human
u124237063,human
u1479921401507115009,human
u227642349,human
u1277527326616674304,human
u7144422,human
u1479186173230829570,human
u3697178175,human
u21405323,human
u1341495727294472202,human
u1441603157344210954,human
u2924437942,human
u1520062045,bot
u114412574,human
u17328600,human
u768923983563591680,human
u2886972634,human
u1470432214978641930,bot
u1392402749845823490,human
u2573833471,human
u1452893362764271619,human
u1002238325812580353,human
u345590253,human
u1273759854079799297,human
u1464739813370830848,bot
u1111996925539172352,human
u185586883,human
u2461968937,human
u193085856,human
u839400601826000896,human
u102562520,bot
u851935440,human
u71810945,human
u93358739,human
u760986968855425025,human
u54669822,human
u1116043197908566016,human
u18670584,human
u4920409179,human
u926288949798211590,human
u317753244,human
u282156700,bot
u738363248886566913,human
u93071031,human
u2930156653,human
u2905244730,human
u1611180307,human
u1085916994078195712,human
u540928787,human
u127091266,human
u30464423,human
u2457235742,human
u30354991,human
u1484317883383513090,bot
u18839785,human
u15866718,human
u32245365,human
u1028469164468396032,human
u785739140,human
u30706856,human
u21128635,human
u863071611628507136,human
u1010600655575273472,human
u1184651633734668288,human
u1171593634766082048,human
u868881480,human
u3349885901,human
u1117116804114022400,human
u3390591063,human
u1010934866882514947,human
u900334888947257344,human
u1141829821439213568,human
u964986446485401600,human
u78637018,human
u1465247597988392964,bot
u1459246787005493252,bot
u1009495181882773506,human
u1455537756868861966,bot
u905075448798998530,human
u3240859366,human
u3351632566,human
u23076743,human
u959028649528840192,human
u1002472428,human
u22937232,human
u963424322516856832,human
u95248614,human
u3089026545,human
u4925082308,human
u71026122,human
u1484401160588955650,human
u2445615709,human
u2247444301,human
u3018841323,human
u919636741308366849,human
u1399686892807938049,bot
u99581347,human
u35891872,human
u14755464,human
u237998444,human
u314832054,human
u65992583,human
u34570323,human
u14103251,human
u3018222517,bot
u194028861,human
u23582412,bot
u1071263453216690176,bot
u55857505,human
u5894872,human
u731478516181565440,human
u2882072878,bot
u1303939760797474816,human
u83483099,human
u879456634413740032,bot
u1437690446,human
u982643155731386369,human
u1470726969709203460,bot
u286822951,human
u879428521537540097,human
u914213268226441217,human
u901880132,human
u8273852,human
u113689734,human
u3196230327,human
u112479899,human
u2198523230,human
u69253605,human
u304625630,human
u1951616070,human
u144628095,human
u1192163793079558145,human
u1111335742737920001,human
u427757922,human
u291224550,human
u92764064,human
u1360768923814264832,bot
u108899342,human
u232065386,human
u3141985139,human
u878071745734955008,human
u963786249826914304,human
u927950322559012864,human
u171158446,human
u17772686,human
u996829570274807808,human
u87473622,human
u2766042745,human
u1110629691667300352,human
u1097624498063327232,human
u27863472,human
u48935222,human
u33597834,human
u1211896566,human
u703449628792979456,human
u895610031948918784,human
u977516262325710848,human
u872518859152125952,human
u1033327352393199616,human
u1482581556,human
u2972842466,human
u705850200473010178,human
u16577692,human
u39262778,human
u142033506,human
u894671592365727745,human
u17503069,human
u1241948101675343872,bot
u2735909876,bot
u1020017194673922048,human
u1198969069275209728,human
u3744649577,human
u1394399438,human
u994300581291282432,human
u51971148,human
u1069106254927273984,human
u1370461600629583878,bot
u827665681,human
u232607343,human
u2572695564,human
u21343127,human
u70915224,human
u90661198,human
u1148513959936266241,human
u596001422,human
u1022697760678658048,human
u4258886037,human
u1220853301970898944,human
u891231048,human
u709213739145437184,human
u1081562931937067009,human
u22983825,human
u305213013,human
u1349791855324651523,human
u22527430,human
u940367275,human
u978694282965069824,human
u1271482878958940160,human
u52663851,bot
u162535413,human
u1477676411414585348,human
u32459743,human
u1277686025867984903,human
u955017329863221248,human
u348159742,human
u112316360,human
u923497153275707392,human
u469609215,human
u929413235983360000,human
u890220853148995586,human
u272682658,human
u39468943,human
u1213875992759951364,human
u893748059917647872,human
u1227012307764555783,human
u1171699457899008000,human
u1138886434478182401,human
u804287030,human
u1145407045002309633,bot
u87316632,human
u2953315492,human
u1302763516978434048,human
u1401749818192457730,human
u1378214771254652930,human
u1425682147684151298,bot
u546313843,bot
u1328305807276929026,human
u46335511,human
u110663889,human
u794921795073822720,human
u1159893104930910208,human
u870676588622340100,human
u1257349455365505027,human
u101311381,human
u129520541,human
u251924369,human
u3299742459,bot
u1153063439264301058,human
u394204907,human
u1278096139485667328,bot
u827092120334893056,human
u732359904158081024,human
u2496656412,human
u463255536,human
u1433829731431030803,human
u1448106010346991624,bot
u21385636,human
u1221730253057470465,human
u2242325372,human
u1407307286503120905,bot
u1201656424805412869,bot
u1242084260087050245,human
u21574320,human
u1364265588,human
u620151450,human
u970412252225515521,human
u4009700321,human
u783808494470168577,human
u1232606515179204608,human
u765194112765014017,human
u2359297928,human
u250397632,human
u1304525566645854209,human
u1327855967120322560,human
u3100002182,human
u42358079,human
u257642411,human
u1180679510330609664,human
u3310124382,human
u247658865,human
u578198979,human
u361993840,human
u2941377939,human
u1467431222594912256,human
u875430125130596353,human
u981597203306201088,human
u36515907,human
u354715342,human
u436456654,human
u1285474814564556800,human
u1059904581604270080,human
u1326150369852841984,human
u1275302468,human
u1269200970,bot
u3437798182,human
u2842853434,human
u1254948077825294336,human
u1217386688290357248,human
u913384362997055488,human
u877879626965581824,human
u1367790358659272704,bot
u60856903,human
u1026317738791251968,bot
u1389961515705454597,human
u366055481,human
u1882066740,human
u18856189,human
u4068347835,human
u233543994,human
u19523359,human
u1483080782,human
u1161158543191498759,human
u902220569155919879,human
u839139788846411777,human
u1042182809945698305,bot
u1467670391577579521,human
u1020033723616714752,human
u963806635272613888,human
u845548344,human
u18845950,human
u1032036648073261056,human
u609284886,bot
u242490547,human
u183333374,human
u2164285964,human
u16303106,human
u1484269891238514690,human
u2480951,human
