id,followers,membership,mentioned,post,like,pinned
u15514266,2,5,4,41,0,0
u552621458,1,1,1,227,0,1
u108977933,77,5,78,1404,69,0
u2919151,321,68,191,1398,73,1
u1418602813442174987,3,1,36,227,0,0
u266468422,1,0,0,108,0,0
u14176770,453,6,51,1230,53,1
u561297215,1,7,66,366,0,0
u760219193195302912,422,6,77,1295,79,1
u1655628048,1,0,0,168,0,0
u7450112,180,1,17,1101,83,0
u1899161,651,15,0,1135,99,1
u109538525,219,2,21,1104,90,0
u2434191967,441,7,62,1315,53,1
u110183325,389,1,109,1487,73,1
u391494971,472,0,0,1079,90,0
u2280672794,212,3,78,1171,62,1
u594746113,1,2,11,51,0,0
u1334544132694568962,1,0,57,125,0,1
u706863698976051200,119,1,3,1156,70,0
u119155159,388,6,5,1247,86,1
u738450294628028416,2,0,1,83,0,1
u935750757751640066,109,4,9,219,87,0
u135922295,156,33,555,1627,77,1
u2325704833,163,33,710,1460,100,1
u16060248,180,16,394,1410,95,1
u785099695895015424,140,45,25,1191,99,1
u725639768663576576,12,13,30,232,0,0
u34570530,398,3,46,1071,85,1
u45827605,155,1,42,1006,91,1
u2178213013,1,1,0,63,0,1
u15608380,246,8,53,1424,79,1
u20416554,1,1,1,145,0,0
u443288053,225,0,0,1054,57,1
u153031954,1,3,126,369,0,0
u1326145610374844416,6,0,1,291,0,0
u818401525882036224,365,3,3,1122,78,1
u3054361064,251,0,4,1055,76,1
u1277959379426226180,7,0,11,130,0,1
u1298178034705600512,296,0,1,1150,84,0
u909451577999724544,424,0,10,1253,88,1
u20708202,355,9,26,1022,90,1
u847801154473996288,78,9,120,1123,79,1
u87909658,2,3,10,248,0,0
u31599039,266,4,29,1255,83,1
u47359057,233,15,16,1047,8,0
u905399486,418,11,77,1159,85,0
u53544165,4,5,0,65,0,1
u258965523,352,1,4,1003,75,0
u373715406,231,0,3,1086,83,1
u72551675,2,2,3,261,0,1
u156568938,233,11,59,1549,93,1
u1398183481616732161,47,0,4,411,100,1
u1405638010331275265,0,0,2,173,0,1
u1445647491320336387,1,0,2,153,0,1
u4845501492,2,3,14,206,0,1
u1220671426262253568,342,0,3,1318,67,1
u605360145,423,0,0,1110,86,0
u25776739,179,3,8,1176,94,1
u1194604029365456896,2,0,2,235,0,1
u439138083,158,1,15,1246,71,0
u1637260062,1,0,4,124,0,1
u2821436409,1,0,2,155,0,0
u110326494,403,24,302,1641,75,1
u38528124,1,5,23,96,0,1
u23053980,392,2,381,1301,28,1
u1243560408025198593,586,8,434,1544,89,1
u92152953,221,4,3,1213,47,1
u76115927,4,0,2,95,0,1
u252388658,585,0,1,1074,93,0
u97550403,1,11,0,109,0,0
u112873844,276,8,54,1390,90,1
u1094290240985092097,1,0,0,73,0,0
u332185953,274,12,47,1127,80,1
u272498598,1,0,2,166,0,1
u20267484,448,7,6,1165,21,0
u912187569961611264,6,1,13,313,0,1
u2654306088,157,4,30,1139,79,1
u1392556732518445059,1,0,0,118,0,1
u2475151315,2,0,1,329,0,1
u1110991404791226369,1,1,4,127,0,1
u1038814091371012096,170,0,4,1078,72,1
u895750890392506368,3,1,1,82,0,0
u284870222,252,3,35,1183,64,1
u21513512,143,1,20,1129,75,0
u1350226654896005120,223,0,39,1220,77,1
u1487443482,345,0,8,1360,89,0
u2929239658,403,0,5,1121,71,0
u1105864595590148097,1,0,0,245,0,1
u114940732,13,0,0,40,0,0
u52172745,3,2,0,198,0,0
u26596723,3,0,0,82,0,1
u858310695389200384,2,0,0,127,0,0
u2920075966,250,18,116,1080,86,1
u60994120,3,0,0,41,0,1
u463255536,325,0,19,1212,87,1
u1769191,457,31,229,355,78,0
u48008938,200,224,1674,1788,94,0
u258972661,167,2,1,1085,80,0
u1356497388182122498,1,0,2,162,0,0
u268177755,143,1,107,972,61,0
u68530022,25,0,5,168,98,1
u1184537212303630336,311,12,94,1092,83,1
u2540794650,4,14,34,278,0,1
u37723353,595,16,207,1287,77,1
u796169341,479,13,111,1130,93,1
u119758732,1,3,8,218,0,1
u944103128059691008,1,0,6,151,0,1
u735115007399170050,6,2,1,271,0,0
u17004618,415,65,255,1293,63,1
u3381346714,1,1,9,114,0,1
u1353063402160099335,364,0,19,1246,80,0
u25868334,18,14,189,488,0,1
u366502149,328,6,27,1031,95,0
u20831552,145,6,41,1119,89,1
u246911714,231,0,12,1284,64,0
u718724923930316800,110,0,5,1090,84,0
u25333609,739,13,25,1082,90,0
u3111429321,394,2,20,1456,87,0
u4763858353,237,1,26,1258,75,1
u28023025,195,20,14,1164,64,1
u616919165,133,0,9,1067,76,1
u57398614,21,2,270,1440,77,1
u1291784927705354240,16,0,152,368,52,0
u1250035338728243201,1,0,0,90,0,1
u248256515,1,0,2,162,0,0
u1396575560,178,9,60,1181,53,1
u84035041,319,23,715,1639,90,1
u180962804,2,1,1,91,0,1
u123231225,334,12,101,1120,48,1
u36232215,350,1,320,997,74,0
u1230996345231683585,1,0,0,103,0,0
u159955958,452,10,116,1379,93,1
u1285113658620747778,9,0,22,149,0,1
u2415767978,445,0,2,998,0,0
u971361006348890113,410,0,10,1160,90,0
u1026622212407611392,49,0,0,1233,82,1
u88494677,69,21,3,1061,70,1
u17366048,50,1,9,1069,68,1
u1320181427862843392,0,1,1,174,0,0
u15135596,185,16,17,1271,53,1
u70377745,1,1,0,51,0,1
u2595086942,1,3,7,166,0,0
u1142890104853106688,127,1,35,1151,90,0
u8932272,293,21,245,1323,93,1
u89477135,2,1,3,121,0,0
u1300162141572530178,0,0,0,90,0,0
u17866318,401,13,89,1222,73,1
u744281884310405120,1,1,17,212,0,1
u9655032,403,13,54,1146,71,0
u477446063,1,0,5,211,0,0
u14244544,1,5,4,271,0,1
u2985654401,243,5,82,1139,76,1
u940367275,294,20,63,1126,95,1
u28093810,473,0,3,1104,90,1
u449186485,222,0,0,1058,70,0
u823669734,413,0,10,1000,83,0
u1011601668356628480,1,1,0,96,0,1
u349496228,198,0,0,1069,43,1
u883159967162707969,255,0,8,1154,77,1
u1172242189,154,0,4,1098,57,1
u182819523,1,2,2,131,0,1
u40816180,306,5,12,1043,76,1
u32746100,263,2,8,1177,64,1
u1373278606047207429,301,0,4,1241,61,0
u4541049797,2,0,2,301,0,0
u3836199688,144,51,85,1412,70,1
u1155658356754964487,1,0,15,131,0,0
u2238505946,150,1,36,1191,80,1
u43996441,247,3,13,1104,76,0
u20659868,113,4,244,1164,67,0
u2545759886,349,5,11,1201,92,1
u303825075,4,4,8,378,0,1
u1174308138834714624,2,2,0,62,0,1
u832016437,2,5,26,120,0,0
u578643142,3,0,0,103,0,1
u626131422,472,2,9,1179,85,1
u392271696,2,1,0,115,0,1
u1318408266,1,1,8,53,0,0
u588308841,179,5,218,1064,93,0
u22195472,360,5,26,1050,85,0
u247476364,398,10,122,1432,73,1
u63875612,2,6,2,210,0,0
u525678474,1,0,2,122,0,1
u417053258,133,6,25,1190,60,1
u3086903788,408,1,0,1070,89,0
u218597735,3,7,1,111,0,1
u234059290,264,7,20,1336,69,1
u11253262,225,39,30,1052,80,1
u14284095,1,1,34,172,0,1
u1864518889,56,0,1,1093,55,0
u1000524625892212742,227,0,4,1092,81,0
u4218360677,497,0,13,1006,80,0
u1396729003382292484,2,0,0,284,0,1
u1050451964788654080,1,0,3,325,0,1
u1610769752,1,0,0,83,0,1
u240293931,100,0,3,970,78,0
u1352617588979806212,1,0,1,53,0,0
u1872245198,250,18,129,1346,83,1
u1109733177994723328,3,0,1,125,0,1
u2788051989,1,1,4,225,0,0
u20763907,1,5,8,146,0,0
u141510151,1,0,2,117,0,1
u403141476,1,0,14,190,0,0
u289508193,105,0,1,968,66,0
u240796387,7,0,4,98,0,0
u183915239,1,1,10,110,0,1
u1254449643804676096,114,3,10,1123,75,1
u755835576,338,13,90,1151,36,1
u2591320394,321,0,7,1347,82,0
u36524036,201,7,194,1368,91,0
u114870386,1,8,13,120,0,0
u720307726635544576,1,0,4,143,0,1
u1241388592485842949,41,0,5,1157,92,1
u1098259592801370115,1,1,3,141,0,0
u961564557247483906,192,0,10,1084,59,0
u808272533401247744,6,0,2,55,0,0
u230014111,2,0,6,169,0,1
u1477709177346736142,413,0,0,464,77,0
u16400913,1,3,1,89,0,0
u1429751,2,1,20,109,0,1
u46309291,488,2,21,1009,92,0
u3115446404,438,3,5,311,80,0
u115971978,2,0,4,288,0,1
u36906151,286,8,16,1239,72,1
u743696568939753475,180,20,324,1226,93,1
u2596589880,342,29,148,1115,96,1
u99581347,197,11,235,1277,81,0
u38022768,1,2,11,180,0,1
u1052756422008614912,2,0,2,117,0,1
u223346768,384,1,2,1104,79,0
u1248146805440667649,122,0,3,1194,92,1
u65375759,413,106,420,1433,67,1
u101524268,199,9,14,1158,89,1
u47728921,3,0,0,41,0,1
u767396,150,20,129,1353,64,1
u54312786,1,1,8,119,0,0
u13349362,2,6,1,59,0,0
u23076743,321,2,11,1289,76,1
u387900968,403,7,33,1141,80,0
u145741832,1,1,17,143,0,1
u1185382400,102,4,2,1067,70,1
u1167191634435608580,5,0,0,75,0,1
u1253754530677866499,92,29,40,1051,84,1
u843556423548067840,6,0,7,207,0,1
u1061089020401246208,93,0,0,1034,74,1
u4186684565,1,1,0,186,0,1
u537456518,1,0,2,121,0,0
u4264297743,14,2,59,523,0,1
u3024767848,178,3,28,1078,78,1
u193786214,1,1,6,195,0,1
u316629602,18,2,24,468,0,0
u810862406398345217,150,10,15,1032,73,0
u19667431,285,0,1,607,95,1
u3295074641,333,0,0,994,87,1
u23617394,192,15,1,1062,90,0
u366234281,10,0,2,259,0,0
u413442657,452,0,31,1128,76,0
u44371088,249,1,1,1021,95,0
u40877618,2,0,3,79,0,1
u970109612597895168,1,0,5,264,0,1
u228474571,586,4,28,1134,81,1
u171851402,1,1,1,183,0,1
u1288252277187371012,149,4,112,1123,80,1
u17676535,187,0,3,1034,83,0
u3650487322,293,0,8,588,87,0
u608171733,1,0,0,241,0,1
u988709616874868737,2,0,0,240,0,0
u102594136,439,19,138,1291,75,0
u37203620,70,0,35,1098,59,0
u1403673905840144390,2,0,0,68,0,0
u1404741944740257797,285,0,0,1000,25,1
u71759409,25,7,86,1206,88,0
u320239495,172,16,48,1071,87,1
u1220042873200136200,2,3,25,262,0,0
u786660728367353856,6,0,4,171,0,1
u59369435,177,1,28,1184,55,1
u138376017,152,6,144,1162,75,1
u169041906,211,9,185,1350,65,1
u1393240236407336961,1,0,3,283,0,0
u419520517,1,8,20,295,0,1
u133397127,2,1,2,421,0,1
u71847969,1,0,0,96,0,0
u14357265,1,15,10,97,0,1
u1217573549205966849,1,1,9,289,0,1
u1168192787990425600,34,3,2,1302,64,0
u1424981986301653034,1,0,0,40,0,0
u39475170,233,3,136,1188,92,0
u1272554479234232324,1,0,0,84,0,0
u47336158,592,8,22,1051,93,0
u2814323911,1,3,0,322,0,0
u779141414193987584,239,1,38,1099,69,1
u1109152011348557824,1,1,35,453,0,1
u931249366634987521,328,0,9,376,78,1
u377766775,336,9,34,1420,85,1
u861988220367761408,1,0,1,162,0,1
u610042918,1,0,0,84,0,1
u16012783,503,37,229,1685,93,1
u441532483,1,1,14,322,0,0
u156656964,128,1,15,1043,72,1
u2730055159,5,0,6,165,0,0
u31665210,1,0,1,48,0,1
u20402945,348,37,786,1997,88,0
u3331968809,2,0,0,277,0,0
u1313542057596772353,103,0,0,885,51,0
u1177975417824825344,4,0,0,95,0,1
u112398730,397,16,123,1071,67,0
u38117685,2,10,47,147,0,1
u316052908,245,0,4,1140,83,1
u411298271,206,0,0,1007,61,0
u34412958,5,0,6,299,0,1
u18549385,1,0,12,208,0,1
u1206637407073751041,1,1,6,129,0,1
u236750658,235,0,1,1157,73,0
u632962034,2,1,7,173,0,1
u763784118576439297,242,1,2,1035,72,0
u38647512,149,17,551,1805,4,1
u753620958,208,0,11,1143,56,0
u102580588,283,0,0,986,83,0
u1302177569769488386,2,0,0,134,0,0
u1036715474262941698,87,6,35,1006,69,1
u1352804365971632129,1,3,6,179,0,0
u124397553,110,10,383,1062,84,0
u20837035,33,4,1,1100,7,0
u81635029,257,0,1,1176,81,1
u27472301,487,0,9,1082,82,0
u1198542065862414341,11,0,3,101,0,0
u1304728654707122176,411,0,2,1102,94,1
u119688597,2,5,5,128,0,0
u1401638103991812096,455,0,2,1220,88,1
u239560078,277,1,114,1487,81,0
u16076032,681,51,364,1709,63,1
u922341408,418,13,9,1032,87,0
u2576960380,1,0,1,220,0,1
u81869176,237,13,620,1652,69,1
u721238410,1,1,2,161,0,1
u938000564,5,0,48,264,0,0
u322603418,2,8,22,300,0,0
u143109115,1,0,0,201,0,1
u1083273192326742017,2,0,12,219,0,0
u14324983,1,3,42,236,0,0
u741323209,35,5,3,1262,97,0
u15221598,256,7,498,2470,69,1
u16890839,1,2,7,253,0,1
u1117800770722832390,3,1,3,47,0,0
u60642052,226,53,615,1525,57,1
u76947892,3,3,21,567,0,0
u1017882384551772168,3,0,4,141,0,1
u1716129972,181,1,1,1149,68,1
u4534608320,265,0,1,1047,82,0
u472132412,1,16,5,247,0,1
u4799055688,1,6,0,175,0,0
u1440908047703056386,4,0,11,141,0,0
u1462691793158356992,132,0,3,1152,100,0
u231422245,262,6,44,1289,89,1
u834082004115206144,1,0,5,80,0,1
u923992336304091136,1,0,0,84,0,0
u91899366,6,6,13,145,0,1
u41566604,234,2,3,1129,62,1
u983177740965773312,3,5,0,228,0,0
u65052658,139,1,15,1005,69,1
u28861604,4,0,2,167,0,0
u20634134,1,2,4,127,0,1
u44101578,1,3,62,156,0,0
u969260208777244672,1,0,2,128,0,1
u22150544,1,5,8,199,0,1
u205392468,392,4,234,1300,92,0
u2283742632,1,5,5,113,0,1
u211608222,300,6,0,1043,89,0
u945957031323639808,148,0,0,1066,94,0
u310026299,238,17,68,1143,87,1
u1882066740,176,12,13,1330,78,1
u325719227,216,49,792,1777,87,1
u368930508,213,2,24,1040,87,1
u1430843394687909890,1,0,4,127,0,1
u43924553,1,4,0,64,0,0
u2427885031,468,2,6,1001,97,0
u32312179,1,1,3,158,0,0
u39082174,346,16,13,1044,65,0
u99215654,1,0,0,98,0,1
u159109812,1,1,0,118,0,0
u2527932066,1,3,1,70,0,0
u7138532,2,6,1,234,0,0
u19035981,308,8,28,1179,79,0
u56413858,192,9,929,1223,2,0
u1461529940,258,2,19,1137,81,1
u203332110,155,16,116,1106,79,0
u13678962,224,4,309,1597,60,0
u222138104,315,3,14,1148,68,0
u3428100550,2,1,0,175,0,1
u83874770,1,7,5,233,0,1
u22800231,511,9,6,1045,81,0
u1121218393,1,0,1,96,0,1
u1318904835174027265,1,0,1,132,0,1
u324,285,14,69,1291,84,1
u869914029518663680,135,14,22,1273,100,1
u857131933,1,0,0,80,0,0
u360514316,1,1,15,128,0,0
u24164338,201,15,164,1341,85,1
u1058116359807221760,1,1,2,91,0,1
u1356911830346567681,130,0,0,1123,93,1
u26865069,168,0,0,1093,85,1
u2238084336,1,1,0,112,0,1
u1015608272,370,0,0,1109,83,0
u1431564906596388864,187,0,0,1100,73,0
u381108914,1,2,1,44,0,1
u289616919,1,0,1,205,0,1
u1081840114828017664,1,0,0,90,0,1
u24431556,57,11,405,1312,18,1
u612785170,17,3,7,288,0,0
u266084123,426,4,15,1246,3,0
u754094793488302080,1,0,1,88,0,0
u2622991654,2,0,4,96,0,0
u1314462768372670464,3,0,0,123,0,1
u740062735082225665,2,1,0,60,0,0
u21862217,574,12,97,1152,76,1
u74991775,2,0,1,126,0,1
u3533370202,4,1,19,179,0,0
u162901927,2,5,53,113,0,1
u39511166,357,32,103,1178,86,0
u122392913,254,3,102,1118,69,0
u1265106343721140224,1,0,10,127,0,0
u999194760031203329,2,0,3,121,0,0
u11728992,0,8,20,727,78,0
u2192666827,361,8,81,1244,97,0
u1726305288,74,2,21,1077,46,1
u2278903824,2,2,0,136,0,0
u92764064,322,6,258,1171,93,0
u1006020248,6,0,2,322,0,0
u47967527,127,16,196,1144,88,1
u572685606,5,0,8,179,0,0
u27407990,1,0,2,168,0,0
u2452930902,251,0,1,994,87,0
u703048938681720832,2,0,0,136,0,0
u18017198,412,36,478,1657,46,1
u90842438,118,0,1,987,95,0
u1381160916251770882,5,0,0,59,0,0
u3386978961,121,5,0,994,86,0
u370112958,189,0,2,1065,93,0
u1055307732226531328,5,7,39,207,0,1
u1002305673902870530,1,0,4,84,0,1
u48392431,1,3,4,65,0,0
u1447951549,1,0,11,128,0,1
u28785486,261,68,1398,2276,26,0
u27295980,1,3,30,138,0,0
u17941291,340,13,39,1042,85,0
u621276367,442,0,0,1027,82,0
u1288039689342066689,12,1,1,300,0,0
u2757695845,152,0,23,1069,80,1
u23785621,191,1,630,1601,53,0
u25668050,1,4,3,277,0,0
u1060264448,3,4,0,144,0,1
u914924983587131396,2,0,5,364,0,0
u1426363670,2,0,3,81,0,1
u132183460,0,0,0,142,0,0
u272432153,1,1,4,121,0,1
u1404865280212353035,2,0,4,71,0,0
u16674128,398,7,155,1035,46,1
u787727156,4,3,1,83,0,1
u743051485928361985,1,1,2,207,0,1
u21201150,180,3,34,1176,61,1
u177564016,147,7,62,1485,78,1
u986296779514707970,50,2,0,402,92,0
u1241913610244407298,206,0,6,1100,89,0
u4195722340,2,4,0,108,0,1
u1330183821212397574,1,0,3,65,0,1
u354170353,279,0,40,1140,52,0
u2324708472,1,0,3,174,0,1
u1374406112212971523,1,0,5,131,0,1
u911490129071456257,1,0,0,41,0,1
u68255174,1,0,1,120,0,0
u180747617,2,0,14,132,0,0
u1076983036842045440,2,0,3,116,0,0
u613832082,9,6,34,190,0,1
u25786620,397,3,9,317,70,1
u237920763,1,19,64,150,0,1
u21203658,391,0,3,1005,78,1
u46726877,1,2,0,158,0,0
u19050000,208,1,31,1293,83,0
u3008033410,14,0,2,267,0,0
u1557926192,1,6,11,337,0,1
u15431121,215,0,4,1037,76,1
u118009649,97,0,0,1081,72,1
u1257158389,6,0,11,218,0,0
u290934418,1,0,0,241,0,1
u14772775,485,8,56,1143,72,0
u33333620,497,16,100,1252,81,1
u3224500311,279,0,41,864,91,0
u23760802,336,0,4,1007,81,1
u115369464,153,1,21,1079,85,0
u115786052,122,0,129,1053,64,0
u40156330,550,71,549,1319,90,1
u1341674815,0,1,0,126,0,0
u10355872,2,8,4,167,0,1
u811874704772501504,113,1,10,335,52,1
u14085070,2,61,243,523,0,1
u23357070,1,2,10,76,0,0
u1186442822506954754,1,0,0,107,0,0
u80305731,3,0,25,141,0,1
u94120744,367,0,1,1058,67,0
u1176911456375320576,1,0,0,203,0,0
u1845315188,0,0,0,91,0,1
u247402941,1,5,0,93,0,0
u2895499182,347,155,1677,2035,89,1
u21292523,73,24,222,1257,87,0
u2884771,245,39,333,1660,79,1
u37007274,1,11,11,136,0,1
u516478373,3,1,1,211,0,1
u778144844,0,1,55,292,0,0
u852533458668748804,54,12,38,252,95,1
u14238165,495,8,15,923,87,0
u1114337811996348416,2,0,0,40,0,0
u2730264319,5,2,49,271,0,1
u47533809,283,0,1,1105,50,0
u45325955,174,2,27,1326,57,1
u1292476725977387010,1,1,22,334,0,1
u346761946,166,0,0,1115,66,0
u20187065,1,15,60,443,0,1
u1410730455167496199,2,0,0,125,0,1
u17336593,1,3,6,221,0,1
u129520541,215,2,45,1041,82,1
u4847281,1,10,13,101,0,0
u20391158,233,1,13,1009,63,0
u300816268,2,0,0,57,0,0
u772341711355973632,1,2,3,119,0,0
u18686907,687,35,196,1382,35,1
u48511236,437,36,62,1355,81,1
u1011190414550945794,32,0,119,1225,0,1
u70435999,239,1,14,1087,85,1
u312336521,1,1,2,180,0,0
u3092393211,3,3,24,54,0,0
u940941774,2,1,0,238,0,0
u1083863546864103424,0,0,6,166,0,1
u252993239,1,0,0,40,0,0
u613127850,4,0,17,97,0,0
u33049977,96,0,4,1054,56,1
u418195621,1,4,0,69,0,0
u1265447413306843138,5,0,3,114,0,0
u19418459,30,4,153,999,37,1
u3581171,2,3,10,102,0,0
u22429979,420,12,184,1607,74,0
u549477963,1,0,0,94,0,0
u1464454859558690822,1,0,3,125,0,0
u913023860710297600,1,1,6,347,0,1
u184440525,282,2,20,1037,72,1
u19404311,2,1,0,325,0,0
u78352425,1,1,0,148,0,0
u16314180,506,5,2,446,62,0
u459767319,217,0,142,1052,81,1
u1878348240,2,0,0,41,0,1
u15458694,299,29,88,1480,88,0
u805446616287219714,1,0,2,81,0,0
u16316851,382,2,0,1044,71,0
u16417874,75,1,10,1046,92,0
u1068508394724704256,1,0,0,280,0,0
u1369074723896786948,70,0,0,228,68,0
u1023649345,1,0,1,95,0,1
u69588404,300,1,10,1146,96,0
u389083861,482,5,45,1089,67,0
u19569136,3,3,44,536,0,1
u393643881,36,1,3,1006,89,0
u18060747,0,1,2,218,0,1
u558360059,1,9,9,250,0,1
u743478630970437632,3,7,24,391,0,1
u1430156012334600197,9,0,2,167,0,0
u203434762,1,0,1,58,0,0
u1362352800907280385,97,1,7,321,87,1
u3390071746,148,3,0,965,4,1
u1314000171743809538,2,0,0,41,0,1
u2421756620,1,7,9,125,0,1
u14275261,311,14,235,1280,72,1
u1930428576,1,0,2,285,0,1
u23074448,1,0,0,78,0,0
u1947919136,3,0,0,80,0,0
u401718858,1,0,3,323,0,0
u16032238,7,3,132,354,0,1
u14854767,1,1,0,242,0,1
u91253899,1,1,7,194,0,0
u1185383760528723968,117,0,19,1145,92,0
u359092707,1,0,0,111,0,0
u15449147,1,1,0,240,0,1
u16692759,1,0,0,81,0,0
u394480074,274,6,67,1134,88,0
u779416353019203584,82,8,41,1015,55,1
u766488032748965888,1,0,0,161,0,0
u1292235489202728960,1,0,4,265,0,1
u1108769175458201600,1,1,1,53,0,1
u1322911361010081792,1,0,0,93,0,0
u1144712011,241,1,20,1427,92,1
u1387474726151282689,1,2,10,214,0,1
u15589496,280,48,23,1238,67,1
u38359576,4,16,38,336,0,0
u1360301169306836992,3,1,0,132,0,0
u961223387044442112,1,0,3,372,0,1
u109215470,9,0,4,341,0,1
u87966593,2,2,4,249,0,1
u10883722,1,9,4,149,0,0
u143556525,4,1,1,1011,62,0
u279208735,1,5,7,136,0,0
u1265024058585997312,10,0,3,232,0,0
u274150395,1,0,0,40,0,0
u742062276757315588,2,0,0,142,0,0
u220981938,4,3,47,90,0,0
u2290819595,189,1,4,590,92,1
u251241171,3,0,0,289,0,1
u818902892652466176,205,4,311,1046,69,0
u130945778,1,26,11,64,0,1
u705564459809378304,199,0,1,1095,79,0
u498939050,0,1,15,292,0,1
u1479654285793280000,163,0,2,478,3,1
u19358190,3,0,0,75,0,1
u1307004816976211970,1,0,2,323,0,1
u32774495,1,2,31,135,0,0
u509092938,1,1,0,104,0,0
u975200486,89,14,204,1156,26,1
u1320503149816328192,136,1,5,1040,68,1
u54549239,203,14,203,1215,82,1
u17058103,161,4,23,1108,69,1
