id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u169157959,0.4329,1,3,3,0.3333333333333333,1.0
u88662336,-0.1646,1,4,6,0.25,0.6666666666666666
u163267263,0.9057,1,6,10,0.16666666666666666,0.6
u780453435787313153,0.1531,1,24,65,0.041666666666666664,0.36923076923076925
u3240247259,0.5574,1,1,1,1.0,1.0
u820190249775202304,-0.4215,1,1,1,1.0,1.0
u311849071,-0.6939,1,1,1,1.0,1.0
u296918875,-0.1458,1,2,4,0.5,0.5
u1096651258277126144,-0.9976,1,19,37,0.05263157894736842,0.5135135135135135
u251927957,0.8041,1,3,3,0.3333333333333333,1.0
u237628183,-0.296,1,1,2,1.0,0.5
u898217485656137729,-0.4767,1,1,1,1.0,1.0
u384516732,-0.4019,1,1,1,1.0,1.0
u24006034,-0.296,1,1,2,1.0,0.5
u28700169,-0.7199,1,2,3,0.5,0.6666666666666666
u279645250,-0.624,1,1,2,1.0,0.5
u534675241,0.8945,1,2,3,0.5,0.6666666666666666
u1922781510,-0.3023,1,1,1,1.0,1.0
u4053776177,0.7096,1,4,4,0.25,1.0
u719803080422744064,-0.8236,1,6,22,0.16666666666666666,0.2727272727272727
u2809206520,-0.0516,1,1,2,1.0,0.5
u1398447547,-0.1531,1,1,1,1.0,1.0
u1250963785935880192,0.5106,1,2,2,0.5,1.0
u4101748107,0.0,1,1,2,1.0,0.5
u703531521454575617,0.8555,1,1,1,1.0,1.0
u1298136950667390978,0.4019,1,1,2,1.0,0.5
u42300484,0.5458,1,3,4,0.3333333333333333,0.75
u564215572,0.6654,1,1,2,1.0,0.5
u877730006709018624,0.7579,1,6,17,0.16666666666666666,0.35294117647058826
u1591616647,0.4754,1,1,2,1.0,0.5
u4885044233,-0.128,1,5,12,0.2,0.4166666666666667
u339799417,0.3818,1,2,4,0.5,0.5
u165762725,0.4767,1,1,2,1.0,0.5
u131048987,-0.3923,1,2,4,0.5,0.5
u16312116,0.8152,1,2,2,0.5,1.0
u884707051808731136,-0.4404,1,1,2,1.0,0.5
u62828527,0.9879,1,3,6,0.3333333333333333,0.5
u1446490902420201481,0.0,1,1,2,1.0,0.5
u3016681106,0.9908,1,2,2,0.5,1.0
u2805995608,-0.3535,1,1,2,1.0,0.5
u1414232139307028484,0.2114,1,9,16,0.1111111111111111,0.5625
u248735463,0.9703,1,3,4,0.3333333333333333,0.75
u471326437,0.5574,1,3,6,0.3333333333333333,0.5
u881159017644654592,0.0,1,3,6,0.3333333333333333,0.5
u2417163032,-0.0258,1,1,2,1.0,0.5
u311276757,0.0,1,2,4,0.5,0.5
u2439626519,0.0,1,6,8,0.16666666666666666,0.75
u913262833390936064,-0.1036,1,4,11,0.25,0.36363636363636365
u14601336,0.4939,1,2,2,0.5,1.0
u732545581223182336,0.2263,1,1,2,1.0,0.5
u31337134,0.6124,1,1,2,1.0,0.5
u1451247332717117447,-0.9388,1,3,4,0.3333333333333333,0.75
u1424095754499596289,0.5255,1,6,9,0.16666666666666666,0.6666666666666666
u910812168282689536,0.4019,1,1,2,1.0,0.5
u1438824923317903366,0.0,1,6,9,0.16666666666666666,0.6666666666666666
u1253672034,0.9715,1,2,3,0.5,0.6666666666666666
u483990177,-0.539,1,1,2,1.0,0.5
u1389539250446553091,0.0,1,1,1,1.0,1.0
u21185021,0.0,1,1,1,1.0,1.0
u1121301940162453506,0.34,1,4,4,0.25,1.0
u763760491822854144,-0.5106,1,2,4,0.5,0.5
u2219841242,0.6734,1,2,3,0.5,0.6666666666666666
u1419265358,0.0,1,1,2,1.0,0.5
u866895911594610689,0.2263,1,1,2,1.0,0.5
u1217818124,-0.031,1,4,7,0.25,0.5714285714285714
u16036960,0.9886,1,4,7,0.25,0.5714285714285714
u748618905199976456,-0.34,1,1,2,1.0,0.5
u1305521256842883072,0.7506,1,6,8,0.16666666666666666,0.75
u18332190,0.7263,1,4,6,0.25,0.6666666666666666
u16046443,-0.5994,1,2,3,0.5,0.6666666666666666
u844647604441042946,0.353,1,1,2,1.0,0.5
u80555765,-0.9313,1,1,2,1.0,0.5
u844486678324658176,0.9996,1,1,2,1.0,0.5
u984282037832970240,0.0,1,2,2,0.5,1.0
u1480667097818615808,-0.5837,1,10,20,0.1,0.5
u987844879,0.9106,1,1,1,1.0,1.0
u123298381,-0.296,1,1,2,1.0,0.5
u277325326,0.0,1,1,1,1.0,1.0
u3020138239,-0.9507,1,1,1,1.0,1.0
u39663864,-0.7906,1,1,2,1.0,0.5
u565904640,-0.7269,1,1,2,1.0,0.5
u1284174541661634560,0.0,1,3,6,0.3333333333333333,0.5
u1657282916,-0.5423,1,1,1,1.0,1.0
u2256076040,-0.9375,1,1,2,1.0,0.5
u46289355,0.7717,1,1,1,1.0,1.0
u1633577568,0.0,1,4,8,0.25,0.5
u179239584,0.0772,2,21,47,0.09523809523809523,0.44680851063829785
u307969991,0.9544,1,3,7,0.3333333333333333,0.42857142857142855
u1325936120538882048,-0.4588,1,1,2,1.0,0.5
u1368679832,0.6369,2,4,4,0.5,1.0
u708469662787305472,0.0,1,3,3,0.3333333333333333,1.0
u1221581606864982018,-0.8552,1,8,21,0.125,0.38095238095238093
u779374782173306880,-0.6307,1,1,2,1.0,0.5
u4120732487,-0.9757,1,1,2,1.0,0.5
u20263955,0.0405,1,1,2,1.0,0.5
u913063871681835008,0.6249,1,1,1,1.0,1.0
u3068926985,-0.4019,1,3,4,0.3333333333333333,0.75
u1835601,-0.1516,1,2,4,0.5,0.5
u2640729706,-0.9042,1,3,5,0.3333333333333333,0.6
u11862072,-0.3818,1,1,1,1.0,1.0
u44104413,0.6588,1,2,3,0.5,0.6666666666666666
u1215985466958209024,0.9388,1,1,1,1.0,1.0
u841921704721039360,0.0,1,1,2,1.0,0.5
u317934037,0.9989,1,3,5,0.3333333333333333,0.6
u1345050175841198085,-0.966,1,1,1,1.0,1.0
u1220137648401960960,-0.9464,1,1,1,1.0,1.0
u1374801214274220032,-0.6908,1,1,2,1.0,0.5
u586637116,-0.4404,1,1,1,1.0,1.0
u1151541217840123904,0.0,1,2,4,0.5,0.5
u1137634826,-0.8878,1,3,4,0.3333333333333333,0.75
u793482209185370112,0.6696,1,23,54,0.043478260869565216,0.42592592592592593
u945624536321585153,0.3716,1,2,4,0.5,0.5
u1147116998058487809,0.6369,1,1,2,1.0,0.5
u723734699248472065,-0.2018,1,18,32,0.05555555555555555,0.5625
u741349681,0.9793,2,25,54,0.08,0.46296296296296297
u419638093,-0.296,1,1,2,1.0,0.5
u1347774813528473600,0.0,1,4,9,0.25,0.4444444444444444
u1405469924542320644,-0.3612,1,34,88,0.029411764705882353,0.38636363636363635
u1072135848177545216,0.8777,1,6,12,0.16666666666666666,0.5
u476654184,-0.836,1,1,1,1.0,1.0
u749539262903746560,0.3182,1,5,6,0.2,0.8333333333333334
u24378846,0.5719,1,2,4,0.5,0.5
u194336764,0.7622,1,1,2,1.0,0.5
u872092151655665664,0.9524,1,7,23,0.14285714285714285,0.30434782608695654
u209543567,-0.953,1,6,11,0.16666666666666666,0.5454545454545454
u263985862,0.4951,1,8,12,0.125,0.6666666666666666
u1001874827660185607,-0.5785,1,1,1,1.0,1.0
u242039639,0.47,1,1,2,1.0,0.5
u1294256232337833984,0.4215,1,1,2,1.0,0.5
u141612999,0.9852,1,1,1,1.0,1.0
u4010560161,0.0,1,1,2,1.0,0.5
u1394254115132395520,-0.9339,1,2,3,0.5,0.6666666666666666
u904599020424663040,-0.9219,1,3,4,0.3333333333333333,0.75
u950888724,-0.3182,1,1,1,1.0,1.0
u85525108,-0.4479,1,3,5,0.3333333333333333,0.6
u177967577,0.7354,1,5,10,0.2,0.5
u2203525909,-0.1068,1,1,1,1.0,1.0
u190478731,0.0,1,1,1,1.0,1.0
u18360602,0.0869,1,6,8,0.16666666666666666,0.75
u701520598762176513,-0.2732,1,1,1,1.0,1.0
u1431064002285629447,-0.8934,1,1,1,1.0,1.0
u1431778200418390021,0.25,1,9,13,0.1111111111111111,0.6923076923076923
u852919230,-0.34,1,1,2,1.0,0.5
u934705800,-0.3612,1,1,2,1.0,0.5
u977746172,0.1901,1,1,2,1.0,0.5
u1024191716805492742,-0.645,1,1,1,1.0,1.0
u1198997933213077505,0.0516,1,2,4,0.5,0.5
u1483398740,0.0,1,1,2,1.0,0.5
u1261380795261992962,-0.2513,1,1,2,1.0,0.5
u873913976,-0.9714,1,1,1,1.0,1.0
u3082654147,-0.5994,1,4,18,0.25,0.2222222222222222
u140851389,-0.4767,1,1,1,1.0,1.0
u1273272819883880449,-0.0516,1,2,3,0.5,0.6666666666666666
u821567125785612288,-0.5562,1,19,31,0.05263157894736842,0.6129032258064516
u1042445193360932865,-0.296,1,1,1,1.0,1.0
u777755046284898306,-0.7291,1,7,26,0.14285714285714285,0.2692307692307692
u14180282,0.5994,1,1,2,1.0,0.5
u4836188397,-0.4588,1,6,10,0.16666666666666666,0.6
u911222491820859392,0.0,1,1,2,1.0,0.5
u1042034847093612551,0.3612,1,2,3,0.5,0.6666666666666666
u746979833184460800,0.1531,1,5,7,0.2,0.7142857142857143
u135031721,-0.9022,1,1,2,1.0,0.5
u278282304,-0.4724,1,1,2,1.0,0.5
u110371258,0.2509,1,1,1,1.0,1.0
u932039667427545088,-0.8348,1,2,6,0.5,0.3333333333333333
u126359862,0.3597,1,2,2,0.5,1.0
u819805292854509568,0.4767,1,3,4,0.3333333333333333,0.75
u16841386,-0.1275,1,5,7,0.2,0.7142857142857143
u189624392,0.0,1,1,2,1.0,0.5
u32201010,0.1027,1,2,5,0.5,0.4
u789369101135253504,0.9125,1,1,1,1.0,1.0
u3166622581,-0.8725,1,1,1,1.0,1.0
u2224982444,0.128,1,1,1,1.0,1.0
u1168245336080551940,-0.8357,1,2,4,0.5,0.5
u1214418074993971202,-0.4939,1,3,10,0.3333333333333333,0.3
u1047884595272634368,0.9387,1,1,1,1.0,1.0
u1170395563969449990,0.0,1,1,2,1.0,0.5
u144804999,-0.8957,1,2,4,0.5,0.5
u879755318653100032,0.2263,1,1,2,1.0,0.5
u1080855333449490433,-0.6092,1,4,5,0.25,0.8
u1021182286975422464,-0.296,1,1,2,1.0,0.5
u1406656525284872193,-0.6654,1,7,11,0.14285714285714285,0.6363636363636364
u22523356,-0.7707,1,1,2,1.0,0.5
u236144512,0.8126,1,1,2,1.0,0.5
u20728074,0.8588,1,1,2,1.0,0.5
u218929692,-0.5574,1,5,7,0.2,0.7142857142857143
u50345319,0.5719,1,2,4,0.5,0.5
u474042503,-0.0516,1,14,19,0.07142857142857142,0.7368421052631579
u1233502923281371137,0.0,1,13,23,0.07692307692307693,0.5652173913043478
u935116421977186304,0.8784,1,1,1,1.0,1.0
u1155137857,0.892,1,1,1,1.0,1.0
u1971464300,0.4939,1,1,2,1.0,0.5
u1162778866177454081,0.0,1,1,2,1.0,0.5
u88140660,-0.5661,1,1,1,1.0,1.0
u236226338,0.9367,1,2,2,0.5,1.0
u1363879601248874507,0.0,1,5,10,0.2,0.5
u764875744535281664,-0.1007,1,1,2,1.0,0.5
u17959400,-0.5574,1,1,1,1.0,1.0
u1121479590084513799,-0.5994,1,1,1,1.0,1.0
u1029462694569668608,0.8625,1,4,6,0.25,0.6666666666666666
u1275777767359934465,-0.4949,1,4,13,0.25,0.3076923076923077
u353926027,0.0,1,2,4,0.5,0.5
u2280820021,-0.7184,1,1,2,1.0,0.5
u3279277182,-0.9951,1,1,1,1.0,1.0
u2222517397,0.0,1,1,2,1.0,0.5
u83589523,0.7236,1,6,11,0.16666666666666666,0.5454545454545454
u61472779,-0.5994,1,1,1,1.0,1.0
u62884037,0.0,1,2,3,0.5,0.6666666666666666
u1236325591269474304,-0.2732,1,3,4,0.3333333333333333,0.75
u1079363553671503873,0.9836,1,2,3,0.5,0.6666666666666666
u20974514,-0.9268,1,2,2,0.5,1.0
u716314039987605504,-0.8674,1,2,3,0.5,0.6666666666666666
u35173802,-0.7387,1,27,50,0.037037037037037035,0.54
u603470453,-0.5994,1,1,1,1.0,1.0
u2887048652,-0.5859,1,1,2,1.0,0.5
u2855620430,0.5411,1,2,3,0.5,0.6666666666666666
u53738848,0.0,1,2,4,0.5,0.5
u303316858,0.9427,1,1,2,1.0,0.5
u787372816270258176,-0.6239,1,1,1,1.0,1.0
u1330469247919788033,0.0,1,1,1,1.0,1.0
u1427309813114056710,-0.6369,1,1,1,1.0,1.0
u705071668079816704,0.0,1,23,68,0.043478260869565216,0.3382352941176471
u896778379143327746,-0.9336,1,2,3,0.5,0.6666666666666666
u1139269987040997377,-0.946,1,1,2,1.0,0.5
u198790634,0.7351,1,1,2,1.0,0.5
u3290951703,0.3612,1,2,3,0.5,0.6666666666666666
u39537418,-0.5095,1,1,2,1.0,0.5
u726084996675547136,0.636,1,2,4,0.5,0.5
u166186555,0.5423,1,1,2,1.0,0.5
u2367320131,-0.2263,1,5,7,0.2,0.7142857142857143
u398938950,0.4215,1,1,1,1.0,1.0
u1870718676,0.5423,1,3,10,0.3333333333333333,0.3
u1129248951843135488,0.2406,1,1,2,1.0,0.5
u134608239,-0.4767,1,1,1,1.0,1.0
u4882684454,0.7506,1,2,3,0.5,0.6666666666666666
u4865775279,0.0,1,1,1,1.0,1.0
u14594017,0.9178,1,2,4,0.5,0.5
u1370987145628766208,0.6611,1,1,1,1.0,1.0
u1147089496875393026,-0.4588,1,1,2,1.0,0.5
u305728980,0.699,1,2,2,0.5,1.0
u1282006421551415298,0.1027,1,5,9,0.2,0.5555555555555556
u965698750911074304,-0.2677,1,19,58,0.05263157894736842,0.3275862068965517
u1554660050,-0.25,1,3,4,0.3333333333333333,0.75
u3973735283,-0.8957,1,2,3,0.5,0.6666666666666666
u35933055,0.8126,1,1,1,1.0,1.0
u19344309,0.9561,1,1,2,1.0,0.5
u781150062097334273,0.0,1,1,2,1.0,0.5
u132113886,0.9022,1,2,2,0.5,1.0
u212642997,0.987,1,3,6,0.3333333333333333,0.5
u3225092201,-0.826,1,1,2,1.0,0.5
u346785085,-0.8271,1,2,6,0.5,0.3333333333333333
u986980245524787200,0.0,1,1,2,1.0,0.5
u1223437394,0.963,1,1,2,1.0,0.5
u2432885419,-0.6908,1,1,2,1.0,0.5
u948978698,0.806,1,1,2,1.0,0.5
u19070844,-0.8598,1,4,4,0.25,1.0
u859357874056822784,-0.7227,1,35,74,0.02857142857142857,0.47297297297297297
u17874882,0.8402,1,1,1,1.0,1.0
u1274997675402788864,0.0,1,1,1,1.0,1.0
u1143448748363665409,0.3612,1,9,10,0.1111111111111111,0.9
u326335855,0.9831,1,1,2,1.0,0.5
u69393573,0.5994,1,2,3,0.5,0.6666666666666666
u67842388,-0.9717,1,2,3,0.5,0.6666666666666666
u739593173111033856,-0.8957,1,1,1,1.0,1.0
u571626367,0.296,1,1,2,1.0,0.5
u2376382104,0.8074,1,1,2,1.0,0.5
u187580083,-0.5574,1,6,17,0.16666666666666666,0.35294117647058826
u849650928,0.9013,1,1,2,1.0,0.5
u463632134,-0.9587,1,1,2,1.0,0.5
u1244016428795269122,-0.5486,1,1,1,1.0,1.0
u1401936677631840257,0.3612,1,1,1,1.0,1.0
u16473793,-0.6044,1,7,13,0.14285714285714285,0.5384615384615384
u176616974,-0.7372,1,1,2,1.0,0.5
u1184888144073822208,0.0,1,16,32,0.0625,0.5
u27683688,-0.8016,1,1,2,1.0,0.5
u298627942,0.5837,1,1,2,1.0,0.5
u852748614149341188,0.8415,1,2,3,0.5,0.6666666666666666
u252303653,-0.98,1,1,2,1.0,0.5
u15565820,-0.9962,1,4,7,0.25,0.5714285714285714
u925731587295272960,-0.991,1,1,1,1.0,1.0
u829478266763411456,-0.6331,1,1,1,1.0,1.0
u38913997,-0.4329,1,2,3,0.5,0.6666666666666666
u1389659495853346824,-0.2732,1,1,2,1.0,0.5
u58974496,-0.0157,1,2,2,0.5,1.0
u1307136571,-0.0516,1,30,97,0.03333333333333333,0.30927835051546393
u492009914,0.0772,1,21,46,0.047619047619047616,0.45652173913043476
u94619514,0.0,1,1,2,1.0,0.5
u119802433,-0.8555,1,14,25,0.07142857142857142,0.56
u467801753,0.9649,1,1,2,1.0,0.5
u716658880508510208,0.0,1,30,114,0.03333333333333333,0.2631578947368421
u3576597853,0.4019,1,2,4,0.5,0.5
u4878143649,-0.2481,1,1,1,1.0,1.0
u555970467,-0.3291,1,1,2,1.0,0.5
u2891123812,0.0,1,1,2,1.0,0.5
u982338809764302848,0.882,1,1,2,1.0,0.5
u1418022244404457476,0.6573,1,3,4,0.3333333333333333,0.75
u601418794,0.7964,1,1,1,1.0,1.0
u1089468882086232064,0.5539,1,5,12,0.2,0.4166666666666667
u406184729,-0.7106,1,6,9,0.16666666666666666,0.6666666666666666
u28491592,0.8314,1,3,4,0.3333333333333333,0.75
u2151666037,0.8398,1,3,5,0.3333333333333333,0.6
u1476074434435825666,0.5709,1,1,2,1.0,0.5
u1181700704072851456,0.9196,1,1,2,1.0,0.5
u16310349,-0.1808,1,1,2,1.0,0.5
u937664212511309827,0.1531,1,3,6,0.3333333333333333,0.5
u55998884,0.1531,1,3,5,0.3333333333333333,0.6
u134936275,-0.7163,1,1,2,1.0,0.5
u1964971663,0.1027,1,2,3,0.5,0.6666666666666666
u52535955,-0.2023,1,1,2,1.0,0.5
u900335799077658624,0.0,1,21,57,0.047619047619047616,0.3684210526315789
u801783660,-0.5574,1,1,2,1.0,0.5
u3408363154,0.0,1,6,13,0.16666666666666666,0.46153846153846156
u1469363499910500357,-0.296,1,1,1,1.0,1.0
u1077365273831841792,-0.296,1,2,4,0.5,0.5
u2240285548,0.8885,1,2,6,0.5,0.3333333333333333
u3144020331,0.0772,1,2,3,0.5,0.6666666666666666
u131992574,-0.6369,1,1,2,1.0,0.5
u897889169766273035,0.9153,1,21,60,0.047619047619047616,0.35
u341065706,0.9001,1,1,1,1.0,1.0
u1232389417404420096,-0.0258,1,1,1,1.0,1.0
u758647267389759488,0.3612,1,1,2,1.0,0.5
u802913449,-0.9843,1,3,4,0.3333333333333333,0.75
u151973406,0.2263,1,3,3,0.3333333333333333,1.0
u631041265,0.747,1,1,1,1.0,1.0
u20429918,0.6624,1,1,2,1.0,0.5
u429834472,0.5013,1,8,12,0.125,0.6666666666666666
u719978377952800770,0.4404,1,7,9,0.14285714285714285,0.7777777777777778
u27630434,0.5057,1,1,1,1.0,1.0
u3178495566,0.8498,1,2,6,0.5,0.3333333333333333
u1275112006727593985,0.3612,1,1,1,1.0,1.0
u24133327,-0.1119,1,27,94,0.037037037037037035,0.2872340425531915
u1169821670422401026,0.946,1,3,4,0.3333333333333333,0.75
u220378314,0.0,1,4,7,0.25,0.5714285714285714
u129072643,0.0,2,26,65,0.07692307692307693,0.4
u3004195053,0.0,1,1,2,1.0,0.5
u1424508038434668545,-0.8074,1,1,2,1.0,0.5
u750702124867158016,0.9393,1,1,1,1.0,1.0
u18587173,0.2748,1,2,4,0.5,0.5
u2298704174,-0.25,1,1,2,1.0,0.5
u1346913978056912902,0.707,1,3,5,0.3333333333333333,0.6
u4257466756,-0.6249,1,1,1,1.0,1.0
u20601138,-0.4885,1,1,2,1.0,0.5
u2371631,0.4939,1,2,2,0.5,1.0
u372193476,0.4019,1,1,2,1.0,0.5
u1097460462260760576,-0.8069,1,3,4,0.3333333333333333,0.75
u95019191,-0.5267,1,1,1,1.0,1.0
u1285045041690374144,0.6808,1,3,6,0.3333333333333333,0.5
u2556340050,0.4404,1,3,3,0.3333333333333333,1.0
u1177295372668022786,0.92,1,1,2,1.0,0.5
u1303625783517175809,-0.7096,1,6,22,0.16666666666666666,0.2727272727272727
u45009640,-0.5034,1,2,5,0.5,0.4
u902596925123330054,0.4767,1,3,3,0.3333333333333333,1.0
u605161425,0.0,1,2,4,0.5,0.5
u1001755656528023552,0.0,1,2,3,0.5,0.6666666666666666
u732022833761689600,0.7088,1,2,4,0.5,0.5
u1078650774429679616,-0.3283,1,1,2,1.0,0.5
u839338759330152453,0.6369,1,21,34,0.047619047619047616,0.6176470588235294
u1279456214821240833,-0.6399,1,1,2,1.0,0.5
u935533828709470208,0.9284,1,4,4,0.25,1.0
u1385726016686022656,-0.357,1,1,1,1.0,1.0
u1099200171282391042,0.0,1,1,2,1.0,0.5
u1248418935378239488,-0.4069,1,1,2,1.0,0.5
u17444935,-0.5994,1,1,1,1.0,1.0
u102931383,0.644,1,4,7,0.25,0.5714285714285714
u5533262,-0.6908,1,2,2,0.5,1.0
u1406662217680834562,0.9957,1,5,11,0.2,0.45454545454545453
u1003663369365098496,0.6757,1,3,7,0.3333333333333333,0.42857142857142855
u178334008,-0.2732,1,8,13,0.125,0.6153846153846154
u799950129113550852,-0.4348,1,2,2,0.5,1.0
u3133488306,0.9639,1,1,2,1.0,0.5
u1272133226455347200,-0.296,1,1,1,1.0,1.0
u25490838,0.765,1,3,7,0.3333333333333333,0.42857142857142855
u1257234049443102720,0.0,1,2,6,0.5,0.3333333333333333
u856737901618581505,-0.8832,1,1,1,1.0,1.0
u2624189158,0.7177,1,1,1,1.0,1.0
u544585961,0.7717,1,1,1,1.0,1.0
u972323451951374336,0.0,1,11,21,0.09090909090909091,0.5238095238095238
u1180924592803778560,0.6495,1,1,2,1.0,0.5
u930535545918324736,-0.7152,1,11,17,0.09090909090909091,0.6470588235294118
u1389690548,-0.7431,1,1,1,1.0,1.0
u125427297,0.0,1,3,5,0.3333333333333333,0.6
u1066812489147604993,-0.8906,1,2,3,0.5,0.6666666666666666
u93021730,0.9884,1,4,8,0.25,0.5
u731019727,0.0772,1,2,2,0.5,1.0
u1235632694,0.0,1,1,1,1.0,1.0
u61284622,-0.9334,1,2,2,0.5,1.0
u3315138262,0.0,1,1,2,1.0,0.5
u1031282445969223680,-0.4754,1,1,1,1.0,1.0
u887776270272135169,-0.9419,1,3,7,0.3333333333333333,0.42857142857142855
u2660930777,-0.4137,1,1,2,1.0,0.5
u116409978,0.9153,1,3,4,0.3333333333333333,0.75
u76607101,0.0,1,6,6,0.16666666666666666,1.0
u125878290,-0.4981,1,1,1,1.0,1.0
u3473549662,0.0,1,1,1,1.0,1.0
u834950942139248641,0.6932,1,1,2,1.0,0.5
u162006900,0.0,1,1,2,1.0,0.5
u249742970,-0.69,1,3,6,0.3333333333333333,0.5
u721108414265475072,0.0,1,1,1,1.0,1.0
u25700132,-0.9793,1,1,2,1.0,0.5
u1257153033231904768,0.0,1,1,2,1.0,0.5
u5743852,-0.6486,1,5,6,0.2,0.8333333333333334
u4851506465,0.4336,1,8,28,0.125,0.2857142857142857
u585259650,-0.6696,1,1,2,1.0,0.5
u1632825864,0.6705,1,1,1,1.0,1.0
u803779389959917568,-0.6588,1,1,1,1.0,1.0
u2832297681,-0.9611,1,5,5,0.2,1.0
u930304781905674240,0.2263,1,2,2,0.5,1.0
u266059135,0.2942,1,1,2,1.0,0.5
u1118989263188692994,-0.7713,1,2,4,0.5,0.5
u4923056168,0.0,1,1,1,1.0,1.0
u3277990051,-0.8756,1,1,1,1.0,1.0
u836510570,0.6369,1,11,25,0.09090909090909091,0.44
u862440318183944196,0.0,1,2,3,0.5,0.6666666666666666
u1185570993949102080,0.4404,1,1,1,1.0,1.0
u1326740383477325824,0.0,1,5,7,0.2,0.7142857142857143
u35964024,-0.0772,1,1,2,1.0,0.5
u1346712938380288001,0.7472,1,1,1,1.0,1.0
u1282702180693221376,0.6124,1,2,4,0.5,0.5
u15985111,-0.9128,1,1,1,1.0,1.0
u1150801171357011968,-0.8591,1,2,3,0.5,0.6666666666666666
u24042297,0.6486,1,2,3,0.5,0.6666666666666666
u1157163075209854977,-0.6806,1,4,10,0.25,0.4
u57109447,-0.7177,1,1,2,1.0,0.5
u112202425,0.3802,1,1,2,1.0,0.5
u1155346546537291777,0.5574,1,2,6,0.5,0.3333333333333333
u106180004,0.012,2,24,53,0.08333333333333333,0.4528301886792453
u25460715,0.6124,1,1,2,1.0,0.5
u115991458,-0.7901,2,20,46,0.1,0.43478260869565216
u2217340862,0.75,1,1,1,1.0,1.0
u805077676092489728,-0.8506,1,5,13,0.2,0.38461538461538464
u22830817,-0.7096,1,1,1,1.0,1.0
u21117305,0.5574,1,1,2,1.0,0.5
u269503691,0.6962,1,2,3,0.5,0.6666666666666666
u1052596153244667905,0.0,1,2,3,0.5,0.6666666666666666
u2723312622,0.7402,1,33,85,0.030303030303030304,0.38823529411764707
u17705617,-0.8591,1,1,1,1.0,1.0
u591840392,-0.296,1,1,2,1.0,0.5
u796754413037748224,-0.826,1,1,2,1.0,0.5
u213519622,0.6908,1,1,1,1.0,1.0
u958693378321010690,0.9212,1,4,12,0.25,0.3333333333333333
u808873479286231040,0.0,1,1,2,1.0,0.5
u3267886777,-0.8349,1,1,1,1.0,1.0
u611598902,-0.5267,1,1,1,1.0,1.0
u1389645095507566597,0.9477,1,1,2,1.0,0.5
u840509171795558402,-0.3182,1,1,1,1.0,1.0
u757670428760535040,0.296,1,1,1,1.0,1.0
u226137180,0.0,1,11,25,0.09090909090909091,0.44
