id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u3606329592,-0.912,1,1,1,1,1
u942836649632858113,-0.9478,1,1,2,1,0.5
u1189301950103330822,-0.9826,1,2,3,0.5,0.666666667
u1079363553671503873,-0.3595,1,1,1,1,1
u24239999,-0.9864,1,7,16,0.142857143,0.4375
u2451840349,0.4019,1,1,2,1,0.5
u705112873500971008,0.25,1,1,1,1,1
u274654248,0.25,1,5,15,0.2,0.333333333
u19166136,0.1434,1,1,1,1,1
u141440459,-0.5859,1,1,1,1,1
u3432331169,0,1,3,5,0.333333333,0.6
u1340479026482335744,0.6696,1,1,1,1,1
u3770574616,-0.9269,1,4,5,0.25,0.8
u787372816270258176,-0.9916,1,1,1,1,1
u1146036353051910144,-0.3182,1,5,10,0.2,0.5
u1186596433,-0.5994,1,1,2,1,0.5
u893369040181182464,0.9421,1,2,4,0.5,0.5
u36889519,-0.1531,1,9,12,0.111111111,0.75
u16220943,-0.8271,1,1,1,1,1
u3290951703,-0.9972,1,3,5,0.333333333,0.6
u3311461007,-0.9667,1,2,3,0.5,0.666666667
u23623046,-0.4404,1,2,2,0.5,1
u1186014179427266560,-0.9915,1,2,3,0.5,0.666666667
u2220356449,0.4019,1,1,1,1,1
u98688055,-0.968,1,2,2,0.5,1
u1001320063100641280,-0.5994,1,1,1,1,1
u1194879894754381825,0.2263,1,2,5,0.5,0.4
u2455286780,0,1,2,2,0.5,1
u2391024671,-0.9825,1,4,8,0.25,0.5
u2778314046,0.9901,1,5,9,0.2,0.555555556
u357916553,-0.4404,1,5,7,0.2,0.714285714
u1445071299995320320,0.9217,1,2,2,0.5,1
u845182004849082368,-0.5722,1,3,6,0.333333333,0.5
u207619323,0.7263,1,1,2,1,0.5
u137094454,-0.1531,1,5,12,0.2,0.416666667
u230822397,0.8842,1,1,2,1,0.5
u1269926371553411077,0.0772,1,3,4,0.333333333,0.75
u1467462960,0.4697,1,1,1,1,1
u923619318893633536,0.7384,1,2,4,0.5,0.5
u3973735283,-0.8988,1,3,4,0.333333333,0.75
u950090013529821184,0.6427,1,4,10,0.25,0.4
u790734,-0.6747,1,1,1,1,1
u972868919420743680,-0.7783,1,1,1,1,1
u394666072,-0.722,1,1,1,1,1
u321322551,-0.9645,1,3,3,0.333333333,1
u62912013,-0.6486,1,3,6,0.333333333,0.5
u1033564259232481281,0.3093,1,1,2,1,0.5
u212642997,0.8954,1,4,8,0.25,0.5
u1163855356956684289,-0.3462,1,1,2,1,0.5
u23965795,-0.0688,1,2,4,0.5,0.5
u527008098,-0.9627,1,1,1,1,1
u26679748,-0.9042,1,2,3,0.5,0.666666667
u2278241087,0,1,2,4,0.5,0.5
u948978698,0.8849,1,1,2,1,0.5
u24436600,0.9359,1,13,17,0.076923077,0.764705882
u6798492,-0.8559,1,1,1,1,1
u60816161,-0.7269,1,2,2,0.5,1
u233514093,0.4215,1,2,3,0.5,0.666666667
u141615129,0.8636,1,1,1,1,1
u13800412,0.9062,1,2,2,0.5,1
u223615407,-0.9664,1,1,1,1,1
u2924398374,0.1531,1,3,4,0.333333333,0.75
u1353852392,-0.8083,1,3,5,0.333333333,0.6
u1064117979787550720,-0.7235,1,2,3,0.5,0.666666667
u229604600,-0.3716,1,4,10,0.25,0.4
u2828239034,-0.5802,1,9,27,0.111111111,0.333333333
u3647832673,0,1,1,2,1,0.5
u1463964032273207296,0.4574,1,2,2,0.5,1
u57027700,0.3703,1,1,1,1,1
u809490328701063172,0.8442,1,2,3,0.5,0.666666667
u11832342,0,1,4,6,0.25,0.666666667
u3372938542,0.5994,1,1,1,1,1
u1286644646,-0.8126,1,1,2,1,0.5
u15695513,-0.6569,1,3,3,0.333333333,1
u3086860420,-0.8316,1,4,8,0.25,0.5
u68714947,-0.9349,1,1,2,1,0.5
u21206017,-0.3182,1,1,1,1,1
u78329221,-0.9122,1,1,2,1,0.5
u286672011,0.9639,1,2,2,0.5,1
u1450694438,0,1,1,2,1,0.5
u47316108,0.7422,1,2,4,0.5,0.5
u887780923688628224,-0.6705,1,1,1,1,1
u1159870363616063489,-0.4939,1,4,8,0.25,0.5
u16347698,0.8779,1,9,15,0.111111111,0.6
u4878143649,-0.4939,1,1,1,1,1
u2289028861,0.7097,1,4,6,0.25,0.666666667
u983073284,0.0516,1,4,7,0.25,0.571428571
u58157336,-0.9532,1,5,8,0.2,0.625
u562874253,-0.5616,1,1,2,1,0.5
u968322505332043776,0.9337,1,2,3,0.5,0.666666667
u2151666037,0.9378,1,1,1,1,1
u28849462,0.7543,1,4,7,0.25,0.571428571
u4532584277,0.7979,1,5,9,0.2,0.555555556
u3357377021,0.6369,1,1,1,1,1
u1419561207153967109,0,1,1,1,1,1
u448562260,0.128,1,5,5,0.2,1
u3128089279,0.7717,1,2,3,0.5,0.666666667
u1058038885765255175,0.6124,1,1,1,1,1
u1935231600,0,1,2,3,0.5,0.666666667
u972165045152108545,-0.9407,1,3,6,0.333333333,0.5
u2942657375,0.4574,1,4,6,0.25,0.666666667
u1282359228489961476,-0.8338,1,1,2,1,0.5
u621649066,-0.9935,2,3,4,0.666666667,0.75
u65863799,0,2,2,2,1,1
u905899770463617029,0.4927,1,3,3,0.333333333,1
u39885408,-0.6768,1,1,1,1,1
u331401687,-0.9042,1,1,2,1,0.5
u543628476,-0.9599,1,5,5,0.2,1
u323238868,-0.7184,1,1,2,1,0.5
u17330135,0.1481,1,2,2,0.5,1
u1137813211435061248,-0.9076,1,1,2,1,0.5
u111376298,-0.296,1,1,1,1,1
u1051123683325071360,-0.4466,1,8,11,0.125,0.727272727
u34917395,-0.9882,1,2,3,0.5,0.666666667
u358127438,0.9137,1,3,6,0.333333333,0.5
u1251927661993062400,0.4019,1,2,3,0.5,0.666666667
u1498102496,0.926,1,1,1,1,1
u50554477,-0.9752,1,3,4,0.333333333,0.75
u724002361,-0.9769,1,6,11,0.166666667,0.545454545
u34141803,-0.6486,1,1,1,1,1
u384514559,0.7712,1,2,4,0.5,0.5
u1258523816,-0.9889,1,1,1,1,1
u2435302362,0,1,4,5,0.25,0.8
u167796251,-0.8014,1,7,14,0.142857143,0.5
u6434092,0.7876,1,1,1,1,1
u2775934371,-0.1027,1,3,4,0.333333333,0.75
u14201680,-0.9747,1,4,7,0.25,0.571428571
u2791297786,0.296,1,1,2,1,0.5
u28121000,0.7717,1,1,2,1,0.5
u30564879,0.6124,1,4,6,0.25,0.666666667
u1374728599752867845,0.7494,1,1,2,1,0.5
u158308665,0.0516,1,1,2,1,0.5
u75867061,-0.3618,1,5,12,0.2,0.416666667
u620997785,-0.9723,1,3,10,0.333333333,0.3
u290740081,-0.9118,1,1,1,1,1
u3139198679,0.9501,1,1,1,1,1
u21916622,-0.3968,1,1,1,1,1
u101467275,0.5255,1,1,2,1,0.5
u16935873,0.6314,1,1,2,1,0.5
u2288017969,-0.8406,1,6,9,0.166666667,0.666666667
u3191916761,-0.9081,1,1,1,1,1
u21829899,-0.0627,1,1,2,1,0.5
u1239622891,-0.9659,1,5,6,0.2,0.833333333
u1250835041455943681,0.9413,1,7,14,0.142857143,0.5
u1387749811156291590,0.7003,1,2,6,0.5,0.333333333
u705552536,-0.8176,1,1,2,1,0.5
u212790576,-0.5543,1,5,6,0.2,0.833333333
u20112111,-0.4137,1,3,3,0.333333333,1
u45009640,-0.9888,1,2,5,0.5,0.4
u16402471,0.9524,1,6,13,0.166666667,0.461538462
u45241272,-0.8591,1,1,2,1,0.5
u928299279898333185,-0.9406,1,1,1,1,1
u17584415,-0.1519,1,1,2,1,0.5
u30268306,-0.8481,1,1,1,1,1
u973638526599335937,0.807,1,4,10,0.25,0.4
u1197819837520711680,0,1,1,2,1,0.5
u236457592,0.9907,1,1,2,1,0.5
u14316077,0.4826,1,2,3,0.5,0.666666667
u541647615,-0.0258,1,1,2,1,0.5
u384035047,0.8756,1,1,1,1,1
u247160073,0.6696,1,1,2,1,0.5
u374636494,0.2263,1,3,6,0.333333333,0.5
u749673114229940228,0.9936,1,9,17,0.111111111,0.529411765
u1116401,0,1,1,2,1,0.5
u799950129113550852,0.7173,1,2,2,0.5,1
u2839661693,0.0323,1,2,3,0.5,0.666666667
u193110322,0.7096,1,1,1,1,1
u952250518864367616,-0.9595,1,2,2,0.5,1
u25490838,-0.902,1,3,7,0.333333333,0.428571429
u29388763,0.4926,1,1,2,1,0.5
u1184621369121591297,-0.4588,1,3,5,0.333333333,0.6
u318951712,0.128,1,1,1,1,1
u741667058002329600,0.7717,1,1,1,1,1
u40551273,0.5015,1,2,4,0.5,0.5
u1537078514,-0.9747,1,1,2,1,0.5
u859874544261238784,0.0516,1,3,5,0.333333333,0.6
u1444330399505829895,-0.4166,1,1,1,1,1
u17184930,-0.9949,1,2,2,0.5,1
u1330538176121884673,0.9311,1,2,2,0.5,1
u244276771,0.0516,1,1,2,1,0.5
u3519119783,0.964,1,4,10,0.25,0.4
u1546977270,0.9195,1,2,4,0.5,0.5
u982996046,0.9455,1,2,2,0.5,1
u887776270272135169,-0.9769,1,3,7,0.333333333,0.428571429
u18231343,0.9409,1,2,3,0.5,0.666666667
u815812571588653056,0.5423,1,1,1,1,1
u1168964312419000320,0,1,2,6,0.5,0.333333333
u755984013005729792,0.8908,1,2,4,0.5,0.5
u153720431,-0.9537,1,1,1,1,1
u269902962,-0.9181,1,2,4,0.5,0.5
u1693990502,-0.9935,1,1,1,1,1
u1394254115132395520,0.8298,1,2,3,0.5,0.666666667
u1056776126486331392,-0.9951,1,1,2,1,0.5
u609736000,-0.2553,1,2,3,0.5,0.666666667
u527235020,-0.8439,1,2,2,0.5,1
u3534261256,-0.7197,1,1,2,1,0.5
u257513690,-0.8176,1,1,1,1,1
u419164852,0.4019,1,2,2,0.5,1
u2431296204,-0.6096,1,2,2,0.5,1
u59805032,-0.5994,1,2,4,0.5,0.5
u325855372,-0.4067,1,7,9,0.142857143,0.777777778
u126386059,0.4137,1,1,1,1,1
u143559488,0.5994,1,1,2,1,0.5
u2798804447,0.2023,1,4,6,0.25,0.666666667
u774245158208626688,-0.6597,1,1,2,1,0.5
u1326740383477325824,-0.7584,1,3,3,0.333333333,1
u801877501895065600,0.0935,1,1,1,1,1
u136643096,0,1,1,2,1,0.5
u19810968,0.5859,1,2,3,0.5,0.666666667
u945039567756947456,-0.6249,1,1,2,1,0.5
u1229633724272132096,0.2263,1,7,11,0.142857143,0.636363636
u2919250745,0.9825,1,1,1,1,1
u1256413891657183233,0.1211,1,2,3,0.5,0.666666667
u27025052,0.3612,1,1,1,1,1
u14562367,0,1,2,3,0.5,0.666666667
u774973415014985728,-0.99,1,9,18,0.111111111,0.5
u419780201,-0.8516,1,1,1,1,1
u765494949886488578,-0.9742,1,10,18,0.1,0.555555556
u11302532,-0.9994,1,2,2,0.5,1
u1425003394373201921,-0.7269,1,1,2,1,0.5
u2509718979,-0.7717,1,4,8,0.25,0.5
u228628039,-0.9194,1,1,1,1,1
u56730586,0.3612,1,5,7,0.2,0.714285714
u551910958,0.8298,1,1,2,1,0.5
u608928993,-0.966,1,2,3,0.5,0.666666667
u19408936,0.9828,1,1,1,1,1
u769417778147110913,0.8302,1,3,4,0.333333333,0.75
u2863689303,0,1,2,4,0.5,0.5
u901505079165038593,-0.6124,1,1,1,1,1
u962686374,-0.971,1,3,4,0.333333333,0.75
u255681367,-0.4526,1,3,4,0.333333333,0.75
u4182751,-0.994,1,3,5,0.333333333,0.6
u1437928508102168582,0.1111,1,3,4,0.333333333,0.75
u15330336,0.296,1,2,3,0.5,0.666666667
u59145948,-0.4753,1,1,1,1,1
u5388852,-0.6815,1,1,2,1,0.5
u1162586083,-0.609,1,1,1,1,1
u700821269319561216,0,1,1,2,1,0.5
u1275919560,-0.8442,1,1,1,1,1
u80759906,0.9488,1,9,12,0.111111111,0.75
u1451555298183897092,0.8979,1,1,1,1,1
u13598262,-0.9812,1,1,1,1,1
u936961322,0.7964,1,1,1,1,1
u378296900,-0.402,1,3,5,0.333333333,0.6
u401954827,-0.3182,1,2,5,0.5,0.4
u1904517518,-0.5525,1,2,3,0.5,0.666666667
u24518079,0.5423,1,1,2,1,0.5
u18720161,-0.9858,1,3,3,0.333333333,1
u1218133859021148160,0.5719,1,1,1,1,1
u2698422738,0.6972,1,5,6,0.2,0.833333333
u1196530862,-0.5994,1,2,2,0.5,1
u124884929,-0.9336,1,1,1,1,1
u2886522979,0.8481,1,1,1,1,1
u2488277443,0.7388,1,2,3,0.5,0.666666667
u1440452674084687873,-0.1018,1,3,6,0.333333333,0.5
u21950915,-0.7186,1,3,3,0.333333333,1
u1243563947753701377,0.6911,1,2,3,0.5,0.666666667
u14590607,0.0258,1,2,3,0.5,0.666666667
u234977061,-0.0516,1,2,2,0.5,1
u816076974204604416,0,1,2,2,0.5,1
u1038340771886317568,-0.3818,1,3,9,0.333333333,0.333333333
u144153507,0.7096,1,2,3,0.5,0.666666667
u58252927,-0.51,1,2,3,0.5,0.666666667
u20702486,-0.9686,1,5,6,0.2,0.833333333
u1413811855026438144,-0.8924,1,6,13,0.166666667,0.461538462
u21713090,-0.7073,1,1,2,1,0.5
u562171894,0.7399,1,2,2,0.5,1
u2188209356,0,1,1,1,1,1
u28234994,-0.9081,1,3,4,0.333333333,0.75
u20791598,0.8475,2,2,4,1,0.5
u1696661436,0.0869,1,2,3,0.5,0.666666667
u181850130,-0.7438,1,1,2,1,0.5
u323832779,0.7579,1,2,3,0.5,0.666666667
u1241631397200134147,0,1,1,1,1,1
u101897322,-0.1531,1,8,11,0.125,0.727272727
u183548902,0.7269,1,1,2,1,0.5
u274722486,0.4404,1,1,2,1,0.5
u60409216,0.1531,1,3,5,0.333333333,0.6
u2775751555,0.1999,1,1,2,1,0.5
u82076405,-0.9919,1,1,1,1,1
u3988062023,-0.128,1,1,2,1,0.5
u262218171,0,1,1,2,1,0.5
u36026659,0.6818,1,2,3,0.5,0.666666667
u1645343186,0.9192,1,1,1,1,1
u17209202,-0.2015,1,1,1,1,1
u65943390,-0.5574,1,1,2,1,0.5
u884328535,0.5093,1,3,6,0.333333333,0.5
u20787981,0.0951,1,5,7,0.2,0.714285714
u393482901,-0.6688,1,1,1,1,1
u1035961415591489537,0.9905,1,2,4,0.5,0.5
u250103509,-0.9913,1,5,7,0.2,0.714285714
u1458832206743355394,0.891,1,2,2,0.5,1
u28668781,0,1,1,1,1,1
u608568292,0.9625,1,3,4,0.333333333,0.75
u1699039021,-0.6369,1,1,1,1,1
u18195444,0.4019,1,1,1,1,1
u20912252,0.9639,1,3,3,0.333333333,1
u1378238418,0.3182,1,3,8,0.333333333,0.375
u1373182817622953984,0,1,1,2,1,0.5
u986495402,-0.9571,1,1,1,1,1
u731634276903624705,0.7324,1,4,4,0.25,1
u43110614,-0.9001,1,2,3,0.5,0.666666667
u345853267,0.8897,1,1,2,1,0.5
u894384300744888320,0.9699,1,1,1,1,1
u958085612644552716,0.937,1,2,4,0.5,0.5
u3657633680,-0.802,1,1,2,1,0.5
u257140240,-0.8735,1,1,2,1,0.5
u1170409251833032704,-0.7506,1,3,6,0.333333333,0.5
u28131891,0.6124,1,5,7,0.2,0.714285714
u2815540876,-0.8301,1,2,3,0.5,0.666666667
u2422003184,-0.8225,1,1,2,1,0.5
u949283920222281728,-0.6124,1,1,2,1,0.5
u1003091106,0.7588,1,4,7,0.25,0.571428571
u14943338,0.687,1,1,1,1,1
u3433631577,-0.4404,1,2,3,0.5,0.666666667
u3200854402,0.7712,1,1,2,1,0.5
u814854539790712832,0.6174,1,1,2,1,0.5
u180314193,-0.7587,1,1,2,1,0.5
u1148935274,0.9143,1,3,5,0.333333333,0.6
u1199101727703744512,-0.9791,1,1,1,1,1
u3172209851,-0.6249,1,1,1,1,1
u13153002,0.97,1,1,1,1,1
u1307251459,0,1,4,5,0.25,0.8
u174953869,0.7836,1,14,17,0.071428571,0.823529412
u106411207,-0.5574,1,4,6,0.25,0.666666667
u1223500902629167106,-0.9446,1,1,1,1,1
u569191189,-0.7906,1,3,5,0.333333333,0.6
u17619074,0.6808,1,3,3,0.333333333,1
u2538666132,-0.296,1,2,3,0.5,0.666666667
u20322381,-0.5994,1,1,1,1,1
u2768195631,0.9568,1,2,3,0.5,0.666666667
u801027991203614720,0.8932,1,5,9,0.2,0.555555556
u732896049984065536,0,1,2,5,0.5,0.4
u19352911,0,1,1,1,1,1
u1330195717718233096,-0.9878,1,5,12,0.2,0.416666667
u24335190,-0.8476,1,1,1,1,1
u2181681685,-0.5719,1,2,3,0.5,0.666666667
u14389093,0,1,7,10,0.142857143,0.7
u533135233,-0.743,1,2,4,0.5,0.5
u48298968,0.6808,2,7,13,0.285714286,0.538461538
u967755206183325697,0.7845,1,5,14,0.2,0.357142857
u184409207,-0.9991,1,10,27,0.1,0.37037037
u365544795,0.3327,1,1,1,1,1
u75270099,0.5719,1,4,4,0.25,1
u1322983413406642177,0.9253,1,1,1,1,1
u29755153,-0.8316,1,1,1,1,1
u43848311,0.9618,1,1,1,1,1
