id,followers,membership,mentioned,post,like,pinned
u14075928,1,52,400,1804,1,1
u35793151,433,0,7,1018,89,0
u1295429066049421314,466,0,7,1129,72,1
u20261952,461,0,13,1204,76,0
u1350226654896005120,205,0,39,1220,77,1
u1487443482,303,0,8,1360,89,0
u331297886,370,0,0,1101,78,1
u2929239658,336,0,5,1121,71,0
u14095344,243,4,56,1339,74,0
u307091042,130,0,103,952,59,1
u413442657,417,0,31,1128,76,0
u1307070289952608258,260,0,0,1069,70,0
u1301564443910975489,380,0,0,94,74,0
u815455218687152128,1,0,0,201,0,1
u431071870,244,10,2,1032,65,1
u18844136,288,0,0,1005,90,1
u1275014106722926592,363,0,3,1143,76,0
u463255536,297,0,19,1212,87,1
u68530022,23,0,5,168,98,1
u37723353,603,16,207,1287,77,1
u796169341,428,13,111,1130,93,1
u108977933,85,5,78,1404,69,0
u735115007399170050,9,2,1,271,0,0
u571558761,274,0,0,954,81,0
u17004618,451,65,255,1293,63,1
u300417038,467,1,1,999,89,0
u47321924,167,2,26,1011,79,1
u3117671981,165,1,100,1021,74,0
u1247652517,332,7,18,1068,88,1
u1353063402160099335,318,0,19,1246,80,0
u718724923930316800,121,0,5,1090,84,0
u25333609,585,13,25,1082,90,0
u1229052022885900290,180,5,34,1242,65,1
u3111429321,350,2,20,1456,87,0
u998327796672811008,105,5,34,1032,68,1
u268607372,12,0,0,80,0,0
u95022046,173,5,207,1372,63,1
u2378534328,316,0,0,1037,79,0
u4763858353,192,1,26,1258,75,1
u719663099,7,1,4,367,0,0
u739070594688262149,1,1,1,362,0,1
u3086903788,351,1,0,1070,89,0
u602318415,254,0,0,848,75,0
u2417107922,92,2,45,986,76,1
u912663093599248384,269,0,0,932,64,0
u1216316842362490881,2,0,0,223,0,1
u1443045195323518982,178,0,0,1091,70,0
u180962804,2,1,1,91,0,1
u1230996345231683585,1,0,0,103,0,0
u159955958,562,10,116,1379,93,1
u358631179,31,0,120,972,51,1
u2415767978,418,0,2,998,0,0
u971361006348890113,359,0,10,1160,90,0
u88494677,75,21,3,1061,70,1
u18093805,91,0,5,1009,61,1
u3906531,169,7,32,1002,96,1
u272067222,8,0,0,200,0,0
u9655032,241,13,54,1146,71,0
u791077327,1,23,114,425,0,1
u2727044719,143,0,4,1084,78,0
u940367275,380,20,63,1126,95,1
u47220472,152,3,33,1269,19,1
u61753445,335,10,123,1249,95,1
u19875276,220,2,0,1010,67,1
u162080431,177,30,0,1003,76,1
u8383522,190,3,6,196,95,1
u75885708,413,2,1,1033,84,0
u4917369992,321,3,55,792,80,1
u117998279,226,0,2,1017,77,1
u162293874,175,31,136,1022,88,1
u32746100,239,2,8,1177,64,1
u1373278606047207429,345,0,4,1241,61,0
u3146243356,4,0,0,201,0,1
u258965523,367,1,4,1003,75,0
u379953676,123,0,2,1093,47,0
u3836199688,128,51,85,1412,70,1
u2785038300,284,2,4,1001,86,0
u622997657,9,0,7,211,0,0
u810862406398345217,142,10,15,1032,73,0
u2425131916,271,4,0,987,75,0
u339476278,1,1,3,90,0,0
u20015311,312,14,1409,1496,24,1
u922617394379591680,366,6,105,690,93,1
u582203683,223,1,41,1018,75,0
u1461529940,227,2,19,1137,81,1
u839224321558081540,1,5,0,64,0,1
u160474784,289,6,32,1136,78,1
u161051718,271,5,71,1354,74,1
u263874598,1,5,29,270,0,1
u134887253,2,0,0,40,0,0
u243506668,129,1,155,999,92,1
u1467353190983090176,1,0,0,200,0,0
u706863698976051200,110,1,3,1156,70,0
u772003517305348096,1,0,0,196,0,0
u117539435,176,18,35,1198,70,1
u1368571,282,25,282,1127,95,1
u7434272,328,16,29,1128,89,1
u1864518889,47,0,1,1093,55,0
u23617394,200,15,1,1062,90,0
u43996441,227,3,13,1104,76,0
u4218360677,436,0,13,1006,80,0
u1280118663610339328,346,0,3,1043,86,1
u78496052,1,0,4,166,0,1
u72598303,95,2,4,1098,81,1
u272047645,175,5,10,1054,82,1
u2359297928,215,4,7,1203,67,0
u2993283127,319,0,16,1303,74,0
u982703404794425349,100,0,0,65,70,0
u845548344,142,0,6,994,78,0
u702856798445895680,265,4,110,1065,56,1
u148950709,3,4,35,265,0,1
u1109733177994723328,3,0,1,125,0,1
u141510151,1,0,2,117,0,1
u755835576,294,13,90,1151,36,1
u1055907624,348,14,39,1048,72,0
u205195655,278,26,278,1103,76,0
u1241388592485842949,42,0,5,1157,92,1
u1477709177346736142,298,0,0,464,77,0
u212279021,455,0,0,961,73,0
u2191868058,2,1,5,155,0,1
u40816180,299,5,12,1043,76,1
u17065799,61,3,86,1021,93,0
u4430502617,2,1,3,389,0,1
u14700258,249,33,174,1238,74,1
u224965117,185,0,18,1252,52,1
u24854898,1,5,39,201,0,1
u112407655,90,0,18,1001,50,1
u1192861100804575234,206,0,58,1230,64,0
u23076743,298,2,11,1289,76,1
u4303298356,192,5,64,1148,84,0
u54848703,221,1,27,1019,61,0
u1332432956573540354,3,0,1,79,0,0
u1167191634435608580,5,0,0,75,0,1
u100588178,315,0,7,1067,78,1
u1072308240891801601,220,13,95,1070,89,1
u4186684565,1,1,0,186,0,1
u1052294715943636993,3,0,4,141,0,0
u2715046843,517,20,140,1269,82,0
u3024767848,163,3,28,1078,78,1
u316629602,31,2,24,468,0,0
u19667431,398,0,1,607,95,1
u366234281,10,0,2,259,0,0
u970109612597895168,1,0,5,264,0,1
u244245890,2,0,0,40,0,0
u961231092,296,11,49,1132,64,0
u17676535,175,0,3,1034,83,0
u606196086,396,9,21,1021,77,0
u38502693,10,0,0,274,0,1
u128297723,362,0,35,997,84,0
u987181247817543680,3,0,17,104,0,1
u133141968,244,1,0,1004,73,1
u374871473,1,1,0,98,0,1
u291765925,154,0,6,970,78,0
u2314047020,442,1,8,1014,78,1
u610659001,587,62,406,1328,86,0
u1253802470427561988,76,0,1,1097,81,0
u596001422,183,0,1,1043,88,0
u970716252179136514,598,0,89,1145,88,1
u3220413907,1,0,0,40,0,1
u595982444,300,19,64,1221,86,0
u500073790,164,4,3,1037,65,0
u2982269822,156,8,343,1755,75,1
u86478153,138,10,55,1290,51,1
u318673863,203,11,462,1336,34,0
u1187410066883760128,75,0,46,314,83,0
u118618763,135,0,52,482,84,0
u1272554479234232324,1,0,0,84,0,0
u865549909381890048,84,2,55,1053,61,1
u3416829412,260,4,57,1205,40,1
u1018488939181629445,203,0,4,1162,61,0
u961201465,3,4,4,107,0,1
u47336158,499,8,22,1051,93,0
u305236970,409,6,30,1207,85,0
u4338481,261,1,0,1054,72,0
u1339546230955847685,232,0,3,966,71,0
u27472301,448,0,9,1082,82,0
u2857057468,1,0,8,125,0,1
u1452681689000468487,1,0,1,123,0,1
u38117685,3,10,47,147,0,1
u258972661,218,2,1,1085,80,0
u48344613,228,2,47,640,71,0
u197147314,1,2,0,40,0,0
u38900042,241,0,213,1057,90,1
u716432228,1,3,157,579,0,1
u102580588,284,0,0,986,83,0
u349496228,161,0,0,1069,43,1
u1218060002419593216,1,0,1,211,0,1
u12413032,118,44,173,1368,48,1
u725868534,361,0,10,1159,69,1
u971413057036521477,1,0,0,76,0,0
u124397553,98,10,383,1062,84,0
u20837035,30,4,1,1100,7,0
u933227158398386182,432,0,1,204,91,1
u71543212,317,2,67,1152,74,1
u1304728654707122176,385,0,2,1102,94,1
u1185382400,96,4,2,1067,70,1
u88716323,153,0,0,1160,82,0
u1401638103991812096,391,0,2,1220,88,1
u239560078,260,1,114,1487,81,0
u16076032,588,51,364,1709,63,1
u844058359,261,3,68,1256,95,1
u826913092227444742,45,0,2,52,90,0
u409896496,273,1,33,976,73,0
u3308597723,291,2,8,1001,83,0
u208924199,1,0,1,41,0,1
u81869176,229,13,620,1652,69,1
u268812080,146,2,4,1314,84,1
u384126992,135,0,0,1121,88,0
u1198731936119676930,1,0,1,30,0,0
u1353306974939738113,2,0,6,85,0,1
u824556974813708288,330,0,3,1055,81,0
u143109115,1,0,0,201,0,1
u512785873,80,0,8,1159,58,1
u144254673,1,0,0,131,0,0
u22016237,249,0,2,1021,83,0
u1083273192326742017,2,0,12,219,0,0
u20898564,412,9,48,1215,91,1
u1303822276832432128,288,0,7,1040,82,0
u31599039,270,4,29,1255,83,1
u14772775,407,8,56,1143,72,0
u1017882384551772168,2,0,4,141,0,1
u1302236344534675456,454,0,4,1113,78,1
u257198813,402,0,1,1091,91,0
u1452807901,235,0,13,961,7,1
u20611322,1,2,1,70,0,1
u32556505,3,1,4,71,0,0
u3915253634,396,1,0,928,96,1
u1462691793158356992,83,0,3,1152,100,0
u923992336304091136,1,0,0,84,0,0
u1098198893626617856,84,0,5,422,88,1
u28861604,5,0,2,167,0,0
u1503171794,368,0,15,1077,78,1
u1351900200785354758,1,0,0,53,0,0
u4390791,45,0,0,999,50,1
u58,159,0,16,1013,78,0
u306430295,1,0,0,201,0,1
u907041584,163,0,0,1130,83,1
u1882066740,312,12,13,1330,78,1
u96591869,382,4,54,1023,91,1
u789974427098165248,273,2,78,1271,83,1
u1342241438223003651,340,0,38,629,95,1
u151209088,301,2,54,958,76,1
u2815285896,216,6,82,1009,69,1
u12366502,290,7,5,1087,74,1
u836792871097262080,2,0,0,82,0,0
u52038769,167,3,67,1022,76,0
u22396466,288,0,9,1123,63,0
u3187884921,48,0,0,1201,56,1
u429851351,4,6,240,377,0,1
u10078042,101,3,0,1005,76,0
u68665423,2,0,0,126,0,1
u17703330,1,1,0,208,0,0
u1639216273,1,0,0,178,0,0
u3919171420,558,0,10,1056,90,1
u242868086,447,13,51,1095,97,0
u2427885031,448,2,6,1001,97,0
u264647839,70,2,7,992,60,0
u1086252662050320385,211,0,2,1123,47,1
u802606956,2,7,0,48,0,1
u131623639,272,2,72,1034,84,1
u857131933,1,0,0,80,0,0
u218107857,157,41,235,1310,85,1
u1366287668305354755,4,0,1,200,0,0
u17002185,11,9,1,1086,20,0
u2189387236,262,7,42,1062,82,0
u974144123480494080,99,5,175,1362,65,0
u65225842,1,3,2,85,0,1
u1015608272,351,0,0,1109,83,0
u1431564906596388864,159,0,0,1100,73,0
u381108914,2,2,1,44,0,1
u14275261,361,14,235,1280,72,1
u24431556,57,11,405,1312,18,1
u9629072,261,0,8,1002,88,1
u2622991654,2,0,4,96,0,0
u1150868262210719745,8,0,6,211,0,1
u512407647,448,4,19,994,92,1
u113720154,198,1,2,1056,84,0
u15807954,83,0,19,1035,36,0
u2401198225,1,0,0,40,0,0
u1544468570,286,22,21,1012,90,1
u1242405927078133760,1,0,0,41,0,1
u747194478184833024,2,1,0,40,0,0
u129520541,368,2,45,1041,82,1
u1006020248,6,0,2,322,0,0
u2583210447,348,0,2,1249,94,0
u1713873013,1,2,1,223,0,1
u788411872030498820,2,0,6,202,0,1
u38095736,1,0,0,199,0,0
u45518286,187,0,3,1137,73,1
u1081984621821259776,237,0,5,992,77,0
u1252585827923660800,1,0,0,64,0,0
u601309234,2,1,4,313,0,1
u1364508119393398784,208,0,1,1289,40,0
u1055307732226531328,18,7,39,207,0,1
u1092850839574769664,106,4,47,288,91,0
u2592325153,279,13,141,1345,66,1
u491821358,176,58,217,1302,79,0
u493577217,241,0,1,214,78,0
u28785486,261,68,1398,2276,26,0
u997960748,294,0,0,1040,75,0
u294028805,4,5,8,319,0,0
u3395534152,106,2,19,1046,79,1
u621276367,327,0,0,1027,82,0
u921431790,7,0,3,352,0,1
u1304250335209246720,369,0,5,680,91,0
u25668050,1,4,3,277,0,0
u132183460,0,0,0,142,0,0
u21201150,156,3,34,1176,61,1
u859006024707190787,8,5,163,615,0,0
u2273216286,106,4,10,1176,83,1
u1380819143285424130,516,0,0,1072,75,0
u354170353,215,0,40,1140,52,0
u828871988873531392,232,0,4,1118,60,0
u15675138,471,14,200,1457,79,1
u613832082,9,6,34,190,0,1
u921801587642814464,2,1,13,55,0,0
u53820146,152,1,1,1100,92,1
u23696533,1,6,26,143,0,1
u413377936,3,0,1,42,0,0
u705733502,3,1,0,321,0,0
u1394342857142591492,1,0,1,99,0,1
u19050000,237,1,31,1293,83,0
u1124677233145028608,280,1,2,650,90,1
u22982905,1,0,0,201,0,1
u865185081836658688,191,0,1,1002,66,0
u158842667,439,25,105,1160,81,1
u80837818,1,0,1,281,0,0
u550269326,9,0,0,201,0,1
u30157023,86,5,3,1157,35,1
u1257158389,6,0,11,218,0,0
u1409221789947944965,138,0,12,114,41,0
u1101505803700314113,318,1,16,1026,94,0
u25484126,266,2,31,1127,80,1
u1747350590,227,3,88,1023,88,1
u1145755891427348482,1,2,3,234,0,1
u3393609490,22,0,73,257,0,0
u1102206704979066881,41,0,10,925,88,1
u29469782,80,1,6,1129,72,0
u57398614,20,2,270,1440,77,1
u91628518,68,0,44,1291,75,1
u1703071008,11,0,0,200,0,0
u16065036,3,0,0,40,0,0
u987088439463088128,93,4,9,125,99,0
u2359436953,324,2,5,1062,87,0
u134640463,1,0,0,124,0,0
u11728992,1,8,20,727,78,0
u2730264319,5,2,49,271,0,1
u1136690651968528384,102,0,0,965,51,0
u473431649,134,0,6,1142,76,1
u2317969934,318,1,6,1148,71,0
u346761946,140,0,0,1115,66,0
u17336593,1,3,6,221,0,1
u582386994,524,2,7,1009,85,0
u32459743,317,1,136,1069,71,1
u251838048,1,1,16,153,0,1
u55444262,2,0,0,48,0,0
u759957720,141,2,30,1069,8,1
u740328126,131,0,6,1043,68,0
u70435999,239,1,14,1087,85,1
u24485171,463,0,0,1079,84,1
u1408142352,399,134,1004,1698,74,1
u1243606881672839170,12,0,0,220,0,0
u2470526502,5,0,0,201,0,0
u940941774,2,1,0,238,0,0
u59541594,358,16,8,1072,92,1
u351166929,2,0,0,40,0,0
u33049977,89,0,4,1054,56,1
u418195621,1,4,0,69,0,0
u284870222,189,3,35,1183,64,1
u380156815,420,0,10,1024,76,0
u2402594204,1,0,0,209,0,0
u442881331,122,0,1,1153,73,0
u20171302,88,0,51,1069,54,0
u16314180,450,5,2,446,62,0
u3725655197,295,4,10,276,83,0
u16316851,390,2,0,1044,71,0
u1142736577522819072,1,0,0,154,0,1
u27218932,331,0,0,979,55,0
u137503421,1,0,1,363,0,1
u917146473195868160,2,3,8,51,0,1
u1023649345,1,0,1,95,0,1
u20459619,218,0,0,985,92,0
u29795680,1,0,0,40,0,0
u558360059,1,9,9,250,0,1
u743478630970437632,4,7,24,391,0,1
u1430156012334600197,10,0,2,167,0,0
u284340330,1,4,5,315,0,0
u2421756620,1,7,9,125,0,1
u2911366933,4,0,2,297,0,0
u14854767,2,1,0,242,0,1
u143561593,1,0,4,274,0,1
u161036868,1,0,0,40,0,0
u142111864,213,0,0,1033,73,1
u418383852,60,0,1,938,60,0
u2426054353,364,2,31,1016,77,0
u15589496,277,48,23,1238,67,1
u1179794429386862592,332,0,1,340,57,1
u38359576,6,16,38,336,0,0
u16303211,343,2,92,1033,78,1
u1094718306525810689,274,3,29,1276,75,1
u2292279899,5,0,5,46,0,1
u24202265,1,0,20,61,0,0
u1145675297158832128,1,0,0,179,0,0
u130945778,1,26,11,64,0,1
u705564459809378304,200,0,1,1095,79,0
u35855029,176,1,49,1043,61,0
u514748424,1,0,2,123,0,1
u975200486,84,14,204,1156,26,1
u1320503149816328192,171,1,5,1040,68,1
u17058103,168,4,23,1108,69,1
u1251694332958126080,1,0,1,248,0,1
u821851567967989760,1,0,0,208,0,1
u84318938,1,3,2,103,0,1
u1463062640058535938,1,0,0,91,0,0
u284223627,1,0,0,72,0,0
u2817513636,247,18,69,1206,95,1
u967809922992877569,1,0,0,52,0,0
u2518321,25,5,291,1068,67,0
u531484910,2,0,0,240,0,1
u2380762339,1,2,21,180,0,1
u1248593108952133633,3,0,7,126,0,1
u20336210,285,4,8,1093,66,1
u63924392,308,1,0,1113,70,0
u1155760098620387328,22,0,0,47,0,1
u621543,8,30,42,1202,0,0
u358245186,72,0,5,1072,80,1
u1273093699526889473,77,0,36,1004,93,1
u904408999,141,6,468,1373,57,1
u887709237861896194,366,0,0,939,65,0
u19088288,4,3,10,477,0,1
u516769926,3,28,29,222,0,1
u18831926,501,36,1032,1915,85,1
u1112054632396800003,1,0,1,46,0,0
u495430242,14,7,19,422,0,1
u1360659939102965762,4,0,1,84,0,1
u25113881,1,0,0,135,0,0
u817165422,242,6,13,1210,69,0
u23112236,556,4,80,1119,36,0
u2611730660,1,0,0,209,0,1
u14385336,2,5,23,311,0,0
u47471027,3,0,3,242,0,0
u84061973,195,0,0,988,84,1
u125985168,298,0,0,1061,65,0
u879250144625127424,3,1,4,260,0,1
u876708692,359,0,1,1001,50,0
u1326298059798536193,1,0,0,281,0,0
u28649316,1,0,0,197,0,1
u1249420255,2,0,0,201,0,0
u3948308435,418,2,334,1200,45,1
u16819278,7,22,0,126,0,1
u217900950,34,0,16,1022,35,1
u701149256,8,0,45,190,0,0
u1067866914406440961,212,1,18,1099,75,1
u3241178638,3,0,1,81,0,0
u58946293,384,10,99,1132,82,1
u11666142,1,24,10,304,0,1
u492278179,17,0,13,168,0,0
u33764535,1,1,1,118,0,0
u298087863,189,0,73,867,90,0
u1239934339699400705,115,4,16,1194,62,1
u2237661503,103,0,1,1134,76,0
u2199628848,4,1,1,215,0,1
u175084851,147,1,2,1039,95,1
u14098166,13,4,9,451,0,0
u342181234,284,23,86,1205,81,0
u1325664070695940097,219,0,19,1003,61,1
u16674128,241,7,155,1035,46,1
u14324794,1,6,9,281,0,1
u57518220,1,1,32,207,0,0
u19767193,573,94,616,1325,38,1
u139779018,1,3,36,148,0,1
u234544331,1,0,0,214,0,0
u1376198405316304906,4,0,0,252,0,1
u848504113260351489,147,0,1,1111,88,0
u871360423,96,2,219,1122,70,1
u85719802,0,0,0,200,0,1
u306837276,1,0,0,40,0,0
u62183077,365,11,96,1095,91,1
u1363225440433950720,1,0,0,241,0,0
u32048097,1,0,19,49,0,0
u592730371,424,8,661,1937,76,1
u1389201060930080773,1,0,0,34,0,0
u481697815,1,0,0,90,0,0
u3031852397,1,0,3,84,0,1
u114875442,516,2,2,1109,89,1
u460670530,3,0,1,170,0,0
u626131422,366,2,9,1179,85,1
u252702476,219,0,5,383,83,0
u381149705,106,6,1,1139,48,0
u1238569806078586880,8,3,53,212,0,0
u1298674447612772355,3,0,2,122,0,0
u4877175587,1,0,1,164,0,1
u1357691999567155200,147,0,0,1081,84,0
u31960302,1,1,14,223,0,0
u134112073,231,0,0,1011,83,0
u48036604,210,12,16,1100,76,1
u1252877668644610048,2,0,0,200,0,1
u17667859,14,1,9,58,0,1
u1972539134,213,2,21,1264,75,1
u1244172431109038084,1,0,0,71,0,0
u336058734,34,4,113,458,0,1
u1034578321391136769,1,1,0,122,0,1
u2690447629,0,0,5,128,0,1
u823218277765775360,2,0,1,86,0,1
u7426632,288,10,14,1217,61,0
u157467050,180,4,58,1038,79,1
u32774989,146,10,134,1090,38,1
u707795850932658177,438,0,3,1146,85,1
u1008410474193580032,2,0,0,37,0,0
u162060435,1,2,18,256,0,0
u140514522,74,2,44,938,78,0
u3134386371,3,0,2,163,0,0
u1267465865768943616,2,0,0,91,0,0
u1238438247698763781,62,4,115,1044,87,0
u15826481,1,2,0,42,0,0
u769276958542737408,491,23,249,1546,86,1
u1161727050828275712,0,0,0,199,0,0
u1554891072,340,0,28,1100,62,1
u2192666827,335,8,81,1244,97,0
u156656964,82,1,15,1043,72,1
u1346525624538714112,1,0,0,134,0,1
u931681289614385158,326,1,48,1163,68,1
u1434554330,1,0,0,198,0,0
u905092134,66,2,244,1070,13,0
u101385149,1,7,5,155,0,1
u17572957,68,38,179,1452,54,1
u990433714948661250,44,59,406,1054,93,0
u370882856,57,0,5,1007,81,0
u813453,242,0,1,1010,67,0
u19429280,5,0,25,413,0,0
u1130186244183470085,1,0,0,200,0,0
u1315457080568942592,4,0,1,312,0,1
u192665708,447,0,6,1060,86,1
u1396909351835783168,1,0,0,148,0,0
u1238328930081349632,1,0,0,240,0,0
u1467162809381253122,213,0,3,1158,87,0
u158414847,614,31,608,1549,81,0
u71594919,276,16,55,1314,65,0
u72013267,211,6,110,1162,0,1
u2609560783,121,0,1,1051,87,0
u22277264,243,0,17,1066,70,1
u2578152152,5,0,0,204,0,0
u43300047,488,13,200,1054,95,1
u1657894584,8,0,0,39,0,0
u2363254081,9,0,5,157,0,1
u18686907,569,35,196,1382,35,1
u302938456,1,0,20,219,0,1
u45189614,1,1,1,163,0,0
u48412390,4,4,67,181,0,1
u124745749,165,0,1,570,82,0
u1364183378107527168,77,2,57,1373,63,1
u2316865403,1,0,209,219,0,1
u1114328360,2,0,4,168,0,1
u161563071,102,2,53,395,73,1
