id,followers,membership,mentioned,post,like,pinned
u1324756591342735360,1,0,6,87,0,0
u1177664462402330624,3,0,0,40,0,0
u320064761,3,0,0,19,0,1
u1471386134961819649,1,0,0,242,0,0
u1188062140524974080,1,0,0,178,0,0
u906063480213692417,1,0,0,49,0,1
u1344421927021142016,1,0,2,147,0,0
u1450324281909415937,2,0,0,40,0,0
u56000254,0,0,1,41,0,1
u582962011,1,9,12,94,0,0
u1099387340378857472,1,0,0,40,0,0
u2147555957,1,0,0,39,0,0
u1474201600973492232,3,0,0,83,0,0
u706619649455230977,10,0,0,274,0,0
u816055161680437249,1,0,2,200,0,1
u1456228769300054018,1,0,0,3,0,0
u373335526,1,0,0,199,0,0
u1231832819065860097,1,0,0,23,0,0
u1072419913094971392,1,0,4,104,0,0
u1871389603,135,0,0,254,70,0
u1468023985753698304,2,0,0,40,0,0
u1441391127714729985,3,0,0,92,0,0
u891377682,7,5,2,43,0,0
u1354695191450574848,1,0,0,50,0,0
u4701137727,1,0,0,40,0,0
u1377656806244237318,3,0,1,49,0,1
u726063474921582592,1,1,0,147,0,0
u984226337341820928,4,0,0,197,0,0
u1425450489320288261,2,2,5,235,0,1
u2875569154,1,0,0,40,0,0
u2873712478,1,0,0,240,0,0
u403465253,1,0,0,200,0,0
u1190106832930398208,0,0,0,242,0,1
u1441515146795524098,2,1,1,312,0,1
u1428435563821084681,1,0,0,98,0,0
u1155429731724136448,2,0,0,24,0,0
u1218377084332052486,2,0,0,200,0,0
u1277024114948083715,2,1,0,236,0,1
u4406327715,1,0,0,40,0,0
u3112509247,1,0,0,38,0,0
u1360243206764519428,1,0,1,364,0,1
u190171995,1,3,6,200,0,1
u1439421830008164352,3,0,0,40,0,0
u213296587,1,0,1,325,0,0
u1125313128537960448,1,0,0,96,0,0
u1242580819488772096,0,0,0,53,0,0
u993538836859781120,1,0,0,40,0,0
u239444226,1,1,2,41,0,0
u2164368277,24,0,6,325,0,1
u519491789,2,0,0,111,0,0
u1017402014744154112,2,4,84,132,0,1
u1586918096,1,0,0,200,0,0
u963790885937995777,3,0,30,137,0,0
u257915238,2,0,0,69,0,0
u1363495168305954819,1,0,1,239,0,0
u902569569272832000,0,0,0,183,0,0
u742101420,1,1,0,40,0,0
u1360352362360111105,0,2,0,40,0,0
u1388361090460000256,1,0,1,168,0,1
u277019725,1,0,0,40,0,0
u1349921300123443201,1,0,0,83,0,0
u1286672014162276352,1,0,0,41,0,1
u920980488033939457,1,0,0,41,0,1
u1268047721530658816,1,0,2,46,0,1
u3838164394,2,2,3,40,0,1
u1275162533746429954,0,0,0,188,0,0
u762534695670128641,1,0,0,8,0,0
u1476887199991750660,6,0,0,73,0,1
u104872411,1,0,0,40,0,0
u394438021,6,0,0,206,0,0
u1272390021262110720,14,0,0,232,0,0
u56363520,5,2,6,406,0,1
u3985722312,2,0,3,181,0,0
u1360977351648100353,1,0,0,240,0,0
u180300796,2,0,0,39,0,0
u1005430190997147650,1,0,0,200,0,0
u974792966,1,0,0,40,0,0
u1480636178722340870,1,0,12,244,0,1
u1669796893,0,0,0,143,0,0
u1327704513977802752,1,0,0,200,0,0
u1082274025043304450,8,1,0,122,0,1
u303351943,2,0,0,197,0,0
u1467474475298004993,12,0,0,203,0,0
u14973933,12,0,0,984,15,0
u1471292456339587075,2,0,0,98,0,0
u1455558671841198080,1,0,0,39,0,0
u709478978470481920,2,0,2,40,0,0
u179167809,1,0,0,40,0,0
u3227977716,36,3,0,165,0,0
u3321089739,1,0,1,230,0,0
u1138029481938083840,1,0,0,79,0,0
u3329382029,1,0,0,241,0,0
u779591048259600384,3,0,0,41,0,1
u2171027089,0,0,0,282,0,1
u1384053916690571264,11,0,23,424,0,1
u1303653685004832768,1,0,0,280,0,0
u1247325112682061824,1,0,0,240,0,0
u1042837937187160064,1,0,9,89,0,1
u1332302115708997634,1,0,0,240,0,0
u851526964963835905,1,2,1,46,0,0
u760177324163817472,2,0,0,87,0,0
u1440498139908108291,1,0,0,92,0,0
u1587626630,1,0,0,40,0,0
u1339998524377722881,1,0,1,171,0,0
u1039602742124326913,12,5,62,230,0,1
u1104849253,2,0,0,289,0,0
u1246032519725592579,2,0,0,40,0,0
u262836435,8,0,1,67,0,0
u950639010585575425,1,0,0,112,0,0
u1392177747821215744,1,0,0,9,0,0
u1429941658481840131,1,0,1,277,0,0
u875419731167236096,7,1,1,130,0,0
u1373209675445981186,1,0,0,28,0,0
u1028747987307167744,1,0,0,197,0,1
u1120138372784123905,2,0,1,121,0,0
u623192853,1,0,0,212,0,0
u1349118918204518401,3,0,0,206,0,0
u1407257829560537088,5,1,11,170,0,1
u126592080,2,0,0,241,0,0
u1008431371071709189,8,0,0,70,0,0
u288661791,19,4,1,245,0,1
u1262357737578598402,1,0,0,40,0,0
u1438622884088487938,3,0,0,29,0,0
u4581299472,1,0,0,72,0,1
u1086316952522579968,1,0,0,76,0,0
u1001222542856785922,1,0,3,42,0,1
u546708310,0,0,0,35,0,0
u2884719553,0,0,1,144,0,1
u424483930,1,0,0,200,0,0
u3416326165,2,0,0,216,0,0
u2345459070,1,0,0,193,0,0
u587248862,0,0,0,147,0,0
u1278123143706693632,3,0,0,240,0,1
u14126475,1,0,1,184,0,1
u1464668187669237764,1,0,0,86,0,1
u1255619812363034624,1,0,0,200,0,0
u1101980670988029958,1,0,0,200,0,0
u979935422439657473,4,1,0,271,0,0
u1378933676935766016,3,0,8,141,0,1
u740919810091978752,3,0,7,79,0,0
u1205253887155953666,1,0,0,77,0,0
u48611134,4,0,0,322,0,0
u1154395412385738754,3,1,2,87,0,0
u1249274239380787201,1,0,0,33,0,0
u1247413496116940805,3,0,0,44,0,0
u25114425,1,0,0,20,0,0
u38703362,2,0,0,40,0,0
u399024575,1,0,5,261,0,0
u3240195378,2,0,0,39,0,0
u562221983,1,0,0,199,0,1
u559681926,1,0,1,122,0,0
u40341902,0,0,0,40,0,0
u1184894452332142592,1,0,0,40,0,0
u116976474,1,0,0,200,0,0
u1136795826058092544,2,0,1,263,0,0
u1310279348423983106,1,0,0,200,0,0
u78870051,2,0,0,31,0,0
u1384769013624971267,1,0,0,40,0,0
u4855321620,2,0,0,40,0,0
u1383522020630036488,1,0,0,200,0,0
u1242481251669274626,1,0,0,169,0,1
u2430992525,1,0,0,40,0,0
u2308891736,1,0,0,199,0,0
u1120680421262602240,1,0,0,199,0,1
u1028970466914885632,1,0,1,72,0,0
u1150447035373555712,1,0,3,142,0,0
u867958984308740098,1,1,0,203,0,0
u1439978634169798676,9,0,0,83,0,0
u1171717742170296320,1,0,3,46,0,0
u1158128493231779840,4,0,0,81,0,0
u1100646317154537473,3,0,2,200,0,1
u29273193,1,0,0,200,0,0
u1463732492171624449,2,0,0,105,0,0
u1171087820905164805,5,0,0,82,0,0
u1298614379777339393,2,0,0,201,0,1
u738880159261024256,3,0,0,306,0,0
u1295654211854544896,4,0,0,198,0,1
u1430352544660852738,1,0,0,198,0,0
u1127176297237622785,1,0,1,150,0,1
u1638793573,1,0,0,40,0,0
u1114443457102262274,1,0,0,77,0,0
u1266633564269031425,16,1,0,215,0,1
u466952170,1,0,1,47,0,0
u811704294743359493,2,0,3,188,0,1
u1289438308028821504,1,0,0,40,0,0
u1158316644671741952,1,0,0,52,0,1
u1354070086206648320,1,0,0,39,0,0
u1385206377048510466,4,0,0,206,0,0
u84734389,1,0,0,111,0,1
u754372627406397441,1,0,0,40,0,0
u2998832617,1,1,18,158,0,0
u1329902318838566919,1,0,0,43,0,0
u951114846954668038,1,0,0,199,0,0
u189905633,2,3,2,135,0,1
u12089982,0,0,2,44,0,1
u130349826,3,1,2,44,0,1
u348309126,1,0,0,28,0,0
u1131193853673738240,1,0,0,88,0,0
u1242550139270713346,2,1,0,122,0,0
u461250985,3,0,0,116,0,0
u1463600432702373889,8,0,0,83,0,1
u1240456366768050176,2,0,0,198,0,0
u1322269489724088321,1,0,0,39,0,0
u282530027,1,0,0,198,0,0
u869758349272686593,1,0,1,249,0,1
u1484838218948296710,3,0,1,123,0,1
u392461223,1,0,0,40,0,0
u35680069,3,0,0,239,0,1
u1416099666522001410,1,0,2,42,0,0
u57446082,1,0,1,201,0,0
u1297078898727849990,11,0,22,109,0,1
u23694258,19,0,5,284,0,1
u1268600547160006656,1,0,0,200,0,0
u1364940437421752330,1,0,0,240,0,0
u2910172803,1,1,0,202,0,1
u1346829514224115712,2,0,0,178,0,0
u215536536,1,0,0,40,0,0
u1477170912864526338,4,0,0,198,0,0
u1190907999876837381,4,0,0,40,0,0
u83887672,1,0,0,195,0,0
u15251388,1,0,0,47,0,1
u894366373438263297,5,0,3,203,0,0
u1441821120609460227,1,0,0,40,0,0
u1184750805154455552,1,0,0,83,0,0
u137815559,1,0,0,200,0,0
u990187064686776320,2,0,0,40,0,0
u3064684991,1,11,9,46,0,0
u1308494794713370624,13,1,62,203,0,1
u121203608,3,0,0,87,0,1
u1439906030310379520,1,1,0,73,0,1
u1265670246624636928,2,0,1,53,0,0
u3396079875,1,0,0,189,0,0
u1411779940056510466,13,1,12,404,0,1
u1381941103541297154,1,0,0,91,0,0
u2301765528,1,0,0,196,0,0
u1441588830096662537,1,0,0,33,0,0
u833300465106485248,0,0,0,173,0,0
u1445039992657547269,1,0,0,25,0,0
u1411158351275307013,2,1,3,329,0,1
u819851750593200129,4,1,1,58,0,1
u1473844978673762315,1,0,1,164,0,0
u1251007559193882626,2,0,0,240,0,0
u1481681571459567620,9,0,0,282,0,0
u460089556,4,0,4,41,0,0
u1477612622921048065,1,0,0,200,0,0
u1455120396055896067,4,0,0,80,0,0
u1448255187156615172,1,0,0,25,0,0
u1279869759668891648,1,0,0,129,0,1
u1373687992099823616,2,3,1,211,0,1
u17377632,1,0,0,80,0,0
u990524610083946496,1,0,0,40,0,0
u264954642,1,0,0,96,0,0
u352175886,1,0,1,201,0,1
u3009662487,1,1,0,41,0,0
u3617337079,10,0,0,39,0,0
u1337860610390851587,1,0,0,25,0,0
u2272388185,6,0,2,43,0,1
u1169568250776215552,3,0,0,72,0,0
u4540401917,5,1,5,45,0,0
u1880968004,1,0,0,198,0,0
u4132841,1,9,6,278,0,1
u1362750191980453893,1,0,1,23,0,1
u559969059,1,0,0,40,0,0
u1272933234876256258,1,0,0,200,0,0
u261463362,1,0,0,40,0,0
u921256591898185728,5,0,8,47,0,1
u1311850585386348544,5,0,33,61,0,0
u780570635512586241,1,0,0,199,0,0
u1046899810287071232,0,0,1,210,0,0
u1678977356,1,0,0,200,0,0
u3356567692,1,4,1,117,0,0
u1207322690031370241,1,0,0,187,0,0
u221010951,1,0,0,40,0,0
u2986680856,2,0,0,40,0,0
u1240390195,1,0,0,41,0,1
u905821078601306112,1,1,0,227,0,1
u131856496,1,0,0,40,0,0
u1400399562758524935,1,1,0,171,0,0
u1275777664180269056,1,0,0,201,0,1
u38704559,1,0,1,40,0,0
u1256021148699111425,1,0,1,41,0,1
u1245123530334916608,6,0,6,80,0,0
u394789620,1,1,1,49,0,1
u24257472,1,0,0,195,0,0
u1620818930,1,5,0,40,0,0
u402908795,1,0,0,198,0,0
u21165566,15,5,44,110,0,0
u1217799332713390080,6,0,1,106,0,0
u263862412,2,0,0,202,0,0
u346908191,0,2,1,205,0,1
u1137803378636087301,1,0,0,39,0,0
u51466521,0,0,0,201,0,1
u1451903300153061379,16,0,0,41,0,1
u808450734240972800,1,0,1,152,0,1
u728201605,2,0,0,111,0,0
u1006526580888350720,1,0,0,40,0,0
u2597356980,1,0,0,194,0,0
u2826521752,2,0,0,141,0,0
u1116019051233308673,1,1,0,42,0,1
u1460278487298752514,2,0,0,90,0,0
u15094543,0,0,1,198,0,0
u1324946518269292546,15,0,0,57,0,0
u737089715392876544,1,0,0,40,0,1
u1116419434510471168,1,0,0,39,0,0
u1454578078362095622,1,0,0,38,0,0
u1435893076338384904,1,0,0,101,0,0
u80213939,4,0,3,199,0,0
u1465026528429981706,1,0,3,283,0,0
u1399736518604898309,1,0,0,195,0,0
u45683745,1,0,1,41,0,0
u888083033018048513,5,4,0,200,0,0
u1165659932059766785,2,0,0,31,0,0
u1591870728,1,1,1,120,0,0
u1454513652300750849,11,0,0,2,0,0
u866725975,3,0,0,200,0,0
u35654959,3,0,1,92,0,0
u1245772540406104065,1,0,0,76,0,0
u1215438679432409088,1,1,0,41,0,0
u2958976657,2,8,68,287,0,1
u118128665,3,1,8,45,0,1
u768413852429975553,1,0,0,50,0,0
u1131120886248103937,1,0,0,40,0,0
u11634732,1,0,0,200,0,0
u979242694785536000,18,0,4,246,0,0
u786465079889793024,1,2,0,235,0,0
u296951873,1,3,15,41,0,0
u95443906,1,0,1,41,0,0
u3844768061,1,3,1,155,0,0
u62146404,5,0,1,122,0,0
u1359148201467670528,1,0,1,74,0,0
u991852080951373824,4,0,0,281,0,0
u1482790373651009537,2,0,0,24,0,0
u1447448627362869250,1,0,14,93,0,0
u266171635,1,2,2,208,0,0
u88614141,0,0,15,90,0,0
u1152608898186121216,1,1,0,81,0,1
u1406139566277509128,1,0,0,56,0,0
u1060301222241071104,3,0,0,198,0,0
u35964959,0,0,0,198,0,0
u1387500283316498433,1,0,0,245,0,1
u1434958751325433858,2,0,1,89,0,1
u442453551,1,0,0,113,0,0
u1458057913319133196,2,0,0,128,0,1
u1246163705286594560,2,1,0,251,0,1
u1450104793653989379,2,0,0,39,0,0
u1329812234877497346,6,0,2,92,0,0
u1123290654354833408,8,0,0,236,0,1
u1473646888440283141,1,0,0,52,0,0
u336075069,1,2,0,208,0,1
u837053010257805312,3,0,3,347,0,0
u761147283387719680,1,0,0,66,0,0
u1423706747013799937,7,0,0,199,0,1
u1135614461685960704,1,1,5,123,0,1
u1480249877808492544,1,0,4,128,0,0
u841435206129131522,2,0,218,111,0,0
u1304489157759242247,16,0,0,101,0,1
u1096588088900489216,1,0,0,199,0,0
u1385950756193325056,1,0,0,77,0,0
u923300031649779712,1,0,1,34,0,0
u980068459,1,0,0,53,0,0
u1239206834193326085,0,0,3,81,0,0
u759469096534704128,5,0,26,182,0,0
u1270335360325709824,2,0,0,111,0,0
u2270905347,3,1,2,324,0,1
u917567359,1,0,0,199,0,1
u1433220979287805954,3,0,0,44,0,0
u1275834649437065216,1,0,1,40,0,0
u3450902893,1,1,0,43,0,1
u757761492544589824,1,1,0,135,0,1
u496433595,1,0,0,40,0,0
u1037503206362775552,1,0,0,18,0,0
u1443421071902871558,13,0,0,9,0,0
u1208320402726031361,3,0,2,403,0,1
u1005638436462714882,10,0,0,39,0,0
u1470777107622019073,1,0,0,42,0,1
u131211150,4,0,1,40,0,0
u1349777611937857536,1,0,0,90,0,0
