id,followers,retweet,retweet_prec,post,treatment_effect
u1440060417640841231,1,4,0.041237113,97,-0.0245216
u1080721335091834880,3,9,0.040540541,222,0.0616435
u1270259763176067072,4,3,0.040540541,74,0.16934583
u1448137621520015364,2,3,0.04,75,0.10027375
u1099333129159012352,6,4,0.04,100,0.12993635
u370572090,3,3,0.038461538,78,0.093223467
u895948501288407040,5,4,0.038461538,104,0.08008902
u3874485862,3,8,0.038461538,208,0.0151611
u19161833,1,5,0.038461538,130,0.0057715
u1283694529,1,2,0.037735849,53,0.0496349
u2284969909,3,9,0.037344398,241,0.059871633
u158135219,17,9,0.034482759,261,0.104868855
u1059788496645316609,1,3,0.034090909,88,0.1876077
u1362547793408253954,2,5,0.032679739,153,0.1514655
u2886711933,1,2,0.031746032,63,0.1332489
u1377737682785296386,2,4,0.031746032,126,0.06801155
u986913917791326208,7,6,0.031413613,191,0.051394757
u988867588062146561,4,2,0.03125,64,0.06794365
u63674750,1,3,0.03125,96,-0.0268981
u1165331774190292993,8,9,0.031141869,289,0.01850275
u316511039,1,4,0.031007752,129,0.0247544
u1341809807733436417,3,3,0.030612245,98,0.015229
u970309806857781248,4,3,0.03,100,0.097986975
u1351573551174791176,7,3,0.03,100,0.065272686
u1325879202453868544,2,3,0.02970297,101,0.11773375
u1451515342740725766,2,3,0.029126214,103,0.1257411
u1050392630922629121,1,5,0.028901734,173,-0.0100492
u282619516,3,8,0.027681661,289,0.0128622
u3364415807,2,2,0.02739726,73,0.15105325
u1254994182705278981,15,11,0.027295285,403,0.034612187
u226542490,1,4,0.026845638,149,-0.0188568
u1029797947540746242,9,2,0.026666667,75,0.078950455
u1142961546403950592,62,14,0.026168224,535,0.073212168
u1299422790504906759,1,1,0.025,40,0.164221
u3152617751,1,8,0.025,320,0.0721195
u1372924848058470400,1,4,0.025,160,0.1479541
u20630040,4,2,0.023809524,84,0.03637015
u18165124,22,8,0.023391813,342,0.141324591
u464405140,5,4,0.023391813,171,0.0838468
u4731316813,5,2,0.023255814,86,0.05106856
u633501602,1,2,0.023255814,86,0.0197298
u2351998788,7,1,0.022727273,44,0.079652243
u724703451918282752,5,1,0.022222222,45,0.09689136
u1373225316177620993,5,2,0.022222222,90,0.0724493
u773676379992883200,6,3,0.022222222,135,0.060626386
u574414667,1,1,0.022222222,45,-0.0090598
u816438390862282752,3,2,0.021978022,91,0.101086933
u1372143922915467267,1,3,0.02189781,137,-0.027451
u39702227,1,1,0.02173913,46,0.022892
u1297836513103720448,2,1,0.021276596,47,0.0832163
u1373597254678945793,2,2,0.021052632,95,0.1023932
u1319622065129951232,1,1,0.020833333,48,0.0592961
u2751095243,1,1,0.020833333,48,-0.0042583
u989162931714654209,3,3,0.020547945,146,0.0606056
u75089712,1,1,0.020408163,49,0.1451314
u2217424299,20,2,0.02020202,99,0.031814152
u800811486843047936,5,1,0.019607843,51,0.07392176
u1106238403778088960,7,4,0.019512195,205,0.185297714
u1291165350650712064,3,2,0.019230769,104,0.067757733
u1036623396086407170,8,7,0.01897019,369,0.054574355
u407630317,1,4,0.018604651,215,0.145209
u1390760608707059716,2,1,0.018181818,55,0.06481055
u2900063008,1,1,0.018181818,55,-0.0229599
u1362267245758480386,1,1,0.017857143,56,-0.0212333
u900398191438417921,1,3,0.01754386,171,0.0865143
u933377217219903493,3,2,0.017391304,115,0.1180005
u3755000294,1,1,0.016949153,59,-0.0120959
u1381470353566924804,1,1,0.016666667,60,0.1474885
u1265675487830999040,4,1,0.016393443,61,0.116416975
u1267766897384226822,1,2,0.016260163,123,-0.0197783
u1372264621,2,2,0.016129032,124,-0.0022698
u361925170,1,1,0.015625,64,0.0154133
u26747313,1,1,0.015625,64,-0.0216407
u151666167,3,3,0.015544041,193,-0.024246767
u1409122593228001293,1,2,0.015503876,129,0.1558984
u2728500543,1,1,0.014925373,67,0.0377136
u41589809,2,1,0.014925373,67,-0.0137934
u22133225,2,2,0.014814815,135,0.0387709
u786023140157591552,4,3,0.014563107,206,0.00572785
u1318917912997040130,2,1,0.014492754,69,0.10651085
u462207001,12,1,0.014492754,69,0.053371825
u176198814,1,2,0.014388489,139,0.0247544
u388416838,8,3,0.014150943,212,0.045616675
u1346747898525052930,8,1,0.014084507,71,0.0184009
u941254327464792069,3,2,0.013986014,143,0.0967769
u1361692256848216071,17,4,0.013937282,287,0.077422337
u1110188167909556226,4,1,0.013888889,72,0.0465988
u936645900729847808,3,1,0.01369863,73,0.0541357
u2862201899,1,1,0.01369863,73,0.0014162
u1215604388988768256,1,1,0.013513514,74,0.0510511
u1144178407137304577,2,1,0.013513514,74,0.0254043
u1262529759092903937,1,1,0.013333333,75,-0.020758
u818679546807513088,1,1,0.013333333,75,-0.0261803
u69507253,2,1,0.013157895,76,0.1124618
u1011666390741278725,9,1,0.013157895,76,0.101358533
u18706826,1,1,0.012987013,77,-0.0170914
u1417503705507803143,1,1,0.012345679,81,-0.019012
u2314422439,1,1,0.011904762,84,0.1657245
u1446682206349500422,2,1,0.011627907,86,0.15056825
u1082011146117439491,3,1,0.011627907,86,0.060456867
u2873834722,1,1,0.011494253,87,0.1101435
u1231229637205819392,3,1,0.010869565,92,0.11127355
u1435632291837976580,1,1,0.010752688,93,0.1581876
u1269200970,4,1,0.010526316,95,0.03679016
u1330988741696102415,8,1,0.010526316,95,0.018239638
u1363926675059138560,1,1,0.010416667,96,-0.02522
u1135609323080445952,1,1,0.01010101,99,0.1413193
u1042098977242574849,1,1,0.01010101,99,0.0865143
u1413336283460431876,3,1,0.01,100,0.1025872
u1153531650170609664,2,3,0.009933775,302,0.09427915
u1229542577252126720,1,1,0.009803922,102,-0.0254334
u1300977248699404292,7,2,0.009756098,205,0.046856543
u1146183248751538176,2,2,0.009708738,206,-0.0187792
u1388908506351345667,1,2,0.009433962,212,0.0841087
u290663751,5,2,0.00921659,217,0.02075412
u2960483590,5,2,0.009049774,221,0.018721
u717356505150930945,7,1,0.009009009,111,0.0911606
u877877453313757184,1,1,0.008849558,113,0.1001234
u1383945500546633732,1,1,0.00877193,114,0.069258
u1460797289950507009,2,2,0.008695652,230,0.1442584
u1309503350912757761,1,2,0.008658009,231,0.0031234
u237270207,79,9,0.008628955,1043,0.05597648
u1638610531,3,1,0.00862069,116,0.0165676
u853797348,2,1,0.008264463,121,0.13562055
u1185809578996355072,1,1,0.008264463,121,0.069258
u793767589,2,1,0.008130081,123,0.13318585
u1454476144850477060,2,1,0.008130081,123,-0.01061665
u998458613046882305,1,1,0.008064516,124,0.162087
u1371282159915429889,1,2,0.008064516,248,0.138807
u776516264,3,1,0.008064516,124,0.093223467
u1268615718624362501,2,1,0.008064516,124,0.08880835
u2418964126,1,1,0.007936508,126,0.1409313
u1463626984139931650,1,1,0.007874016,127,0.0459198
u149569647,1,1,0.007692308,130,0.069258
u106062993,1,1,0.007692308,130,0.00230957
u304822355,135,8,0.007332722,1091,0.065845332
u705377610,1,1,0.007042254,142,0.0075272
u2594958374,1,1,0.006849315,146,0.0600818
u83839889,8,2,0.006849315,292,0.040753338
u63056027,1,1,0.006666667,150,-0.0272473
u1470813507629330444,1,1,0.006535948,153,0.1272931
u18015711,1,1,0.006535948,153,-0.0254334
u459565990,1,1,0.006410256,156,0.069258
u1436580613293805570,2,1,0.00625,160,0.069258
u550775908,1,1,0.006097561,164,0.130465
u1331257674529468417,2,1,0.006024096,166,0.1171663
u7385152,5,1,0.005952381,168,0.04696934
u1481555074551799809,1,1,0.005882353,170,-0.0315929
u1033035008427151360,2,1,0.005847953,171,0.0230666
u635826578,30,2,0.005830904,343,0.069595883
u530812865,1,2,0.005813953,344,0.1498262
u1054739762815234048,3,1,0.005649718,177,0.098277167
u1415344770130587649,15,1,0.005405405,185,0.058702688
u482109376,29,1,0.004950495,202,0.073917442
u56363520,1,2,0.004926108,406,0.1636293
u1376149712806498312,2,1,0.004830918,207,-0.0270921
u2341654764,1,1,0.004672897,214,0.1490405
u2813278717,1,1,0.00462963,216,0.1555977
u1260808491804966912,1,1,0.004424779,226,0.002716
u1457422874508206088,6,1,0.003968254,252,0.040015733
u193364583,77,4,0.003929273,1018,0.043381553
u3527298737,3,1,0.003875969,258,0.047720767
u1176821214511271936,2,1,0.003802281,263,0.1171663
u64479226,7,1,0.003571429,280,0.100015314
u2292526496,2,1,0.003521127,284,0.119002833
u2270905347,2,1,0.00308642,324,0.1546277
u913203345053057024,4,1,0.00308642,324,0.05964918
u3670178534,52,3,0.002946955,1018,0.053974857
u2577886615,21,3,0.002555366,1174,0.080256004
u78587111,27,2,0.002047083,977,0.080895413
u1124405762,67,2,0.001915709,1044,0.04781497
u1252117386,294,2,0.001776199,1126,0.065632545
u4021650673,48,1,0.00172117,581,0.070452313
u1126210975101853697,1,1,0.001371742,729,0.12686145
u142652621,45,1,0.001119821,893,0.078827454
