id,followers,membership,mentioned,post,like,pinned
u636241070,300,2,15,1043,90,0
u17468298,358,0,13,999,94,0
u1176700795481403392,105,3,42,1074,14,1
u392317014,1,1,3,301,0,1
u2327805276,1,0,0,40,0,0
u85509895,1,20,161,199,0,1
u1903560060,188,3,8,1008,90,0
u1211712586778955777,2,0,0,195,0,0
u851935440,99,1,4,1051,82,1
u2856963192,373,0,0,641,88,0
u71006041,92,0,29,675,88,0
u4569520097,1,0,0,182,0,0
u7119702,143,2,33,1010,73,1
u2485626066,1,0,2,41,0,0
u1708383414,168,2,22,1013,82,0
u1183382935,1,8,18,68,0,0
u450184256,266,2,16,1045,89,0
u15066958,110,38,14,1037,76,0
u351124495,292,2,4,1001,65,1
u562585357,348,6,27,1009,79,1
u322531105,306,3,17,1016,69,0
u3214498797,213,2,2,186,94,0
u112733139,69,1,81,1061,79,1
u9953752,90,0,10,839,87,1
u898293788728274944,2,0,5,77,0,1
u1960370958,157,15,280,1343,93,1
u87657446,174,5,100,1090,71,1
u129019903,7,0,0,217,0,1
u2462436602,103,6,133,837,91,1
u795890560884244480,194,2,26,1005,94,0
u3079387254,136,3,12,1039,92,1
u329818631,203,6,47,1007,83,0
u36035454,1,2,1,271,0,1
u2182641,122,27,212,1117,40,1
u3995717735,413,1,30,1040,94,1
u310026299,161,17,68,1143,87,1
u338660808,100,5,504,1158,85,1
u1329102603318415362,1,1,0,25,0,0
u796974685288157184,103,0,27,1010,83,0
u2194124415,75,7,80,1169,71,1
u3187924020,0,0,2,41,0,0
u2577154123,5,1,3,202,0,1
u3439471,137,4,2,1110,76,0
u1106906338704150528,147,0,1,1011,82,1
u169014021,1,0,0,40,0,0
u43878033,169,61,348,1323,77,1
u84035041,180,23,715,1639,90,1
u142368496,135,2,104,886,77,0
u4833056519,57,12,81,1059,96,0
u19307505,176,15,14,1011,81,1
u46679713,1,9,20,228,0,0
u34907260,216,0,23,1150,78,1
u274832868,123,7,63,1259,86,1
u19405351,203,11,316,1057,94,0
u871748613260673024,94,3,251,1028,87,0
u23989927,35,5,305,1161,78,1
u135218064,98,5,4,998,69,1
u108558459,2,0,17,55,0,0
u879374013688147970,141,0,104,984,83,0
u817165422,130,6,13,1210,69,0
u357606935,169,39,435,1246,77,1
u30107910,69,1,4,999,75,0
u29831338,1,0,4,73,0,0
u1159251,121,33,84,1071,86,1
u14176770,253,6,51,1230,53,1
u2335431,2,5,39,231,0,0
u561297215,2,7,66,366,0,0
u10264542,120,1,3,997,89,0
u2196199453,77,2,4,1108,96,0
u14839109,248,62,146,1142,76,1
u15738974,390,12,72,1192,74,0
u28657802,414,22,81,1333,90,1
u19344825,334,16,172,1068,72,0
u62383743,1,1,0,40,0,0
u2492917412,215,95,447,1255,95,0
u2888895350,85,13,2,741,88,1
u893046370189418496,124,3,305,1133,92,1
u328141627,1,0,0,200,0,0
u227364434,58,1,100,1001,68,0
u755877821671702528,197,23,20,1023,83,0
u48354230,82,14,159,1006,73,0
u833587995928178692,189,31,409,1051,72,0
u2309159792,1,0,0,201,0,0
u2178213013,1,1,0,63,0,1
u1088089771631669248,194,21,162,1079,81,1
u258269139,3,12,4,79,0,0
u387900968,191,7,33,1141,80,0
u843952980034383872,1,2,8,112,0,1
u2637036385,81,5,74,1028,95,0
u250305664,195,5,132,1075,81,1
u115472158,203,9,50,1085,91,1
u260685403,139,24,227,1164,59,0
u228040559,61,18,490,1279,92,1
u2515773062,1,7,0,221,0,0
u715426143457951744,39,2,276,1106,79,1
u915239533,42,8,63,126,96,0
u1581645991,211,9,54,1025,97,1
u1627066914,1,0,0,130,0,0
u83757924,15,9,14,1145,23,0
u20708202,338,9,26,1022,90,1
u225073760,67,0,22,998,67,0
u402121040,19,0,28,1113,72,0
u372044361,161,1,2,1493,75,0
u3979056023,219,1,120,1055,87,1
u71544226,172,13,50,967,92,0
u1148681431,136,2,37,1041,86,1
u378643551,7,23,35,376,0,1
u374208504,148,2,22,564,83,0
u14989146,165,0,1,1020,95,0
u161913667,251,10,23,1384,89,0
u14299324,50,2,6,1108,83,0
u269298026,1,1,1,55,0,0
u42938393,191,0,30,1003,87,0
u901975027,1,1,0,200,0,0
u910880225566769152,2,0,5,202,0,1
u873847190,145,2,120,978,54,0
u3303039694,1,3,1,57,0,1
u170354385,166,11,16,1115,84,1
u50275521,159,2,3,1011,71,0
u90372176,0,4,0,280,0,0
u3372995893,1,1,4,67,0,1
u17670329,143,7,59,1453,91,0
u258533106,2,9,15,68,0,0
u937027385505058822,185,3,9,55,94,1
u1299149097597890561,2,1,1,45,0,1
u878219339853434880,1,0,0,200,0,1
u540148278,346,1,44,1014,82,1
u4890000754,88,13,25,1010,93,1
u29565244,14,1,5,979,48,0
u24261232,199,13,93,1039,90,0
u17593500,139,0,2,978,81,1
u1170995112324870144,21,0,13,125,9,0
u960459029058375682,173,7,54,1104,84,1
u705539763349164032,81,142,1570,1911,99,1
u753665337837686784,4,17,36,316,0,0
u631218485,172,1,61,1000,91,0
u881615056437297152,291,22,235,1227,74,1
u2253206665,198,17,172,1020,82,1
u895668188272222208,2,1,0,202,0,1
u2203237903,123,2,251,1010,77,0
u777531503186018304,159,1,18,731,73,1
u3431710900,1,0,1,43,0,0
u552985513,201,14,77,1114,95,1
u23102054,349,8,107,1046,79,1
u34019998,193,0,0,1072,72,0
u50010864,24,14,10,1014,69,0
u747212842470891520,137,17,91,1046,97,1
u763052115392593920,46,5,322,1052,89,0
u104604540,200,8,358,1083,90,0
u711052684191731712,58,0,18,268,94,0
u240815049,228,0,0,1164,71,1
u4783690002,70,202,1560,1361,90,0
u166282621,1,1,0,47,0,0
u2540794650,4,14,34,278,0,1
u14883992,5,0,0,41,0,1
u972092072898347010,49,0,0,850,79,0
u1148996827078955009,1,0,0,66,0,0
u2883376708,204,0,222,1080,50,0
u711923017375473664,139,10,11,1035,75,0
u24696786,320,2,15,1134,56,0
u15160540,99,16,185,1024,71,1
u1260578233336111106,205,6,33,568,95,1
u1430070217,26,3,120,760,81,1
u3117671981,124,1,100,1021,74,0
u218677101,2,0,0,214,0,1
u2826742476,3,6,23,89,0,1
u3236013371,41,3,14,1018,55,1
u25868334,27,14,189,488,0,1
u20831552,108,6,41,1119,89,1
u192912869,59,1,116,1028,43,0
u748185011191316480,139,1,7,1085,100,1
u156568938,127,11,59,1549,93,1
u725418490379771905,1,0,3,223,0,1
u4835251577,131,0,15,666,88,0
u1106891575446118402,1,0,0,208,0,1
u4311016395,263,2,109,995,92,0
u123231225,326,12,101,1120,48,1
u757234504872370176,2,0,0,211,0,0
u2487003684,120,0,9,534,80,0
u2800847830,201,3,7,1034,85,0
u1747350590,281,3,88,1023,88,1
u33588988,52,2,205,1073,66,0
u138376017,157,6,144,1162,75,1
u177137867,110,3,5,997,37,0
u976229091404910592,1,0,0,200,0,1
u14788268,62,3,72,1048,75,0
u265990770,138,2,5,1004,83,0
u4833090921,106,2,14,117,95,0
u36134080,2,2,115,124,0,1
u998964108924997634,113,1,32,1036,90,0
u51257255,291,37,116,1007,95,1
u338526004,174,41,369,1284,81,1
u2314409940,1,7,42,202,0,0
u436441767,0,0,0,200,0,0
u26853,68,6,5,1096,92,0
u2253462178,343,0,2,1116,93,0
u907579017007476736,172,0,24,238,79,0
u92188907,3,1,0,45,0,0
u87111271,355,13,34,1161,61,1
u455084468,2,5,0,205,0,1
u822044510,203,1,14,553,80,0
u121309596,141,1,36,1000,1,0
u836654633950949376,2,1,1,95,0,1
u18159548,72,1,61,1108,58,0
u16536844,214,16,529,1084,88,0
u984569639593218053,9,1,19,50,0,1
u311956171,169,2,182,1087,78,0
u1092810654761791489,241,2,13,922,84,1
u1113245091102175232,249,0,16,833,76,1
u431881389,1,1,3,201,0,0
u83899964,136,2,84,1124,60,0
u1174308138834714624,2,2,0,62,0,1
u233196210,166,0,9,1047,96,0
u1369731589622599698,91,2,8,91,35,1
u976752986004295680,1,4,3,46,0,0
u1001863423267831814,4,0,0,88,0,0
u1063589060,2,1,2,134,0,1
u871016931213619200,157,7,91,619,72,0
u1229987897467719680,236,1,10,1040,72,1
u446620951,129,4,28,1050,87,1
u11178672,330,48,53,1494,81,0
u449462207,315,2,21,990,94,0
u969146490437369856,1,1,0,174,0,1
u13914392,223,7,1,1205,76,0
u917087170720038912,71,5,35,998,72,0
u1270075083231334400,3,0,0,75,0,1
u57694701,177,1,87,1006,88,0
u25864331,237,22,147,1064,91,0
u2289017468,2,0,0,200,0,0
u88402013,1,0,1,70,0,0
u19234098,126,1,76,1149,72,1
u36116203,85,13,43,1022,83,1
u23085995,1,5,44,52,0,0
u911885791,50,0,36,1001,48,0
u130344472,211,3,1097,1618,98,1
u1042810503238754304,74,2,2,1192,96,0
u1149747984206372865,136,0,3,749,92,0
u180531306,40,3,27,1273,91,0
u2647375500,14,2,79,270,88,0
u58946293,222,10,99,1132,82,1
u719894583178575872,146,0,3,909,67,0
u719666283336318976,10,3,22,261,0,1
u1283754606858772481,316,0,54,1224,96,1
u776450766710136832,145,4,37,1069,93,0
u98906407,1,16,3,131,0,1
u46575796,268,0,59,1209,54,1
u130888959,4,3,8,63,0,0
u183333374,99,4,10,989,90,0
u17507736,1,0,0,200,0,0
u2573833471,117,4,150,1024,71,0
u84650849,4,0,6,269,0,1
u1942619485,1,1,2,46,0,1
u1148322846919340039,3,2,1,88,0,1
u49114084,253,0,1,260,1,0
u1138704841767882753,158,1,39,778,69,0
u135567828,1,1,3,262,0,1
u1158782030458621953,1,1,3,120,0,1
u87706747,120,8,235,1057,77,1
u180882136,274,0,10,1018,78,1
u878315447048839168,49,17,48,998,75,1
u481348615,1,2,3,83,0,1
u20898564,156,9,48,1215,91,1
u4264297743,9,2,59,523,0,1
u1692391933,1,1,0,45,0,1
u1670105485,119,6,152,1104,89,0
u20437286,55,31,637,1500,72,0
u14368074,183,26,311,1366,58,1
u340278160,292,9,188,1041,82,0
u2168459394,266,1,21,1032,77,0
u2314047020,228,1,8,1014,78,1
u318147915,99,1,13,645,92,0
u20659868,62,4,244,1164,67,0
u1967275506,65,10,24,1069,78,1
u1110122067247140864,1,1,3,43,0,0
u22033644,42,1,16,926,0,0
u981873543376928768,1,0,0,200,0,0
u1543237478,253,1,179,1038,91,1
u55615697,126,8,50,1007,61,0
u1044979644183838720,92,0,40,1013,70,1
u3515085202,151,10,22,1269,57,1
u1329800117344497665,1,0,0,80,0,1
u106364904,111,12,310,1155,73,0
u348659640,279,12,62,1095,77,1
u1158941809,299,2,59,949,61,1
u3315496315,182,1,25,986,82,1
u984126816,201,5,126,1086,79,1
u102708234,238,18,162,1036,95,1
u2924437942,103,5,56,1058,92,0
u745487371,2,1,14,105,0,1
u1230462958020460544,152,1,44,1118,87,1
u2249866405,2,7,2,63,0,1
u18050674,202,5,498,1003,83,1
u1546783842,2,4,5,226,0,1
u793549784682553346,189,0,1,356,71,0
u121715841,115,4,141,1097,83,1
u360639497,1,0,0,46,0,0
u18267636,175,8,120,1026,72,1
u82279998,1,9,2,390,0,1
u1064618784886046721,39,1,19,319,83,0
u112398730,167,16,123,1071,67,0
u816920269537378304,79,2,4,413,77,0
u258972661,131,2,1,1085,80,0
u9274272,66,0,38,960,79,0
u1367786094,2,1,0,246,0,0
u760595303544201217,142,26,100,1113,85,1
u34573631,2,0,9,174,0,0
u1087588311424585728,169,2,139,1021,86,0
u324626778,294,0,107,961,90,0
u18017198,238,36,478,1657,46,1
u28263652,102,8,22,1007,66,0
u1426647288932409344,1,1,14,56,0,0
u746726308651081728,38,1,16,1013,77,0
u49620730,119,6,65,1136,60,1
u1140795949,58,1,43,1004,88,0
u860302657,60,6,228,1069,80,0
u575539173,76,8,82,1043,68,1
u130945085,110,1,4,833,78,0
u46897952,1,1,0,82,0,0
u3747626133,196,1,689,1101,65,0
u14620544,225,17,92,1067,66,0
u794801,74,4,16,1101,82,1
u15456328,0,4,108,372,0,1
u169038927,294,1,11,873,77,0
u2464408747,189,0,5,471,79,0
u461919971,152,12,96,1099,83,1
u84078744,1,2,0,44,0,0
u31611970,2,2,101,433,0,1
u14226315,116,0,5,1052,72,1
u24741685,95,30,55,1216,7,0
u2314443930,181,41,209,998,93,1
u15436011,1,0,0,242,0,1
u106360393,30,2,26,1013,60,0
u116132819,26,4,9,1372,95,0
u92027622,1,9,27,358,0,0
u894501488210440193,1,0,0,60,0,1
u1278506606,1,1,15,69,0,0
u25660512,173,0,15,1002,83,0
u454587065,3,1,2,49,0,1
u161822962,256,2,158,1051,79,0
u15552773,33,17,86,1000,77,1
u12425912,202,4,7,982,78,0
u91899366,6,6,13,145,0,1
u43963249,373,8,236,1184,99,1
u724575901648822272,3,9,1,213,0,0
u786857745098084352,218,0,4,293,86,1
u147691384,287,0,1,998,94,0
u176872939,246,24,252,1044,83,0
u4559961313,246,3,133,1047,77,1
u15181839,1,1,0,211,0,0
u353253058,394,3,18,998,90,0
u116661436,10,2,0,346,0,0
u1357562018950119424,131,0,0,168,38,0
u2243712522,1,3,0,39,0,0
u811262114115584001,2,0,44,108,0,1
u1362352800907280385,100,1,7,321,87,1
u1450740286829776898,242,0,0,194,23,0
u5399142,141,5,1,1080,87,1
u36762530,5,3,9,204,0,1
u374787057,256,1,88,1108,65,0
u723702966977368064,3,1,1,47,0,1
u2537680387,1,2,13,93,0,0
u22195472,224,5,26,1050,85,0
u1235146637833629701,1,1,0,70,0,1
u1246421,133,40,55,1336,90,0
u1062621413788581888,1,0,2,64,0,0
u278020492,140,2,82,1021,85,1
u273375532,264,20,304,1080,77,1
u2796449911,1,2,10,255,0,0
u121853212,169,1,80,1046,88,1
u7287152,3,0,1,114,0,0
u17815224,117,8,383,1156,74,0
u83874770,2,7,5,233,0,1
u25081451,17,10,25,448,0,0
u3589968563,80,1,0,1080,77,1
u2963731179,50,6,7,1095,57,1
u213850279,262,1,7,994,82,0
u470802762,97,0,164,1010,66,0
u54848703,171,1,27,1019,61,0
u34554134,1,27,37,125,0,1
u41401476,2,2,0,59,0,0
u24164338,88,15,164,1341,85,1
u206023502,2,2,61,74,0,0
u2189387236,128,7,42,1062,82,0
u816652635902275584,1,1,17,46,0,0
u528665371,203,12,20,1112,76,0
u783675612699496448,9,2,2,45,0,0
u18506515,43,0,91,1045,68,0
u258847118,516,33,539,1158,70,1
u20972371,23,6,56,1124,6,0
u368930508,101,2,24,1040,87,1
u748528569064710145,212,92,815,1527,88,0
u1041710546318286848,1,1,2,42,0,1
u2858773839,217,3,119,1013,84,1
u2172593423,61,5,131,1366,74,1
u35615938,3,1,12,95,0,0
u17932796,206,5,5,1100,84,1
u2545759886,295,5,11,1201,92,1
u2239221307,190,6,100,1287,64,1
u9670742,233,10,111,1003,85,1
u56876628,259,0,2,1019,77,0
u1264791332,2,0,186,174,0,1
u202610289,1,6,10,163,0,1
u2324991210,1,0,2,185,0,1
u431627744,1,8,3,74,0,1
u19478383,1,61,38,263,0,1
u139752581,1,1,13,90,0,1
u32807399,100,8,56,1179,82,0
u1713873013,1,2,1,223,0,1
u33826996,1,6,1,86,0,0
u1195884178174296070,1,1,5,41,0,0
u863603622,144,6,98,1009,89,0
u878635790523408384,0,1,0,988,100,0
u3321159693,208,55,371,1076,19,1
u83668232,1,3,15,147,0,1
u231467836,1,0,0,200,0,0
u22294872,231,0,4,1002,80,1
u278506592,246,4,506,1142,78,1
u1037844502554206208,59,1,354,1050,77,0
u812376663560519680,2,4,11,235,0,0
u4564706233,8,0,4,94,0,0
u92096034,89,26,541,819,93,0
u16650886,149,8,157,1024,83,0
u1092363299755311106,42,0,2,239,76,0
u329004156,1,4,10,56,0,0
u19645791,1,3,15,46,0,1
u970373395136303105,2,2,12,218,0,1
u294028805,4,5,8,319,0,0
u1525743398,20,16,269,362,0,0
u1608950586,157,4,215,1026,85,1
u44950782,215,10,161,1154,67,0
u722711827650633729,63,0,3,391,78,1
u20657343,238,0,4,1054,84,1
u998980799218233350,163,1,58,1138,80,1
u31619231,1,1,1,54,0,0
u413813858,149,2,9,1028,60,1
u763796708665032704,2,1,0,40,0,0
u71759409,16,7,86,1206,88,0
u1322151900243021827,0,1,0,40,0,0
u53096584,382,12,19,1042,84,0
u366037745,114,13,436,1788,82,1
u192665708,220,0,6,1060,86,1
u1085039005240971264,102,0,0,155,75,1
u17196807,51,2,30,1114,44,0
u339412403,1,0,0,90,0,0
u1208149488386228224,4,0,1,51,0,0
u610659001,371,62,406,1328,86,0
u20815041,118,16,114,1025,63,1
u205750967,245,5,122,998,83,1
u218951054,152,4,47,1109,78,0
u5383942,158,10,103,1065,85,0
u253998571,109,19,80,1260,83,1
u47747074,1,12,150,425,0,0
u312504426,5,0,102,1061,44,0
u36793140,3,5,7,108,0,1
u578734691,157,0,19,1111,55,1
u716576919328841728,359,7,22,1066,86,1
u61753445,132,10,123,1249,95,1
u472377584,2,0,4,46,0,1
u550269326,8,0,0,201,0,1
u2891115389,1,5,2,122,0,0
u314391114,68,0,11,984,71,0
u1145755891427348482,1,2,3,234,0,1
u86932341,125,7,53,1054,79,1
u2242325372,149,10,122,1094,85,1
u480501022,1,0,0,67,0,1
u1047260318890483712,188,1,96,893,95,0
u2766042745,66,0,29,995,75,0
u2813464232,216,1,25,660,89,1
u45658821,1,1,10,122,0,1
u4040543949,2,0,0,42,0,1
u343171266,89,6,79,1020,90,0
u88799051,1,0,0,40,0,0
u19382529,1,2,0,40,0,0
u1014921204522737664,1,1,4,40,0,0
u22795742,51,3,63,1115,79,0
u1181196628667109377,3,7,157,378,0,1
u1853804004,169,0,18,903,65,0
u861175488,256,0,104,1104,89,1
u22495264,80,7,141,1076,64,0
u1431210701427781639,5,0,0,85,0,0
u453124512,237,59,164,1239,77,0
u1103116735111032833,43,0,0,1023,44,0
u14275261,256,14,235,1280,72,1
u1066252716,2,0,1,219,0,1
u1204445607978569729,334,4,230,1267,86,0
u3252463739,25,1,40,339,95,0
u1316765678817353728,66,1,3,1127,87,0
u1437820873113698304,1,0,0,40,0,0
u409371254,83,16,202,1136,91,1
u3294512643,76,5,133,1064,88,0
u44903491,189,34,20,287,72,1
u935152012576067585,32,7,321,1001,66,1
u19384782,46,9,1,1038,50,0
u797021529255067650,1,1,0,41,0,1
u412677577,185,3,35,659,91,1
u1214528593,159,62,461,1420,94,1
u609302983,1,5,2,221,0,0
u1129822272234106881,164,2,1,520,89,1
u1268840377001414661,2,0,10,216,0,1
u811229675758505984,144,30,1479,1400,37,0
u1386803089886220289,3,0,1,84,0,1
u768923983563591680,21,8,11,274,0,1
u1135098471793549317,287,5,146,1126,86,1
u1420665290757705730,145,2,110,544,89,1
u12035172,1,1,2,304,0,1
u2814476470,4,34,51,251,0,1
u35395142,122,3,7,962,83,0
u1186496494754385920,1,2,0,48,0,1
u942328009,4,0,0,200,0,1
u291332154,51,5,413,1252,69,1
u41609220,48,5,106,1083,79,1
u45645232,1,4,17,76,0,0
u1295715136141963267,2,11,2,4506,13,0
u221436145,2,0,0,50,0,0
u200894697,2,2,12,137,0,0
u826974719819780096,159,0,0,281,82,0
u42610203,1,0,20,120,0,1
u312855821,92,11,68,1112,63,1
u596268186,4,0,0,140,0,1
u184440525,225,2,20,1037,72,1
u845114430,204,6,108,1001,86,1
u17596622,513,40,544,1205,85,0
u352395807,133,6,38,1316,63,1
u3631755855,1,0,0,237,0,0
u1294246904847622145,54,5,86,1052,87,1
u244320702,2,2,19,244,0,0
u16054093,110,13,16,1021,92,1
u925489113578573825,90,2,46,1047,83,1
u1282877828929814529,1,0,0,203,0,1
u834787235115462658,2,1,1,202,0,1
u1044034959806222336,1,0,0,199,0,0
u3138525515,3,1,2,219,0,1
u244082406,84,1,67,995,85,0
u611788464,315,5,30,1041,94,0
u2922562563,138,4,41,1150,92,1
u594627091,3,0,0,40,0,1
u41782694,25,1,5,1012,54,0
u1176592148684247040,1,0,0,40,0,0
u1271821764,2,1,2,246,0,1
u106245943,128,0,17,400,3,1
u952636350158819328,16,4,8,417,0,0
u202590356,161,75,1330,1559,94,1
u1314000171743809538,2,0,0,41,0,1
u1023584335,128,0,7,206,62,1
u14126033,1,2,12,243,0,1
u1116643758693658624,1,0,0,200,0,0
u1283605608,1,3,0,222,0,1
u1491404708,2,1,0,45,0,1
u2359436953,166,2,5,1062,87,0
u454594498,1,0,0,38,0,0
u1560922934,1,0,2,94,0,0
u28085576,137,3,39,1035,50,0
u2896065555,102,0,2,951,86,1
u18553286,3,1,0,41,0,1
u1298377575442657281,56,1,6,1012,50,1
u18686261,1,0,0,47,0,0
u16476911,11,28,1148,774,0,1
u11856442,1,15,1,60,0,0
u110441210,111,7,359,1194,78,1
u45774142,2,2,0,68,0,1
u2771356375,1,0,6,260,0,1
u1083465257077608451,46,17,90,1180,85,0
u15786166,2,3,0,105,0,1
u2821274061,1,4,6,92,0,0
u1483355790,3,3,0,54,0,1
u19358190,2,0,0,75,0,1
u218655697,1,1,4,61,0,0
u19283137,235,1,250,1130,82,1
u1235525450732101632,6,0,51,297,0,1
u96230455,1,0,0,200,0,0
u6819732,59,8,179,1240,83,1
u19695907,1,2,3,148,0,1
u2810623552,2,3,16,219,0,1
u347299985,196,6,18,1051,93,1
u492590266,175,1,99,1042,91,1
u739359913,3,1,5,97,0,1
u67319784,175,1,222,1001,92,0
u471504594,1,7,1,206,0,1
u335699476,1,4,1,43,0,0
u19939139,1,15,10,302,0,1
u1020020229924040704,1,0,0,200,0,0
u47359057,143,15,16,1047,8,0
u1171147217698197504,1,1,0,40,0,0
u1099604355232288769,20,0,3,689,74,0
u114820052,245,1,9,994,84,0
u483707029,1,0,0,41,0,1
u383147121,1,0,1,46,0,0
u870769536513048576,1,0,0,29,0,0
u39077431,9,10,6,138,0,1
u911297187664949248,202,163,798,1363,95,1
u18290951,191,6,174,1202,91,0
u3431488572,121,1,89,1009,85,1
u1885673106,1,2,2,201,0,0
u35330981,1,7,12,291,0,0
u3308093475,4,6,2,178,0,1
u27324507,3,1,3,234,0,0
u324140951,72,0,21,1057,91,0
u753620958,102,0,11,1143,56,0
u1013971684624424960,12,28,916,873,93,1
u216939636,227,235,836,1019,50,1
u1409221789947944965,72,0,12,114,41,0
u26304269,101,6,30,1027,84,0
u277304027,39,0,7,1033,68,0
u1282751109522751490,3,0,0,41,0,1
u1243101630,86,1,2,513,90,0
u2438526396,1,0,0,240,0,0
u880506254937907200,1,1,1,40,0,1
u48008938,173,224,1674,1788,94,0
u26278755,286,2,7,1034,89,0
u1464202484252127234,18,0,1,70,0,0
u98367934,88,7,24,1033,88,1
u835594501,113,3,281,1077,59,0
u89421328,149,31,78,1099,84,0
u160526873,62,2,73,1027,91,0
u977108150166917120,29,4,396,1057,86,0
u3218244202,139,5,360,1196,74,1
u78637018,59,5,198,1000,78,0
u20946945,30,18,30,1078,68,1
u1484480460025745409,16,0,0,287,0,1
u119521385,294,15,65,1084,87,0
u16305330,1,21,17,213,0,1
u741344448,11,4,15,477,0,0
u38291189,3,0,0,81,0,1
u1085262336087257091,1,0,0,13,0,0
u2290280388,2,2,0,231,0,0
u1279699939,60,1,144,1034,74,1
u3136085708,3,0,0,40,0,0
u2817674196,163,16,43,1032,87,0
u1264252764345044993,15,3,49,851,78,1
u6981492,1,18,60,134,0,1
u798018403,11,0,0,81,0,1
u963806635272613888,39,2,37,1023,80,1
u151036681,1,2,2,149,0,1
u232065386,93,2,35,1056,86,1
u18244120,163,0,9,48,96,0
u8128442,86,5,94,1000,33,0
u736185001457287169,1,50,267,169,0,1
u295417021,3,0,8,111,0,1
u31957731,1,8,86,212,0,1
u294237969,2,0,4,159,0,1
u933295221919633408,2,0,18,194,0,1
u1160599900268191744,41,0,43,1142,92,1
u62929874,35,2,31,1171,79,1
u17539074,1,0,0,200,0,0
u31870446,132,6,146,1074,82,0
u2774388068,2,7,9,66,0,1
u1130424780677636100,1,1,3,296,0,1
u912089740853334016,153,0,1,1084,91,1
u431678165,4,1,0,218,0,1
u234559391,84,4,373,1125,87,0
u1130703085,58,7,778,1127,84,1
u126900643,1,2,1,257,0,1
u1388566177396494342,2,1,0,9,0,0
u156393470,179,9,21,1090,72,0
u283755001,7,22,69,242,0,0
u55963652,1,0,1,162,0,0
u63743833,1,4,4,206,0,0
u16363771,50,8,134,1141,74,0
u387156826,5,57,1246,991,97,1
u75885708,246,2,1,1033,84,0
u393522506,5,3,2,201,0,0
u15446531,240,38,515,1697,78,1
u1288546049431404545,1,1,0,133,0,1
u2965978042,1,0,0,109,0,1
u2570770229,52,1,4,1035,63,0
u42889753,6,0,2,229,0,0
u583233410,157,5,229,1081,63,1
u70696732,2,0,2,97,0,1
u431352436,2,2,0,269,0,1
u880165524600221697,22,0,0,986,99,0
u767892066,97,4,145,1078,67,1
u1286401543,1,3,24,206,0,1
u2159968435,3,0,0,194,0,0
u76348185,239,19,132,1092,95,0
u2511185940,2,2,0,241,0,0
u846427416473944064,82,1,15,1093,89,0
u1208765275878895617,29,5,37,1239,79,1
u706800925394997249,299,11,454,1051,79,0
u16011794,1,0,4,235,0,0
