id,followers,follower_sent,retweet,retweeted,membership,mentioned,post,like,pinned
u108621970,36,0.16600750000000003,23,315,20,343,1115,55,1
u1003913756223496192,16,-0.09549166666666668,4,150,2,21,1235,83,1
u54593950,0,,0,0,0,0,82,0,1
u855482971868069890,55,0.11825423728813558,3,415,2,84,997,89,0
u1617860070,84,0.334287356321839,0,289,1,50,1081,81,0
u65467957,82,0.2533168539325843,19,389,16,22,1014,47,1
u385185222,117,-0.01716949152542374,5,516,1,32,1038,81,0
u309826120,51,-0.009232727272727271,382,448,1,420,1126,78,0
u891735027142283264,179,0.3043661458333333,1,172,0,2,326,77,0
u125726857,155,0.24066390532544368,0,653,1,2,1010,84,0
u15173416,56,0.17495873015873015,0,302,2,8,1061,66,0
u595400360,21,0.26375652173913045,2,549,0,16,1007,81,0
u1056787369,4,0.86638,360,0,3,513,401,0,0
u243390472,86,0.23975869565217392,4,683,5,25,1020,96,0
u175875334,1,0.9929,0,0,3,11,61,0,1
u793523423775424512,195,0.27258502415458935,1,198,3,24,1052,82,0
u987358085827186688,2,0.9813000000000001,2,0,3,3,50,0,0
u711923017375473664,121,0.32386769230769225,0,642,10,11,1035,75,0
u43194755,43,0.1754408163265307,9,25,3,27,1096,70,0
u1169506909684039680,24,0.37826071428571434,91,449,0,451,1202,74,1
u416990099,85,0.20233258426966297,1,470,4,52,1015,78,0
u1958671394,39,0.07605909090909092,0,305,0,4,1006,90,1
u1410437030,184,0.3088439790575916,3,328,2,23,1014,82,0
u37924398,121,0.16372063492063488,6,247,5,48,1139,81,1
u1148681431,56,0.20786031746031752,2,247,2,37,1041,86,1
u54544628,13,0.12162,0,285,0,11,1045,61,0
u26832834,140,0.2506372549019606,49,86,44,293,1181,74,1
u113015471,120,0.23985275590551183,23,262,4,202,1009,77,1
u1192276326436220928,27,0.4964827586206896,12,137,0,32,260,87,0
u636241070,134,0.252010294117647,7,589,2,15,1043,90,0
u2215499786,59,0.26429393939393947,9,424,4,280,1299,71,1
u705539763349164032,108,0.2676143999999999,915,305,142,1570,1911,99,1
u4682100312,45,0.41184615384615386,61,557,11,580,1330,95,0
u705392995298717697,86,0.16267741935483873,14,414,3,15,1056,84,1
u18244120,102,0.2008452830188679,4,16,0,9,48,96,0
u1185613800839503873,145,0.27605555555555555,17,50,0,36,534,88,0
u583037034,141,0.2692628048780488,4,428,0,35,867,91,1
u848606882587693061,168,0.27894559585492223,15,128,2,38,360,90,0
u1704336470,82,0.13309042553191489,5,228,0,12,563,89,1
u225895485,143,0.1657165644171779,16,165,4,39,1022,87,1
u15640653,1,0.9966,1,0,3,1,358,0,1
u14368074,108,0.1571094827586207,34,566,26,311,1366,58,1
u6186292,52,0.3088910714285714,4,103,7,28,1030,85,0
u278020492,48,0.09657142857142852,7,264,2,82,1021,85,1
u16975270,194,0.030369306930693063,4,113,2,34,1104,95,1
u145766841,198,0.1508819047619047,9,305,2,21,1016,91,1
u14789042,60,0.27026315789473676,1,561,35,49,1126,68,1
u548264245,28,0.1436607142857143,0,83,0,0,1000,59,0
u902136640352776192,1,0.8848,0,0,0,0,90,0,0
u272442200,121,0.13911384615384617,0,371,10,6,1143,51,0
u210820145,162,-0.038893373493975904,0,514,5,3,1005,83,1
u828160430,15,0.09929333333333333,7,0,4,24,224,0,0
u7025662,24,0.21207333333333328,6,75,5,50,1006,81,0
u1082232363302731776,109,0.21829333333333326,15,576,7,203,1044,90,1
u203250712,145,0.2492436241610737,4,767,2,35,1042,95,1
u16060248,108,0.2809515151515151,23,626,16,394,1410,95,1
u5402612,433,0.17111515789473689,143,76,111,363,1157,0,0
u116132819,50,0.32964027777777766,5,757,4,9,1372,95,0
u1093527024726089728,4,0.496,0,0,0,1,78,0,0
u17593700,221,0.33791739130434784,0,536,1,1,1004,89,1
u454127006,102,0.38361578947368424,0,565,5,60,992,84,0
u599110887,30,0.3335129032258065,0,197,0,0,1020,92,0
u170166816,56,0.1122741379310345,15,171,2,121,1065,81,1
u1298143076,23,0.3141391304347826,0,373,0,1,1007,92,1
u211846493,40,-0.08472142857142856,0,296,0,0,597,95,0
u355157275,55,0.07759032258064517,1,20,0,6,1009,77,0
u54804436,83,0.3358321428571429,1,695,0,5,981,73,0
u1421638262,158,0.1979058139534884,0,117,1,13,1022,85,1
u1903560060,213,0.26410123456790113,5,230,3,8,1008,90,0
u851935440,117,0.17538253968253958,0,694,1,4,1051,82,1
u2856963192,15,-0.09344000000000001,0,199,0,0,641,88,0
u250881564,34,0.2378470588235294,0,372,0,0,886,88,1
u89213111,54,0.1698037037037037,0,413,0,3,996,92,1
u49263611,95,0.3675166666666668,0,974,0,0,1065,97,0
u2302407500,40,0.13287906976744185,1,473,0,8,979,59,0
u3006318438,21,0.25030952380952376,0,36,0,19,956,81,1
u1530378877,162,0.4861708333333335,2,262,0,47,832,80,1
u21694354,3,-0.31863333333333327,0,0,0,6,178,0,0
u7119702,30,0.027036666666666643,1,100,2,33,1010,73,1
u16417874,48,0.06336470588235293,2,335,1,10,1046,92,0
u2240322455,73,0.2669027027027028,2,648,0,5,996,65,0
u14962763,112,0.23492619047619048,6,51,9,49,1113,71,1
u394812303,28,0.19233103448275857,0,4,0,0,1001,34,0
u3287999704,277,0.19594684385382055,107,556,13,258,1122,79,1
u19419146,147,0.3016524861878453,0,141,0,0,1006,43,1
u1682312826,47,0.07163518518518519,0,336,0,19,1080,42,1
u2193100156,317,0.23942756598240458,19,239,8,60,998,95,1
u794194936740646912,40,0.30352727272727265,31,384,0,14,993,76,1
u547871798,176,0.1648531578947368,49,618,7,128,1074,95,1
u16630098,60,0.2376772727272728,20,153,20,210,1142,59,1
u712012171031420928,132,0.10303537414965988,51,195,19,93,1025,97,1
u450184256,72,0.18883205128205124,3,383,2,16,1045,89,0
u159222433,292,-0.1190079734219269,14,563,0,15,1214,91,1
u47837509,28,0.33087812499999997,17,0,1,29,67,0,1
u149627584,177,0.26312422680412373,32,43,20,88,1052,91,0
u238574194,94,0.19396999999999998,0,461,1,6,968,92,0
u38897222,171,0.2256857894736842,4,106,4,21,996,92,1
u492808309,189,0.15993284313725484,2,61,5,16,178,93,0
u16520284,196,0.26602811059907827,37,167,11,95,1003,94,0
u304625630,48,0.23668039215686282,0,877,0,0,988,100,0
u1409079091278528513,275,-0.09865312500000004,22,137,0,29,1322,71,1
u22380631,96,0.3800196078431373,0,314,1,2,999,75,1
u232396491,88,0.27115638297872324,0,514,0,2,1110,82,0
u1633142401,89,0.41341063829787233,4,497,1,5,1003,80,0
u1085641282175741952,42,0.22683111111111118,3,274,0,621,1017,76,1
u1106209087,345,-0.14325833333333343,3,754,1,7,1173,92,1
u1246421,105,0.2031612612612613,3,239,40,55,1336,90,0
u15160540,169,0.25686477272727265,1,434,16,185,1024,71,1
u776450766710136832,90,0.11280865384615384,5,281,4,37,1069,93,0
u19352314,2,0.19979999999999998,0,0,0,0,278,0,0
u49567800,8,0.35742222222222225,12,6,88,34,1036,62,0
u278506592,89,0.2806030927835053,110,423,4,506,1142,78,1
u607698782,95,0.1247343434343435,14,21,1,72,1284,63,0
u348591850,8,-0.5093099999999999,0,0,0,1,324,0,1
u517738272,130,0.04186879432624113,46,533,6,276,1031,81,1
u1330462951090900994,235,-0.1332161943319839,20,140,0,71,1376,89,0
u813176796854231040,436,-0.16140502183406114,0,803,0,1,1080,76,0
u521747968,184,0.17789898989899003,123,498,13,568,1121,88,1
u26817317,34,0.2795472222222222,268,76,4,678,1047,74,0
u3228486315,151,0.20977804878048786,15,181,4,60,992,94,1
u927837253,187,0.24246372549019624,154,262,14,409,1238,95,1
u1584137959,261,0.26158007117437704,49,449,15,176,1281,84,1
u2938624672,137,0.2833433333333334,92,126,4,330,1075,87,0
u3344897053,101,0.2872393700787403,117,407,6,168,1116,92,0
u360540433,191,0.19564036697247703,34,332,6,74,1106,91,1
u14351515,218,0.19639957983193274,71,493,12,175,1082,93,1
u560473379,129,0.2245839416058394,25,58,14,102,1014,79,0
u2448534947,144,0.24275064102564095,1,188,3,13,348,96,1
u705850200473010178,247,0.2753095057034219,119,214,82,393,1315,90,1
u190138220,239,0.2710037174721191,61,190,34,377,1078,99,0
u27503534,200,0.28718058252427187,4,711,0,15,1019,94,1
u162535413,227,0.24802904564315356,122,179,40,275,1075,98,0
u1142890104853106688,152,0.2515618750000001,13,70,1,35,1151,90,0
u857722144809246722,105,0.1481770642201835,2,181,1,8,884,94,1
u2905559096,48,0.3065420000000001,1,143,0,5,1030,85,0
u25531757,130,0.27138129496402863,3,300,1,14,1044,73,0
u40854900,115,0.22096833333333327,7,140,11,47,1140,72,1
u1030528615,208,0.16793686635944718,1,452,0,14,887,84,1
u41210876,46,0.06872599999999998,3,129,3,80,1066,78,0
u1328404705249255426,33,0.2746583333333334,0,964,0,0,1038,94,0
u541274088,14,0.20300624999999994,0,570,0,55,1006,83,0
u968713427924418562,122,0.1944931818181819,2,672,5,30,1066,82,1
u988223928513585152,220,0.267074458874459,5,366,3,22,706,92,0
u602142693,211,0.11135110132158586,59,145,2,28,1010,92,1
u48461211,38,-0.04219749999999999,0,291,0,1,986,78,1
u777648349,123,0.2518582089552238,3,776,0,8,1001,87,1
u854606864,0,,0,0,0,1,133,0,0
u1230462958020460544,106,0.09349561403508773,2,135,1,44,1118,87,1
u91583544,17,-0.30880555555555556,21,0,1,80,448,0,1
u2182641,71,0.1855789473684211,116,330,27,212,1117,40,1
u228613694,2,0.9143333333333333,1,0,1,3,57,0,0
u144553035,77,0.12819629629629634,66,59,6,90,1079,58,1
u30027900,122,0.19402255639097743,18,134,7,68,1027,93,1
u912795180,63,0.1863649350649351,1,54,0,3,1001,82,1
u376618837,100,0.17542190476190483,2,24,13,6,1082,93,1
u528898231,1,-0.966,0,0,1,0,62,0,1
u291914022,103,0.07708571428571429,19,560,0,19,1003,69,1
u950586151810818048,118,0.24484881889763777,4,181,5,77,1011,85,0
u925489113578573825,133,0.12112447552447554,20,375,2,46,1047,83,1
u23973450,200,0.16999441860465106,13,592,7,50,1020,91,1
u4859777525,245,0.15276156862745097,18,339,4,33,1121,89,1
u1301625199843061762,166,-0.08612142857142857,8,13,1,14,1089,68,0
u1334599365453758469,157,0.2461367088607595,1,11,5,15,22,0,0
u2577154123,7,0.1472571428571429,0,0,1,3,202,0,1
u31855697,162,0.40912311827956976,2,283,1,39,999,84,0
u556379155,68,0.28282,3,224,1,32,1047,84,0
u1303151450462334977,1,0.035750000000000004,0,0,0,0,40,0,0
u956674177033015296,88,0.1538211111111111,2,21,0,10,1089,69,1
u702264372115038208,42,0.07139302325581398,1,157,0,21,370,78,1
u15522308,77,0.050649999999999966,20,206,6,86,1022,60,1
u232065386,180,0.22225602094240826,8,503,2,35,1056,86,1
u21827845,1,0.4911,2,0,0,2,322,0,1
u919166336,72,0.23209220779220782,0,689,0,28,1004,86,0
u123204019,2,0.8357,4,0,0,14,74,0,1
u42843031,239,0.26914918699186985,0,430,1,9,996,77,1
u130215899,94,0.18810918367346932,1,294,1,92,1062,84,0
u15377918,50,0.06924827586206898,103,177,0,222,1033,96,0
u22069326,58,0.23044754098360656,11,654,2,77,1006,78,0
u275567659,44,0.3765425531914893,3,273,5,137,999,45,1
u296391169,127,0.1985472868217055,2,189,7,10,1033,85,1
u4777814309,152,0.25377987421383646,12,571,1,26,1006,94,1
u2225963280,150,0.20707612903225808,2,50,3,21,1027,90,0
u1232773000627396608,40,0.33570731707317064,2,51,0,8,207,64,1
u497785860,1,0.9381,1,0,0,1,138,0,1
u1260212055468105730,23,0.276856,0,41,0,0,198,79,0
u130496027,163,0.1148244186046512,129,425,19,335,1238,45,1
u63147879,106,-0.002506249999999997,0,70,3,11,1046,93,0
u2461968937,30,-0.08837647058823528,1,117,0,1,1148,90,1
u1115300101105291267,0,,0,0,0,0,33,0,0
u2433368432,132,0.19060642857142854,5,258,2,32,1052,82,1
u62929874,61,0.2008873015873015,5,332,2,31,1171,79,1
u54279179,125,0.2610969696969696,38,104,15,39,1012,84,1
u36991951,121,0.13796259541984732,6,643,8,28,986,86,1
u1154220907,24,0.17483703703703707,5,164,1,21,543,5,0
u1543538496,5,0.29988000000000004,2,0,1,2,46,0,0
u871748613260673024,152,0.24930306748466247,220,470,3,251,1028,87,0
u123427141,172,0.17988176795580113,12,394,2,38,1109,86,0
u365045155,138,0.3634251748251746,2,533,2,141,995,77,1
u48230437,143,0.3574474358974359,8,395,0,48,1064,65,1
u28023025,178,0.25021093749999995,4,117,20,14,1164,64,1
u156611885,172,0.3354215053763442,11,121,3,26,1095,86,1
u1924484352,155,0.3709144508670518,80,492,20,423,1031,94,0
u741647832415756292,64,0.26292769230769236,0,36,0,4,258,83,1
u2418383227,140,0.24027266666666658,20,597,8,92,1039,77,1
u9953752,107,0.31981130434782595,3,306,0,10,839,87,1
u1103959473058734080,209,0.22498577981651374,5,138,0,31,614,91,1
u73310442,133,0.262113103448276,11,92,20,15,1019,83,0
u15312631,25,0.03199230769230769,1,185,3,174,1006,72,1
u87707239,20,0.188,8,247,11,72,1040,61,0
u897060827316072448,207,0.24599495798319324,177,362,25,393,1015,91,0
u2336873018,19,0.11719090909090908,3,2,1,3,1155,6,0
u447342992,93,0.11669587628865981,0,220,1,1,1068,77,1
u91334387,96,0.12946100000000002,0,667,3,1,1035,89,1
u1451559208214741012,371,-0.1569849350649351,0,163,0,3,1125,82,0
u154768652,293,0.21109679487179484,18,253,5,72,476,92,0
u2647375500,274,0.15123883161512028,14,113,2,79,270,88,0
u1217628182611927040,142,0.15698525641025646,66,231,7,175,1140,96,0
u351432837,291,0.17310854430379755,8,551,1,43,1129,83,0
u22385548,219,0.24842801724137936,59,347,51,131,1006,93,0
u3363584909,235,0.31942799999999977,169,39,39,488,1499,74,1
u626950830,152,0.20273508771929838,17,50,14,61,346,88,1
u705457285640884224,2,0.96515,21,0,0,174,78,0,0
u23886144,60,0.16105846153846154,0,416,2,226,1086,79,1
u1374402131281678344,22,0.04445652173913044,0,63,0,1,1107,70,1
u189068159,16,0.1370526315789474,9,48,2,32,1009,47,0
u1336257586786603010,28,0.02850000000000002,0,5,0,4,303,84,0
u10264542,164,0.29306647398843927,1,816,1,3,997,89,0
u2750548111,288,0.2299433333333332,8,162,1,91,1109,85,1
u19932770,74,0.022601249999999982,5,51,8,9,1147,76,0
u1092363299755311106,77,0.3699756097560977,0,17,0,2,239,76,0
u1229987897467719680,96,0.24435686274509802,0,290,1,10,1040,72,1
u473190579,78,0.19267590361445783,2,35,1,9,1053,91,0
u876991383093075972,207,0.24994112149532707,1,232,0,12,920,81,1
u1102052803638255617,199,0.2365121951219512,4,486,3,9,1009,92,1
u43939164,75,-0.012344303797468368,0,92,0,6,1034,55,1
u546427546,119,0.1274271317829457,31,80,9,66,1021,95,1
u19576639,65,0.05584615384615387,0,10,2,1,1070,82,1
u161455525,36,0.3080131578947369,85,0,16,150,449,0,1
u1045748604,136,0.14452949640287768,0,742,6,32,892,97,0
u36515907,178,0.3455736318407961,61,401,34,195,1065,90,1
u40281983,164,0.2711028901734104,73,190,10,262,1192,81,0
u2344076851,124,0.17838582677165354,26,294,3,63,1051,86,1
u39451990,128,0.24649703703703707,0,38,0,16,103,88,0
u2462436602,205,0.27987302325581376,39,464,6,133,837,91,1
u87316632,176,0.0807817708333334,84,553,15,197,1171,92,1
u252618624,180,0.22310051282051277,9,376,15,71,1007,91,1
u1009248690,108,0.43131102362204726,0,63,2,8,226,82,0
u304856046,124,0.1099,2,292,2,8,1020,86,1
u109538525,134,0.2846557971014494,2,473,2,21,1104,90,0
u57744357,0,,0,0,0,0,200,0,0
u144090338,104,-0.07662499999999998,12,124,1,15,1417,83,0
u2280672794,37,0.07164999999999996,3,171,3,78,1171,62,1
u93135635,3,0.7308,2,0,0,2,42,0,1
u795890560884244480,151,0.17645375000000008,10,388,2,26,1005,94,0
u119155159,157,-0.02909748427672955,2,117,6,5,1247,86,1
u37564255,67,0.11081756756756757,3,108,7,8,1029,73,0
u104604540,91,0.3339663043478262,16,297,8,358,1083,90,0
u38177845,64,0.2029591549295775,5,121,2,713,1045,79,0
u2780850314,135,0.2237042553191489,3,279,3,4,999,89,0
u135647562,61,0.25477631578947363,20,454,3,138,1059,83,0
u242490547,87,0.08899042553191486,2,270,0,68,1014,61,0
u2878552400,178,0.25001190476190477,7,176,8,68,1006,91,1
u936188223273013248,25,0.39627931034482755,0,174,2,11,198,93,0
u14986849,152,0.3089253012048193,33,88,17,88,991,85,1
u45827605,211,0.23895221238938055,4,534,1,42,1006,91,1
u932847441316999169,140,0.2316306249999999,7,616,3,67,1009,91,1
u1009495181882773506,188,0.15610097560975614,18,12,3,35,98,94,0
u1088089771631669248,87,0.4213948453608248,52,705,21,162,1079,81,1
u58788614,96,0.2676557692307692,1,2,2,2,1010,74,0
u1194006560,179,0.20036842105263147,41,435,15,112,1038,96,1
u2357514375,102,0.10394504504504504,6,834,1,55,1003,8,0
u1058971,11,0.6852272727272728,4,0,8,46,344,0,0
u1192145896710066177,23,0.5176217391304347,0,15,0,1,117,73,0
u1462928144848101378,6,0.2698875,0,7,0,0,35,83,0
u3318185437,192,0.18266195121951223,6,274,0,40,821,84,1
u793558143653511169,121,0.2793821705426356,4,233,2,25,1030,81,1
u24939988,120,0.3784084615384616,0,696,4,13,1015,91,0
u905858906513133569,96,0.31837981651376146,62,16,1,79,1083,12,1
u751225243,12,-0.012057142857142848,1,213,0,161,999,78,0
u20843579,0,,0,0,0,0,200,0,0
u15608380,148,0.024092207792207773,12,366,8,53,1424,79,1
u1168089222156345344,1,-0.8825,0,0,0,0,41,0,1
u1963617619,95,0.32280857142857133,12,56,13,42,1030,73,0
u14207787,83,0.10775000000000001,2,36,1,20,1130,97,1
u17051310,3,0.3261,0,0,1,0,62,0,1
u3995717735,201,0.31545639810426523,13,553,1,30,1040,94,1
u1389232927154884610,58,0.054856060606060617,0,833,1,10,1382,75,1
u14361941,28,-0.04024687500000004,7,628,1,15,1019,96,0
u808623855497379840,56,0.26836315789473686,0,411,0,1,562,83,1
u1050477648546168832,149,0.2931149068322982,5,60,1,20,183,97,0
u1050744221714460672,37,0.2903162162162163,0,873,1,0,982,79,0
u4890000754,180,0.14569230769230776,4,770,13,25,1010,93,1
u2198738964,1,0.8687,0,0,1,0,219,0,0
u783061931334766596,181,0.15928697916666662,31,329,3,45,1133,93,1
u2232848496,136,0.19166978417266184,17,68,2,37,1063,91,1
u1548721730,167,0.22928820224719093,16,298,13,52,938,98,0
u225882083,82,0.17361647058823523,12,459,0,23,994,77,1
u1014178538,1,0.9003,0,0,0,0,198,0,0
u309525127,8,-0.25179999999999997,0,120,0,0,675,65,0
u1370326026,50,-0.007526000000000008,0,120,0,1,1121,77,0
u35034750,382,-0.14385792079207924,0,182,0,4,1056,85,0
u21627660,1,0.9838,0,0,0,3,204,0,0
u20708202,48,0.1823941176470588,10,648,9,26,1022,90,1
u847801154473996288,125,0.19319064748201448,27,217,9,120,1123,79,1
u1941623911,0,,0,0,0,0,200,0,0
u16227629,173,0.1715254237288137,4,362,26,77,1012,87,1
u21724904,67,0.18726811594202902,10,158,35,17,1322,71,0
u296316503,154,0.07451204819277112,4,130,8,10,1112,81,1
u901303999529312256,150,0.3391887573964496,9,162,3,20,660,97,0
u788533935886077952,138,0.19742919254658373,29,3,12,53,104,98,0
u928301283034914817,123,0.13208732394366202,5,161,2,36,802,94,1
u3422200198,103,0.12656929824561403,117,609,42,593,1059,90,1
u44771048,72,0.30605063291139234,5,308,18,29,1014,90,0
u38254620,57,0.054125000000000006,4,316,21,306,1008,76,1
u284333988,68,0.22489358974358972,52,64,6,108,1078,84,1
u3129849557,6,0.19986666666666666,28,0,5,65,78,0,0
u119521385,28,0.4888290322580645,8,306,15,65,1084,87,0
u1129822272234106881,82,0.19702289156626507,0,246,2,1,520,89,1
u374208504,137,0.13199568345323737,1,108,2,22,564,83,0
u14150274,54,0.18295614035087718,0,40,3,11,1051,93,1
u14299324,57,0.14684137931034483,0,417,2,6,1108,83,0
u525474737,19,0.23424500000000004,0,192,0,260,987,36,0
u2502019975,116,0.36304609374999997,28,393,68,151,1010,84,1
u10078,146,0.4045647798742139,94,322,61,470,1047,93,1
u60642052,100,0.42951603773584907,204,15,53,615,1525,57,1
u794815,83,0.31481595744680846,638,367,54,1075,1645,58,1
u64844802,149,0.3320819875776398,20,539,46,473,1076,66,0
u183749519,240,0.3496505747126436,383,153,108,791,1837,78,0
u3134039644,183,0.29864793814432994,25,333,17,64,1056,89,0
u873847190,46,0.15038750000000004,0,431,2,120,978,54,0
u1111325763809304578,20,0.306055,73,0,5,242,265,0,1
u1144693789371576325,161,0.21774882352941163,4,146,2,18,335,86,0
u94425877,229,0.246155462184874,10,567,3,14,999,95,1
u2427351685,160,0.13965714285714287,103,311,12,216,1150,93,1
u796798652102668289,312,0.27720420420420416,16,844,3,51,1020,96,0
u59886644,178,0.31941871657754,2,274,0,18,998,74,1
u844872419479359489,160,0.3056029761904761,5,259,3,14,411,91,1
u722750684827758592,113,0.18358114754098365,0,306,1,23,792,28,0
u93881354,231,0.2408056451612902,20,467,10,74,1010,96,0
u3429057748,196,0.27701940298507455,4,499,3,11,803,88,0
u50275521,74,0.10024025974025977,1,501,2,3,1011,71,0
u826592275375460355,141,0.2897877551020408,1,484,1,9,997,84,0
u230366837,53,0.07645789473684211,3,595,3,117,1065,75,1
u804100399,37,0.1795487179487179,2,204,0,434,1016,95,1
u23102054,81,-0.06380898876404496,7,322,8,107,1046,79,1
u384987164,149,0.23360496894409946,0,383,0,2,1044,82,1
u50085192,59,0.26318636363636366,19,2,1,70,1034,76,1
u31202482,31,0.35882,0,83,1,3,738,81,0
u18050674,112,0.35122743362831843,3,122,5,498,1003,83,1
u744613,52,0.27935925925925925,0,396,1,8,945,77,0
u1360596941378367493,0,,0,0,0,0,40,0,0
u1299149097597890561,0,,0,0,1,1,45,0,1
u25776739,92,0.24567129629629622,2,234,3,8,1176,94,1
u573008977,0,,0,0,0,0,199,0,0
u246575950,39,0.2799439024390244,1,207,2,99,1033,69,0
u420594273,291,0.1571356666666666,2,657,1,26,1062,96,1
u19671793,93,0.17725578947368426,0,757,4,16,1006,89,0
u894982813853863938,39,-0.04365116279069766,0,422,1,1,1081,74,1
u20437286,83,0.3831299999999998,503,268,31,637,1500,72,0
u3197017998,76,0.011930379746835446,2,369,4,48,1013,83,1
u2533386684,2,0.9298500000000001,0,0,2,0,65,0,0
u1086088869194412032,14,0.36496428571428574,0,11,0,2,165,72,0
u171835605,118,0.045335772357723576,0,438,3,4,1000,73,0
u1331049750,130,-0.10516865671641784,0,741,4,1,1158,69,0
u2475151315,2,-0.9465,1,0,0,1,329,0,1
u1145412069866364928,114,0.09119572649572645,22,657,4,101,1079,72,1
u92764064,145,0.21814909090909085,51,919,6,258,1171,93,0
u200226529,50,0.49367068965517225,3,0,2,2,1113,41,0
u334282483,3,0.49625,2,0,2,12,57,0,1
u122369320,175,0.2647097826086956,0,279,1,28,1076,75,0
u3233891354,164,0.13507182320441993,13,76,13,90,1241,84,1
u896004494433161216,5,0.7441285714285714,1,0,4,41,42,0,0
u183333374,194,0.2573446601941748,0,486,4,10,989,90,0
u103699065,2,0.14065,0,0,2,0,195,0,0
u12425912,101,0.17731886792452822,1,378,4,7,982,78,0
u106165896,0,,0,0,2,0,64,0,1
u2156874201,18,-0.5109777777777778,2,0,0,6,487,0,0
u346138040,2,0.9927,1,0,1,2,127,0,0
u2911639526,1,0.9459,0,0,0,0,197,0,0
u1466829387601375233,51,0.14170892857142856,1,297,0,27,1176,92,1
u42664672,84,0.309290425531915,2,0,4,95,1115,33,0
u75882028,164,0.21465363128491613,32,438,2,71,1033,87,0
u776085967992152064,41,0.24391627906976748,1,313,0,60,1000,84,0
u59574994,187,0.4441487046632126,6,613,12,75,1038,82,0
u2358270308,72,0.08508205128205128,2,95,2,16,1079,89,0
u2253206665,46,0.1931527272727273,7,421,17,172,1020,82,1
u1587676982,1,0.9905,2,0,0,7,209,0,0
u148458639,9,-0.07089999999999999,0,178,0,4,965,65,0
u333593924,59,0.3052403225806452,0,418,0,4,1007,80,0
u1285489951270993920,326,-0.07599732937685462,3,392,0,32,1067,64,0
