id,followers,membership,mentioned,post,like,pinned
u1454162358700593155,11,0,0,228,0,0
u312261963,1,0,1,42,0,0
u929286667143225345,1,0,0,73,0,0
u1189994898965045253,1,0,6,43,0,0
u544530695,1,0,0,34,0,0
u963910847960510464,5,0,11,61,0,1
u1259339741796810752,2,2,45,48,0,1
u888053159070978053,3,0,0,88,0,1
u71321997,1,0,0,200,0,0
u1354881977837490180,1,2,42,49,0,0
u63275809,1,0,0,40,0,0
u1438185089049841666,3,0,0,40,0,0
u795029,2,5,2,61,0,0
u859398229485662211,3,4,67,173,0,0
u986652796685398016,2,1,2,205,0,0
u1128434115383001088,1,0,0,121,0,1
u1310098210187214849,1,0,1,23,0,1
u1356288213254434821,3,0,12,42,0,0
u1481409823254192130,2,0,0,110,0,0
u18182448,1,0,0,204,0,0
u1317590795810078721,1,1,0,60,0,0
u857923010501758976,4,1,20,230,0,1
u3223065699,1,0,0,196,0,1
u22781250,1,0,2,45,0,0
u19345116,8,1,0,198,0,1
u952176619522871297,8,0,0,4,0,0
u974666522,1,1,3,203,0,0
u2221928046,1,1,19,119,0,0
u959464112035061760,1,0,0,40,0,0
u1314584206069170178,3,0,13,60,0,0
u95487791,1,1,2,42,0,0
u929731178223095810,5,4,9,206,0,0
u710708121363046400,3,0,0,62,0,0
u1104003790888468480,7,0,0,123,0,1
u3004289409,5,0,0,204,0,1
u2321198391,1,0,0,40,0,1
u1455951327163559944,1,0,0,200,0,0
u1195752995763445766,1,0,4,279,0,1
u1111247717005750272,0,0,0,133,0,1
u237051101,2,0,1,180,0,0
u1083071113201049601,3,0,3,43,0,0
u742558727975239680,1,0,0,40,0,0
u1263854591269109760,1,0,2,43,0,0
u37537444,1,0,0,190,0,0
u95855933,1,0,141,290,0,1
u1091341746649341952,1,0,0,199,0,1
u534525034,3,0,1,55,0,1
u209688755,1,0,2,209,0,0
u2363110584,1,0,0,40,0,0
u164055955,3,1,0,40,0,1
u39207730,1,0,9,202,0,0
u1562932009,2,1,1,42,0,0
u1189942240082161664,1,0,0,41,0,1
u19443178,1,0,8,55,0,0
u1103715945426702337,1,1,6,326,0,1
u1004441151926165504,1,0,0,34,0,0
u1338490343654907904,1,0,26,52,0,1
u1458585625,0,0,0,39,0,1
u2875721051,2,0,0,83,0,0
u1271411605427888130,1,0,0,30,0,0
u787891940,1,0,0,200,0,0
u2728096128,1,0,0,242,0,0
u1353020036269494272,1,1,0,65,0,0
u342621043,2,0,0,131,0,0
u3685835475,1,0,0,199,0,0
u1006042790395080704,1,0,0,40,0,0
u1354962570990350345,1,0,2,38,0,1
u1264185769629024256,0,0,1,201,0,0
u875815659917193217,2,0,8,46,0,0
u1029267605301809152,0,0,1,40,0,1
u1288826817516916738,1,0,0,81,0,0
u1125651419967651840,3,0,0,38,0,0
u4660366128,1,0,0,189,0,1
u1346879068990484482,2,0,0,213,0,0
u940286402767589376,4,4,35,79,0,1
u885177507107962880,2,0,2,42,0,0
u2338417388,1,0,7,54,0,0
u618303306,5,6,22,181,0,1
u2897704362,2,0,1,46,0,0
u216212166,1,0,0,76,0,0
u1123650150411292672,1,0,0,69,0,1
u1413508392371425282,12,2,5,271,0,0
u993797926232186882,0,1,1,41,0,0
u383664829,1,0,0,19,0,0
u2570920968,1,0,0,126,0,1
u1275694049731674116,1,0,1,25,0,0
u2721835567,1,1,14,42,0,0
u409557899,2,3,4,42,0,0
u776758103048060929,19,7,4,226,0,1
u1339941051767918593,1,0,0,198,0,0
u1152659586010230784,1,0,6,45,0,0
u107699384,3,0,1,200,0,1
u1216407955677044738,6,0,0,8,0,0
u712048561639141376,1,0,0,40,0,0
u215539498,1,0,50,81,0,0
u211688606,1,0,0,213,0,0
u188361752,1,3,0,40,0,0
u1128703380577296384,1,0,1,209,0,1
u1110158679368757250,1,0,1,40,0,1
u951164115313143808,1,0,0,40,0,0
u697736460242448385,3,0,6,40,0,0
u1368710169257906176,2,0,0,40,0,0
u329917379,1,0,0,185,0,0
u1133795776205905921,1,0,0,200,0,0
u1199181276508495873,1,0,0,8,0,0
u720730479083671552,5,7,19,89,0,0
u766919942709141504,3,0,0,215,0,0
u1280159107383791617,2,0,0,83,0,0
u402845798,1,5,3,42,0,0
u2420962992,1,0,11,46,0,0
u1374034276706963457,1,0,0,43,0,0
u1348974884051972101,63,0,0,1037,89,0
u1338897947518525440,15,0,1,45,0,1
u1262330719008849920,1,0,0,21,0,0
u1250909932385382408,1,0,0,196,0,0
u980789418796748806,1,1,0,41,0,1
u1318588554252066816,1,0,102,123,0,1
u1186732003757965312,1,0,5,50,0,1
u961495547357089792,0,0,15,281,0,1
u459594454,1,0,0,39,0,1
u1113139672014831616,0,0,0,25,0,0
u1289145816,1,0,1,63,0,0
u217223484,1,0,0,198,0,0
u3817028057,3,0,3,209,0,0
u1193958795552133123,2,0,0,240,0,0
u992382932571607042,2,0,1,202,0,0
u1105452770079981568,1,1,0,40,0,0
u1613522221,4,1,241,153,0,1
u130448374,1,1,0,199,0,0
u3273261744,1,3,1,203,0,1
u1034126483231522816,4,0,0,42,0,1
u958044026485248000,1,0,0,40,0,0
u1117890978650775552,1,0,1,46,0,1
u937467860,1,29,43,284,0,0
u1369830392581259265,34,3,9,552,68,1
u1459318232666492932,1,0,0,40,0,1
u1082142805495971840,3,0,0,207,0,0
u947780684566765568,1,0,0,227,0,0
u837094521997447168,5,0,0,197,0,0
u942128313606254597,5,3,21,45,0,0
u706794811949342720,1,0,0,198,0,0
u1101589742,1,1,0,40,0,0
u1372848357635416066,1,1,1,161,0,0
u117461350,4,4,0,90,0,0
u2296045452,1,0,0,239,0,0
u780116074293448705,0,0,0,40,0,0
u858328681,2,0,0,200,0,1
u501988333,230,0,1,1014,59,1
u1318157022831980546,3,0,2,11,0,0
u929153890590822400,0,0,0,40,0,0
u42492226,1,0,0,208,0,0
u1332464886979452928,2,0,1,150,0,0
u1409644797812486145,4,0,0,222,0,0
u1269109234895069185,11,1,1,235,0,1
u1264514658200739840,1,1,4,115,0,0
u3041574341,2,0,0,40,0,0
u2205210260,14,0,6,933,89,0
u200393996,1,0,0,40,0,1
u1365325922157658117,2,0,0,168,0,0
u1236837823,1,2,0,209,0,0
u1254102303021453313,1,1,7,23,0,0
u1369571925408837632,61,0,0,408,83,0
u1293293568329752577,3,0,1,78,0,0
u3732121277,1,0,0,198,0,0
u781578254108991488,18,5,13,322,0,1
u3165038153,11,3,0,73,0,1
u738658474884800512,3,1,1,51,0,0
u3219670842,0,0,0,190,0,0
u1452719737503367169,1,0,0,165,0,0
u904902871854059520,1,0,0,203,0,0
u226047559,13,0,0,200,0,0
u844587540149682181,2,0,0,200,0,0
u1241969388187578368,1,4,15,46,0,1
u389311984,1,1,0,200,0,0
u1547835948,1,0,0,200,0,0
u1335763156761657346,3,0,0,207,0,0
u1306716921845420037,1,0,0,35,0,0
u17030810,1,0,0,9,0,0
u1011751109344587776,2,0,22,65,0,1
u1375127026840039424,6,0,19,177,0,1
u21481791,3,0,0,41,0,0
u1284618404,1,0,0,201,0,1
u1107686334456647680,1,0,0,61,0,0
u14346782,2,0,0,173,0,0
u343783922,0,0,0,164,0,0
u1301814490569285634,3,3,9,70,0,1
u234661204,1,0,0,201,0,0
u3097468527,2,0,0,40,0,0
u1475655528,3,3,4,204,0,0
u1436430290,5,1,2,40,0,1
u912986919734321152,1,0,0,40,0,0
u953254493654831105,4,0,0,41,0,1
u451656897,1,0,0,178,0,0
u1439543112179847172,1,0,0,200,0,0
u1614871634,7,0,10,342,0,0
u1282415287321735174,1,1,0,238,0,1
u1228690950085578752,0,0,2,215,0,1
u1432045521229783040,1,0,0,4,0,0
u594596295,2,0,0,199,0,0
u336298191,1,0,0,121,0,1
u751114418910552066,1,0,1,245,0,0
u1392398196,2,1,7,255,0,1
u1241128889247817740,1,0,0,200,0,0
u2546241516,1,4,8,223,0,1
u1108673098281152512,1,0,0,40,0,0
u1104349490880884742,1,0,0,200,0,0
u743290282003701760,1,0,0,40,0,0
u2357835259,4,2,2,346,0,1
u68507873,1,0,0,51,0,0
u1481824555,6,0,0,205,0,0
u1144650807922626561,2,2,0,75,0,0
u1279769320709656578,1,0,0,136,0,0
u1443282490844667910,1,0,0,128,0,0
u968790785133981696,1,0,0,40,0,0
u993345655203491840,1,0,3,40,0,0
u1461532657452343301,1,0,0,14,0,0
u1057002687210967041,1,0,0,40,0,0
u1250044919596679169,3,0,0,207,0,0
u956502772035346433,1,0,0,42,0,0
u806297631144157184,1,0,4,50,0,0
u237803390,1,1,0,72,0,1
u800887011422785536,1,2,0,238,0,1
u1429216346689228800,6,0,0,148,0,1
u1254770762558423040,1,0,0,40,0,0
u363635837,1,3,0,124,0,1
u1106494466855223296,2,0,39,97,0,0
u1328373048106487809,3,0,0,205,0,1
u1235830521457860609,1,0,0,62,0,0
u214858616,1,0,6,91,0,1
u3400969767,0,0,1,52,0,0
u2990607063,12,4,10,288,0,0
u84288053,2,0,0,202,0,0
u964676197836820481,1,0,2,201,0,0
u757994457409003520,4,0,0,23,0,0
u14324215,2,1,0,205,0,0
u2507260668,6,0,1,42,0,1
u612577038,3,0,0,199,0,0
u720639489341812736,2,1,2,118,0,1
u137840123,2,0,0,111,0,1
u554777619,1,0,0,200,0,0
u3226646035,2,1,0,163,0,1
u2911279295,6,7,35,292,0,1
u1258089645042216960,1,1,102,43,0,1
u1266117062344110080,1,0,0,45,0,0
u22190804,1,0,9,46,0,0
u40773196,1,0,1,201,0,0
u880164015028264960,2,0,0,201,0,1
u724570603500400640,21,0,0,205,0,1
u857625170844016641,1,0,0,214,0,0
u1428273434656534537,1,0,2,122,0,0
u1311097682904182784,2,0,0,76,0,1
u1009525901409771520,4,0,1,48,0,0
u156721860,8,0,0,199,0,1
u983786655105593348,1,0,0,42,0,0
u1230915286531854337,2,1,0,41,0,1
u1136351601059336192,6,1,0,199,0,0
u924395094978961409,0,0,0,199,0,0
u174362004,2,0,0,201,0,0
u1330255669111435266,1,0,0,122,0,0
u303939075,1,0,0,37,0,0
u1026514373060255745,1,4,1,111,0,1
u2896054685,1,0,0,200,0,0
u2326133846,1,0,3,47,0,1
u22918243,3,0,0,41,0,0
u3957488901,1,0,0,155,0,0
u1292592363693645829,3,0,0,255,0,0
u117367573,1,0,0,49,0,0
u1298317829180141569,1,1,7,170,0,1
u220368940,3,0,6,46,0,0
u102957958,1,7,3,95,0,0
u2183656675,1,3,1,207,0,0
u808565165604147200,6,1,29,46,0,1
u1139639793950711808,1,0,0,40,0,1
u1015004699106447362,2,0,1,200,0,0
u1452813494659788803,5,0,2,361,0,0
u1115626061738340352,1,0,1,40,0,0
u119810404,1,1,4,214,0,0
u1458008658244112390,4,0,1,64,0,0
u1097968590186258433,1,0,0,199,0,1
u745415412838457344,3,0,18,68,0,0
u1073631615207858176,1,0,24,177,0,0
u1119654406486671360,1,0,4,46,0,1
u2915716008,0,0,0,39,0,0
u235182044,3,1,0,263,0,0
u1117773892628688896,1,0,0,200,0,0
u1232005475237007361,1,0,18,33,0,0
u1447895921229017091,2,0,0,111,0,0
u1368850226489024514,2,0,6,59,0,0
u2774062997,11,3,0,210,0,1
u1470320970241957889,1,0,1,75,0,0
u1471777407631831041,7,0,0,52,0,1
u3011068067,4,0,0,213,0,1
u277517657,6,0,0,200,0,0
u1032168163507679233,2,1,0,161,0,0
u3361669804,3,0,0,213,0,0
u1045879172659335169,1,0,10,50,0,0
u1143921994057932805,1,1,3,40,0,1
u3541431494,0,0,9,213,0,1
u728541895794802692,1,0,0,200,0,0
u1325260657713876994,0,0,0,41,0,0
u950831404945850368,1,0,0,200,0,0
u848789609018408960,1,0,0,39,0,0
u1005075701870092288,1,0,0,40,0,0
