id,followers,follower_sent,retweet,retweeted,membership,mentioned,post,like,pinned
u71156555,95,-0.07855899999999998,1,2,5,8,1247,86,1
u20405474,69,0.019466233766233763,65,210,5,156,1145,85,1
u2318374983,67,-0.3234447761194029,1,353,2,9,986,90,0
u252397899,117,-0.17408130081300813,8,416,10,33,1271,73,0
u1295429066049421314,456,-0.17588234086242313,2,119,0,7,1129,72,1
u20261952,272,-0.21118172043010755,5,683,0,13,1204,76,0
u369844667,0,,0,0,0,2,93,0,1
u1097337516053544960,98,-0.10263428571428575,9,7,1,97,1282,80,1
u1303939760797474816,471,-0.11110775510204081,0,829,0,3,1139,86,0
u1285489951270993920,378,-0.06994005102040823,3,392,0,32,1067,64,0
u960459029058375682,81,-0.03978765432098767,4,739,7,54,1104,84,1
u763052115392593920,50,-0.08333888888888889,22,343,5,322,1052,89,0
u104604540,50,0.07688799999999998,16,297,8,358,1083,90,0
u6958,90,-0.12463636363636364,0,314,3,1,1100,88,0
u18055737,39,0.026646153846153844,6,102,14,73,1081,55,1
u19638751,7,-0.7564857142857144,14,0,1,20,231,0,1
u47128513,38,-0.16493421052631577,5,52,1,8,1043,74,1
u902926941413453824,77,0.16695666666666667,130,153,47,774,1297,73,0
u841787910051504128,112,-0.16881562500000002,0,39,1,50,1000,93,0
u34907260,167,-0.08141546961325968,9,558,0,23,1150,78,1
u567192377,13,-0.2669333333333333,10,20,1,14,1059,63,0
u719663099,9,-0.07882727272727273,2,0,1,4,367,0,0
u14167540,39,-0.050930232558139533,22,205,0,45,1167,71,1
u110388353,41,-0.2865106382978724,46,277,0,186,1102,62,1
u23989927,77,-0.12063703703703703,188,640,5,305,1161,78,1
u817062,64,-0.10740571428571431,1,159,6,12,1009,84,1
u1443045195323518982,200,-0.33905345622119826,0,568,0,0,1091,70,0
u45360352,12,-0.2527384615384616,9,0,9,15,267,0,0
u137364924,0,,0,0,0,0,91,0,1
u46854930,51,-0.020898214285714287,24,148,18,30,1577,58,1
u29819222,3,-0.03353333333333334,1,0,0,3,123,0,0
u20884310,27,0.17963928571428564,8,0,22,30,62,0,0
u51023770,55,-0.03199649122807016,44,12,12,54,1135,27,0
u265990770,168,-0.3984261627906978,0,329,2,5,1004,83,0
u2193100156,109,-0.044473109243697476,19,239,8,60,998,95,1
u3075845932,14,-0.2818785714285714,14,0,8,22,352,0,0
u808597645,1,0.6249,11,0,0,11,143,0,0
u14173930,34,-0.20762352941176473,7,0,15,21,425,0,1
u198194549,91,0.01068367346938776,7,314,4,32,1155,75,1
u1690132748,0,,1,0,0,1,146,0,0
u836654633950949376,0,,0,0,1,1,95,0,1
u106364904,59,5.6451612903224963e-05,184,282,12,310,1155,73,0
u3244716743,0,,0,0,0,1,162,0,0
u379953676,31,-0.3131419354838709,2,277,0,2,1093,47,0
u311956171,34,0.09856285714285713,10,366,2,182,1087,78,0
u49969533,2,-0.08329999999999999,5,0,3,20,86,0,0
u1089159225148882949,30,-0.2020133333333333,0,86,0,0,258,81,0
u1114620344424435713,10,-0.04628000000000001,8,0,0,21,144,0,0
u117539435,62,-0.16366984126984127,10,42,18,35,1198,70,1
u444800309,34,-0.14270882352941178,0,174,0,28,996,48,0
u1352499916476731392,0,,0,0,0,0,90,0,1
u104562738,47,0.15981886792452832,2,99,14,42,934,72,0
u15393506,0,,0,0,0,0,123,0,1
u751844218985865216,128,-0.26336153846153854,0,3,0,29,1186,82,0
u1052241356574330880,10,0.08082727272727273,0,741,0,0,1135,85,0
u2482888200,275,-0.2516968531468533,2,444,0,2,1127,81,1
u78496052,2,-0.39804999999999996,5,0,0,4,166,0,1
u975735690498596864,57,-0.21818166666666663,156,135,9,188,1325,55,1
u1545143347,4,-0.08747499999999997,2,0,3,6,151,0,1
u1160268364406595584,0,,0,0,0,1,121,0,1
u1055907624,59,-0.04095156250000003,21,173,14,39,1048,72,0
u710350225,71,-0.028386666666666685,20,241,6,50,1091,82,0
u701817337570271232,19,-0.1824636363636363,136,198,0,274,1067,61,1
u14219075,1,-0.23215000000000002,3,0,3,3,499,0,1
u252166714,58,0.03106406250000003,64,187,5,192,1396,36,1
u49620730,115,-0.3180042372881357,5,244,6,65,1136,60,1
u4430502617,12,0.4636833333333333,0,0,1,3,389,0,1
u24854898,20,-0.41547272727272716,28,0,5,39,201,0,1
u1267273155799851008,0,,0,0,0,0,40,0,0
u514455738,6,-0.52435,0,0,1,0,83,0,1
u424098004,4,-0.126225,0,0,2,2,45,0,0
u54848703,78,-0.12449874999999995,2,325,1,27,1019,61,0
u1332432956573540354,2,0.1295,0,0,0,1,79,0,0
u1327504613667434497,248,-0.24711976284584977,0,311,3,32,1163,74,0
u481348615,0,,0,0,2,3,83,0,1
u111724165,330,-0.13528121387283232,1,230,1,9,1158,92,0
u99130413,57,0.0814310344827586,21,561,1,23,1141,73,0
u1670105485,52,0.018327777777777752,39,605,6,152,1104,89,0
u747752121416691712,4,0.25178333333333336,4,0,0,7,168,0,0
u1351328967672918020,7,-0.21728571428571428,1,0,0,4,183,0,1
u1381286723859017728,291,-0.3003862876254179,0,529,0,4,1111,46,0
u903319628339961858,1,-0.1779,0,0,0,0,227,0,0
u105810584,55,-0.11838484848484851,29,383,0,220,1278,33,0
u15467750,1,0.0,0,0,2,1,78,0,0
u285165232,23,-0.18686923076923076,46,22,12,144,1159,69,0
u335433001,93,-0.32852083333333326,2,262,1,3,1067,69,0
u610659001,175,-0.05970934065934063,220,375,62,406,1328,86,0
u1319735265527824385,64,-0.16678933333333332,0,21,7,0,1171,0,1
u935522128002248704,2,0.7565999999999999,0,0,1,0,80,0,0
u970716252179136514,51,-0.3126964285714285,52,145,0,89,1145,88,1
u356164932,73,-0.060431999999999986,9,219,1,194,1100,76,1
u22335138,1,0.3612,0,0,6,0,63,0,1
u961201465,9,-0.2418888888888889,2,0,4,4,107,0,1
u14207787,94,-0.16869099999999995,2,36,1,20,1130,97,1
u305236970,16,-0.216,3,722,6,30,1207,85,0
u1235348526458114048,4,-0.41922499999999996,2,0,0,11,70,0,0
u44584666,33,-0.18347631578947368,4,334,1,15,1019,89,1
u27710842,3,-0.9551666666666666,0,0,2,0,55,0,1
u44771048,62,0.009080303030303037,5,308,18,29,1014,90,0
u27922157,35,-0.13836666666666667,345,19,31,605,1606,69,1
u1285027406961610757,26,0.01832142857142857,0,184,0,2,1127,73,0
u763259380137467904,44,-0.2971600000000001,0,371,1,10,1017,68,0
u461294085,5,-0.34762000000000004,0,0,2,0,279,0,0
u503635075,0,0.8316,0,0,0,1,241,0,1
u34573631,0,,9,0,0,9,174,0,0
u324626778,107,-0.15534642857142858,23,373,0,107,961,90,0
u1241684471553896448,23,-0.26157083333333336,1,584,0,3,1100,70,0
u836678619166486529,138,-0.007254166666666665,0,261,3,2,1190,86,1
u745240964852224000,47,0.07005471698113211,1,322,1,12,397,96,0
u20744708,36,-0.2813486486486486,44,0,9,70,410,0,1
u362590473,6,0.03717142857142856,0,0,0,2,163,0,0
u1081222837459996672,130,-0.1377382978723405,56,35,21,116,1122,83,1
u407705146,0,,0,0,1,0,95,0,1
u953759424950210560,0,,0,0,0,0,138,0,1
u282352687,15,-0.25248,2,0,4,3,118,0,1
u244082406,65,-0.2143818181818182,0,662,1,67,995,85,0
u337696211,9,0.17904444444444445,0,0,0,3,107,0,1
u1211071,0,,1,0,1,12,144,0,1
u4171790482,5,0.035819999999999984,8,0,0,14,151,0,0
u1058311728,0,,0,0,0,0,241,0,0
u955807966120169472,1,0.9808,0,0,1,3,178,0,1
u1598458730,0,,0,0,1,0,126,0,1
u1302236344534675456,85,-0.14245116279069767,0,227,0,4,1113,78,1
u216779161,54,0.09067017543859647,6,570,0,19,1017,86,0
u32556505,1,-0.9317,1,0,1,4,71,0,0
u1358056278770212869,159,-0.023969642857142832,2,16,0,228,543,74,1
u565289346,2,-0.33695,4,0,0,14,59,0,0
u1920750644,96,0.009781443298969067,0,269,0,11,1201,80,1
u116661436,6,-0.15058333333333335,0,0,2,0,346,0,0
u1237544865216507906,31,0.0036799999999999927,24,286,8,229,1159,58,1
u507584430,8,0.3413625,3,0,0,6,166,0,0
u165270515,22,-0.0952,2,0,4,3,76,0,0
u2968747193,117,0.038719672131147555,17,497,5,43,1014,93,1
u4859777525,147,-0.00499934210526318,18,339,4,33,1121,89,1
u96591869,125,-0.024609230769230786,11,263,4,54,1023,91,1
u15652787,23,-0.23547599999999996,0,267,2,1,1228,62,1
u898252465652592640,1,0.0,0,0,4,5,328,0,0
u218182256,41,-0.13590454545454544,1,7,0,8,1003,0,1
u18239795,55,-0.1445758620689655,3,0,21,9,1139,6,1
u1239886723510931457,50,0.03774313725490195,25,361,0,30,1062,75,0
u22396466,33,-0.1688068181818182,6,116,0,9,1123,63,0
u142670646,1,-0.34,0,0,0,0,66,0,0
u1333145744681947140,2,-0.05569999999999997,60,0,0,72,148,0,1
u1208765275878895617,42,0.27705744680851063,10,616,5,37,1239,79,1
u1159794988139601920,1,0.0,1,0,1,0,305,0,1
u2461780680,11,-0.07520909090909092,18,0,0,19,152,0,1
u818282957618216960,108,-0.15852857142857155,42,567,7,113,1072,46,1
u43878033,201,-0.14751767441860458,230,34,61,348,1323,77,1
u3359167125,3,0.20759999999999998,6,0,0,6,170,0,0
u6549332,84,-0.029114432989690707,12,447,30,149,1194,78,1
u753461283442323456,3,0.09526666666666668,1,0,2,3,260,0,1
u1244970812123348992,0,,0,0,1,0,122,0,0
u1903978172,2,0.18385,2,0,0,9,127,0,1
u1260395813726871552,1,0.4215,0,0,0,0,41,0,1
u48289662,81,0.007241573033707912,97,190,38,979,1259,62,1
u1366287668305354755,4,-0.86965,0,0,0,1,200,0,0
u5990172,6,-0.30760000000000004,3,0,8,6,125,0,0
u2189387236,77,-0.31944125,3,739,7,42,1062,82,0
u36713795,2,0.74665,1,0,1,5,166,0,1
u1280556040761880581,0,,0,0,1,2,178,0,1
u301628954,82,-0.2238602409638554,1,7,5,5,1044,37,0
u767892066,54,0.14818983050847456,21,263,4,145,1078,67,1
u1137100701664833536,2,-0.2449,0,0,0,0,211,0,1
u2544372314,0,,0,0,0,0,200,0,0
u748528569064710145,190,-0.005428571428571429,353,305,92,815,1527,88,0
u1485394590,2,-0.4989,1,0,7,1,112,0,0
u2874914885,0,,0,0,1,0,253,0,1
u28414859,67,0.06060857142857141,1,499,4,25,1123,90,1
u91440853,1,0.25229999999999997,3,0,0,7,67,0,0
u119937435,0,,4,0,1,4,73,0,1
u308552033,43,0.082675,4,236,3,89,1042,73,0
u20529031,0,,1,0,1,2,204,0,0
u2476130260,13,0.14050714285714286,67,0,15,92,199,0,1
u981028883641217025,37,-0.01988750000000001,1,49,0,2,1077,70,1
u202610289,8,-0.526975,5,0,6,10,163,0,1
u1039229226996654080,28,-0.16374333333333338,0,306,0,62,849,21,0
u2583210447,318,-0.14790029673590493,1,827,0,2,1249,94,0
u873534859259650048,55,-0.3045892857142856,1,0,0,15,1163,62,1
u45832693,0,,0,0,0,0,92,0,0
u1713873013,0,,0,0,2,1,223,0,1
u104781254,3,0.3557333333333334,0,0,1,1,96,0,1
u239975608,0,,0,0,0,0,91,0,0
u119055102,118,-0.012814062500000025,3,152,12,38,1024,75,0
u2592325153,81,-0.18402500000000002,30,211,13,141,1345,66,1
u9149492,1,-0.1027,0,0,0,3,327,0,1
u528665371,97,-0.12305757575757571,4,721,12,20,1112,76,0
u47519455,69,-0.1885101449275362,0,728,0,1,990,68,0
u3467931076,44,0.05351590909090911,0,329,0,3,1001,69,0
u294028805,5,-0.14071666666666668,5,0,5,8,319,0,0
u27545047,0,,1,0,2,6,86,0,1
u1430751525911990273,1,-0.9553,0,0,0,0,70,0,0
u17483462,30,-0.041674999999999976,1,71,8,13,1688,77,0
u65750827,41,-0.08018139534883723,13,102,3,35,1073,83,1
u2246670524,2,0.0,0,0,1,1,342,0,1
u291765925,58,-0.17831093750000002,0,553,0,6,970,78,0
u1285628066346274817,9,0.04274999999999999,3,27,1,32,524,39,1
u18337507,85,0.34244516129032254,0,273,6,16,1184,68,1
u957700600468267008,0,,0,0,0,0,201,0,1
u2801042705,111,-0.08897627118644069,59,416,17,148,1089,96,1
u705733502,0,,0,0,1,0,321,0,0
u1479064212743806979,0,,0,0,0,0,89,0,0
u100560178,1,-0.68875,0,0,0,0,289,0,0
u784496896870014976,1,0.8074,0,0,1,4,169,0,0
u828728154193698816,73,-0.3188818181818183,2,246,0,9,953,52,0
u716576919328841728,91,-0.3041946808510637,11,168,7,22,1066,86,1
u1329481993965375489,2,0.21075,0,0,0,4,82,0,1
u153252061,23,0.0008916666666666841,3,0,3,7,260,0,1
u15245653,64,-0.05389428571428571,14,311,18,36,1322,76,1
u1179794429386862592,67,-0.053147761194029836,0,19,0,1,340,57,1
u428441121,32,-0.43256764705882356,2,536,1,14,1158,63,0
u47087250,106,0.06243577981651377,0,274,2,15,1115,88,1
u1264252764345044993,78,-0.10521500000000002,92,157,3,49,851,78,1
u3314048909,113,-0.036966379310344834,26,431,11,54,1043,96,0
u177433164,19,0.20204090909090908,0,212,2,3,972,84,0
u22264384,12,0.03283076923076923,2,0,5,4,137,0,1
u480501022,0,,0,0,0,0,67,0,1
u28368988,1,0.4726,1,0,0,1,66,0,0
u41792496,2,0.2251,3,0,18,3,106,0,0
u547871798,95,-0.15186274509803915,49,618,7,128,1074,95,1
u118133101,5,0.14980000000000002,13,0,4,51,141,0,0
u1148571519989288960,7,-0.46887142857142855,1,0,0,8,142,0,1
u63202158,1,-0.5267,2,0,1,2,142,0,1
u1231288602912489472,28,-0.2563290322580645,52,3,10,59,1286,100,1
u919889023,5,0.42105999999999993,2,0,8,0,55,0,0
u3384328197,48,0.026017647058823503,9,158,4,83,1021,89,0
u822931753878847490,3,-0.07750000000000001,25,0,2,26,110,0,1
u322531105,65,-0.0998577464788733,1,546,3,17,1016,69,0
u37896651,14,-0.06505000000000001,15,0,10,26,376,0,0
u553621292,6,0.12174999999999998,0,0,0,0,196,0,0
u45767372,1,-0.5859,1,0,0,9,62,0,0
u1219292652748800000,19,-0.020149999999999994,18,0,18,41,264,0,1
u72598303,47,-0.021462499999999995,2,349,2,4,1098,81,1
u53017384,49,-0.30604807692307684,114,477,3,144,1086,77,1
u2750800116,0,,0,0,0,0,40,0,0
u27648213,2,-0.79365,0,0,4,0,90,0,1
u51746591,4,-0.17325000000000002,0,0,8,0,99,0,1
u767717409532682240,1,0.0,0,0,0,5,69,0,0
u709294370155933697,3,-0.6049333333333333,3,0,1,2,130,0,1
u962645509209866240,2,0.0242,3,0,0,5,102,0,0
u1278131645317435393,1,-0.9829,0,0,1,6,62,0,1
u820354372827758592,126,-0.238234328358209,65,301,16,138,1173,86,1
u589032635,177,0.06281256830601094,2,125,5,12,1014,91,0
u1400453141372362759,19,0.17903500000000003,13,4,0,15,336,23,0
u2206722907,1,-0.9412,5,0,0,9,328,0,1
u596268186,1,0.005300000000000027,0,0,0,0,140,0,1
u710463119886262272,42,0.1531934782608695,16,356,37,32,1282,61,1
u106616233,1,0.9531,8,0,0,11,124,0,0
u614599403,1,0.3159,4,0,0,9,258,0,1
u27884506,33,-0.45483611111111105,71,504,4,166,1281,74,1
u819277869272731648,4,0.051699999999999996,4,0,0,5,173,0,0
u1003697563,0,,0,0,0,0,121,0,0
u1254946754107109377,2,0.9050499999999999,31,0,5,133,242,0,1
u718070887786917888,2,0.08723333333333332,3,0,0,3,65,0,0
u1543237478,37,-0.11665263157894736,4,110,1,179,1038,91,1
u5383942,35,-0.1854702702702703,6,49,10,103,1065,85,0
u34550789,0,-0.7702,0,0,0,0,83,0,0
u13162762,2,-0.34793333333333337,2,0,1,27,240,0,1
u1015270771646717953,3,0.1751333333333334,1,0,0,1,165,0,1
u20733757,0,,0,0,5,0,390,0,0
u2299828074,5,0.06115999999999997,4,0,3,5,128,0,1
u27829587,5,-0.15456000000000006,1,0,1,4,190,0,1
u3725655197,85,-0.08251264367816094,6,89,4,10,276,83,0
u1154603162050994178,7,0.1325714285714286,4,0,2,11,226,0,0
u1291291985035382784,0,,0,0,1,0,43,0,0
u1293601315873083392,0,,0,0,0,0,48,0,1
u827915198,39,-0.24206363636363637,12,133,3,25,1103,68,0
u886832413,23,0.25224074074074077,6,135,14,95,1060,92,1
u89568605,1,-0.9944,0,0,0,0,81,0,1
u3259242518,0,,0,0,1,2,130,0,1
u3232924232,51,0.1190237288135593,13,378,15,52,1248,81,0
u22308774,2,-0.7295499999999999,0,0,0,2,112,0,0
u2314999288,1,0.0772,0,0,0,2,255,0,1
u221278192,4,0.43935,2,0,8,4,193,0,1
u1429124412524175367,12,-0.24877857142857146,1,130,0,34,996,94,0
u1472724272627941380,0,,0,0,0,1,123,0,1
u1343603158854086662,20,-0.33706956521739134,8,43,0,17,1139,53,0
u957273434,1,0.0,0,0,0,0,115,0,1
u2464408747,34,-0.13648888888888883,0,265,0,5,471,79,0
u706452981844148224,3,0.1952,1,0,1,3,315,0,1
u36158849,21,-0.11967142857142858,19,0,12,50,175,0,0
u1251694332958126080,1,-0.9081,0,0,0,1,248,0,1
u549573235,68,-0.07079452054794522,21,368,5,48,1007,77,1
u1463062640058535938,0,,0,0,0,0,91,0,0
u63027782,2,0.4164,1,0,1,3,160,0,1
u1171690670786056192,32,-0.012422857142857133,21,87,1,81,1368,87,1
u245103469,1,-0.1316,0,0,0,3,250,0,0
u21386213,4,-0.59955,3,0,0,11,140,0,0
u3307497155,6,-0.04731666666666665,1,0,0,1,81,0,0
u14519041,11,-0.29101818181818184,8,0,9,12,105,0,0
u257642411,67,0.03608194444444443,36,207,20,93,1010,80,0
u98065954,57,-0.005225862068965532,22,323,1,48,1131,81,0
u1168227245338628096,28,0.06310645161290322,14,0,11,1088,669,0,1
u4561161202,79,0.02405176470588236,6,244,1,9,1124,73,1
u22453823,80,-0.03750120481927712,2,409,0,25,1169,62,1
u1061221844467007488,0,,0,0,0,0,238,0,1
u598232506,78,-0.11172222222222222,5,30,15,60,696,2,0
u722528529716383744,27,-0.13560000000000003,51,213,4,146,1331,97,1
u124531889,1,0.0,7,0,3,13,65,0,0
u25113881,1,-0.7263,0,0,0,0,135,0,0
u721826174733684736,50,-0.04273333333333331,1,144,3,168,1007,69,0
u1015848216,30,-0.4113666666666666,2,547,0,3,1069,80,0
u1191189143264481280,1,0.4404,1,0,1,1,64,0,1
u2474246924,2,0.4346,0,0,1,0,171,0,1
u762247459,46,-0.14122244897959182,0,404,0,0,1112,66,1
u1713188785,76,-0.1499077922077922,12,285,2,48,1413,70,1
u3052530873,6,-0.4905666666666666,6,0,0,10,157,0,1
u106245943,18,0.4014833333333334,0,279,0,17,400,3,1
u1342782477434142725,35,0.12788000000000002,0,22,0,1,148,90,1
u1286208384136617984,1,-0.1779,1,0,1,1,44,0,1
u52474702,53,-0.15216909090909095,0,295,6,4,1001,86,0
u110224454,0,,0,0,1,1,55,0,1
u14666934,29,0.08889333333333334,10,103,19,103,1017,80,0
u797601576,1,0.8338,2,0,1,9,117,0,0
u3044632774,1,0.6884,0,0,11,0,191,0,1
u15066958,77,-0.10334404761904763,3,434,38,14,1037,76,0
u1478225612,1,0.1531,0,0,0,3,124,0,1
u1049713500967202816,2,0.9118999999999999,4,0,0,7,51,0,1
u110441210,64,0.007571212121212135,37,416,7,359,1194,78,1
u15983306,1,-0.9944,0,0,0,0,123,0,1
u1695864248,75,-0.19462151898734165,1,1,0,1,1094,95,1
u991445713895686144,0,,0,0,0,0,80,0,0
u2778013681,0,,1,0,0,1,262,0,1
u215752444,1,0.4939,1,0,0,2,268,0,0
u14098166,4,-0.099325,4,0,4,9,451,0,0
u15446531,121,-0.1676543307086614,58,110,38,515,1697,78,1
u1349170292564905988,243,-0.17202451361867707,43,228,18,439,675,91,0
u27311044,27,-0.09097187500000002,4,446,10,193,1133,57,1
u711630415,1,0.8898,0,0,0,0,95,0,0
u15883300,31,-0.02971250000000001,1,76,0,6,1010,77,1
u39070218,3,0.1793666666666667,2,0,0,7,148,0,1
u17577666,1,0.7383,14,0,7,45,127,0,1
u127708877,18,-0.16854285714285713,3,59,4,67,1097,70,0
