id,followers,follower_sent,retweet,retweeted,membership,mentioned,post,like,pinned
u790736502049439744,40,0.11048636363636365,2,118,2,12,239,95,1
u411988864,18,0.33854444444444437,1,346,0,3,733,88,0
u144553035,48,0.15837254901960787,66,59,6,90,1079,58,1
u1270797433,175,0.11652835051546398,1,0,0,1,54,81,1
u25700132,2,0.9225,0,0,0,1,262,0,1
u296391169,51,0.358696153846154,2,189,7,10,1033,85,1
u326229600,21,0.33027916666666673,225,0,28,831,778,0,1
u2667389023,41,0.13568333333333335,0,763,0,44,987,71,1
u1912665331,49,0.22584150943396225,9,211,2,21,1001,79,0
u831157867633852416,0,,4,0,0,5,203,0,0
u21385636,108,-0.06957652173913044,0,150,0,4,1120,68,0
u582721240,73,-0.05058974358974357,2,133,0,15,1087,73,1
u40281983,96,0.24206100000000003,73,190,10,262,1192,81,0
u192589318,51,0.07602037037037038,12,43,15,55,1067,71,0
u1899161,53,0.2136018181818182,0,730,15,0,1135,99,1
u818455148271964160,45,-0.0030857142857143084,365,0,7,709,508,0,1
u1165240801,2,0.58785,0,0,1,0,83,0,1
u1326145610374844416,3,0.02730000000000002,0,0,0,1,291,0,0
u14361941,12,-0.05906666666666668,7,628,1,15,1019,96,0
u52044072,25,0.0682423076923077,0,220,0,7,985,76,0
u13678962,9,0.17873999999999995,180,206,4,309,1597,60,0
u2509208611,56,0.07000172413793104,6,253,2,19,1060,93,0
u1000524625892212742,29,0.054951612903225776,2,45,0,4,1092,81,0
u1331049750,62,-0.07725624999999997,0,741,4,1,1158,69,0
u382020443,131,-0.2705962406015037,0,756,0,1,1102,88,0
u2475151315,2,-0.8679,1,0,0,1,329,0,1
u754233042,43,0.13891702127659583,16,466,9,152,1042,86,1
u3074142448,66,0.07993880597014924,1,282,1,122,1096,80,1
u194207046,22,-0.1647909090909091,3,471,0,5,1062,68,0
u699204595650863104,64,0.16002352941176468,0,671,2,1,1092,77,1
u19875276,72,0.19526125000000003,0,197,2,0,1010,67,1
u3309110927,32,0.19837297297297296,11,224,19,99,1016,79,0
u1356497388182122498,0,,1,0,0,2,162,0,0
u6180462,0,,2,0,3,2,76,0,1
u796169341,78,0.14265124999999995,5,435,13,111,1130,93,1
u735115007399170050,7,0.9122875,0,0,2,1,271,0,0
u14863134,19,0.10278999999999998,0,364,1,7,1004,88,1
u904408999,99,-0.10645555555555557,198,520,6,468,1373,57,1
u1184537212303630336,36,-0.031139473684210526,19,388,12,94,1092,83,1
u422667071,10,0.0804,0,296,1,25,1016,74,0
u246911714,49,0.08731730769230762,10,123,0,12,1284,64,0
u718724923930316800,32,0.1072361111111112,2,4,0,5,1090,84,0
u567192377,14,0.14266111111111113,10,20,1,14,1059,63,0
u273813321,3,0.6666,1,0,6,3,100,0,0
u1548207565,3,0.08083333333333335,1,0,3,7,318,0,1
u45360352,14,0.16875,9,0,9,15,267,0,0
u386642310,2,0.9995499999999999,0,0,0,1,57,0,0
u2595086942,6,-0.06855000000000003,2,0,3,7,166,0,0
u27863472,79,0.08463170731707319,12,352,4,25,1007,91,1
u161563071,61,0.1849703125,8,162,2,53,395,73,1
u931761419464437760,0,,0,0,0,0,195,0,1
u2389603556,49,0.06083400000000001,3,403,8,33,1062,88,1
u1241913610244407298,47,0.18446200000000001,1,125,0,6,1100,89,0
u1301167109225971713,4,0.1749,49,0,1,68,103,0,1
u1179217614545080323,4,-0.647325,2,0,0,9,185,0,1
u4541049797,1,0.9996,0,0,0,2,301,0,0
u741587730199511041,99,0.1574039603960396,3,677,1,24,1013,98,1
u1388174824195903496,0,,0,0,1,0,40,0,0
u474154291,119,0.11074516129032262,126,288,28,369,1264,66,1
u1119797627170820099,4,-0.5512750000000001,0,0,2,1,251,0,1
u212279021,82,0.19341444444444453,0,623,0,0,961,73,0
u218597735,13,0.04055384615384616,1,0,7,1,111,0,1
u1015534555384766464,3,0.44606666666666667,2,0,1,34,104,0,1
u4218360677,31,0.04952903225806458,0,765,0,13,1006,80,0
u2719984171,30,0.39424999999999993,61,0,15,176,370,0,1
u295371749,29,0.29764000000000007,0,261,0,5,747,75,0
u47336158,68,0.07867246376811597,3,179,8,22,1051,93,0
u629728619,1,0.9496,0,0,0,0,84,0,0
u2596589880,84,0.17363333333333333,49,556,29,148,1115,96,1
u19539716,39,0.23952325581395345,12,87,16,24,1245,80,1
u7234632,7,0.16375714285714285,7,0,6,21,234,0,1
u363341250,72,0.1308679487179487,55,737,13,126,1139,84,1
u240716637,5,0.66014,1,0,10,3,290,0,1
u205195655,57,0.2586048387096775,56,238,26,278,1103,76,0
u1477709177346736142,18,-0.008566666666666674,0,160,0,0,464,77,0
u40816180,24,0.019928000000000005,2,138,5,12,1043,76,1
u1579316551,0,,0,0,0,0,42,0,0
u607698782,43,0.1254521739130435,14,21,1,72,1284,63,0
u29459695,13,0.043057142857142856,67,0,9,226,771,0,1
u1304728654707122176,65,-0.07271060606060605,2,146,0,2,1102,94,1
u413442657,106,-0.052214159292035406,26,46,0,31,1128,76,0
u908449352913506304,128,-0.14599379844961233,1,51,0,5,1081,93,0
u11253262,46,0.2567037735849056,1,339,39,30,1052,80,1
u45014353,1,0.8687,0,0,0,1,125,0,1
u3024767848,49,0.08012545454545457,11,187,3,28,1078,78,1
u1280118663610339328,115,-0.02709508196721311,0,389,0,3,1043,86,1
u763259380137467904,22,-0.08950869565217393,0,371,1,10,1017,68,0
u11347122,97,0.26849100000000004,156,483,24,690,1156,91,1
u20674741,28,0.19705666666666669,6,36,9,83,1124,66,0
u20914441,0,,0,0,0,0,242,0,0
u38762773,10,0.06507000000000003,1,0,13,10,193,0,1
u59087719,5,0.13227142857142857,0,0,3,1,87,0,1
u36524036,74,0.24617228915662656,75,284,7,194,1368,91,0
u7266412,25,0.232868,0,108,1,0,1063,89,0
u716256025649623040,2,-0.20349999999999996,1,0,0,2,42,0,1
u38117685,7,-0.17691428571428577,15,0,10,47,147,0,1
u10022442,30,0.15965161290322583,2,214,0,2,1024,87,1
u234059290,54,0.1893035714285714,2,297,7,20,1336,69,1
u729467746006794241,28,0.3155103448275862,1,41,0,6,346,83,1
u810463792568090624,1,0.0,1,0,0,2,215,0,1
u1962626484,65,-0.04098676470588236,201,82,13,291,1333,73,1
u231602158,3,0.08209999999999999,0,324,0,1,1016,75,1
u16659187,65,0.11427887323943661,4,225,3,14,1320,62,1
u1081222837459996672,112,0.03286724137931034,56,35,21,116,1122,83,1
u4561161202,47,0.28493999999999997,6,244,1,9,1124,73,1
u280247323,20,0.19694500000000006,0,838,0,1,1009,98,1
u1192163147446194177,27,-0.045243333333333344,2,360,1,16,1018,83,1
u1125468072897318912,1,0.9992,0,0,1,0,60,0,1
u33565600,1,-0.8586,0,0,1,0,79,0,0
u3197017998,35,0.18296285714285712,2,369,4,48,1013,83,1
u29896200,10,0.19442,0,244,0,26,1088,0,0
u15221598,59,0.2918323529411765,431,23,7,498,2470,69,1
u1303822276832432128,21,0.02994761904761904,0,792,0,7,1040,82,0
u472132412,1,-0.6597,5,0,16,5,247,0,1
u790000,3,0.1423,0,0,10,7,118,0,1
u3248845414,19,0.06647272727272728,0,413,0,0,579,78,0
u268432127,2,0.22125,0,0,4,1,41,0,0
u105589263,51,0.28681538461538464,0,498,0,0,996,55,0
u2527904352,9,0.13075555555555557,12,0,2,13,315,0,1
u93071031,109,0.390009090909091,0,44,2,1,999,85,0
u307808408,6,0.21133333333333335,0,0,3,0,202,0,0
u224200861,10,-0.041669999999999985,22,0,4,38,405,0,1
u2760165201,0,,0,0,0,0,58,0,1
u48036604,20,-0.04588095238095239,3,717,12,16,1100,76,1
u1112211,40,0.07645681818181817,17,233,20,184,1245,83,1
u45010849,37,-0.06435000000000002,102,30,6,135,1600,89,1
u267342902,3,0.11453333333333333,2,0,0,10,141,0,0
u3862592758,5,0.5147333333333334,2,173,0,5,993,91,0
u1015608272,28,-0.08157500000000002,0,782,0,0,1109,83,0
u916349221455974402,37,0.08692631578947367,37,777,4,112,1107,78,1
u1368938828325658624,1,0.7314,3,0,2,7,260,0,1
u2931322335,0,,0,0,4,2,189,0,1
u4390791,10,-0.28612000000000004,0,60,0,0,999,50,1
u419164852,2,0.43725,0,0,3,5,300,0,0
u117810351,3,-0.3285666666666667,15,0,3,29,429,0,1
u1361391454237597696,21,0.16582916666666667,0,681,0,1,1058,86,1
u14095344,57,0.1738177419354839,34,37,4,56,1339,74,0
u43194755,47,0.23533333333333337,9,25,3,27,1096,70,0
u2738976144,5,0.18668,2,0,0,3,297,0,1
u20402945,62,0.18275846153846156,340,178,37,786,1997,88,0
u621276367,27,0.098275,0,116,0,0,1027,82,0
u115625382,3,-0.009066666666666667,3,0,0,9,135,0,0
u1060264448,8,0.45957500000000007,0,0,4,0,144,0,1
u912795180,18,0.19662500000000002,1,54,0,3,1001,82,1
u453484864,34,-0.07501052631578946,93,604,1,103,950,79,0
u19947114,25,0.24209615384615385,0,255,3,45,999,52,0
u4303298356,35,-0.26932702702702704,59,63,5,64,1148,84,0
u908301129850736640,41,0.2642333333333334,3,85,1,45,1032,85,0
u1461958312266768388,0,,0,0,0,0,241,0,0
u1248629633941032963,2,0.02335000000000001,0,0,1,0,255,0,1
u1394342857142591492,0,,0,0,0,1,99,0,1
u22050529,13,0.04763846153846155,31,262,7,85,1072,83,0
u30157023,29,0.2528862068965517,2,0,5,3,1157,35,1
u25484126,17,0.0011333333333333443,16,125,2,31,1127,80,1
u1380452769237237760,1,-0.946,0,0,0,0,200,0,0
u571141141,40,-0.07463095238095237,70,414,0,189,1349,66,1
u34217608,7,-0.20877142857142855,7,0,1,7,252,0,0
u922766265198006272,1,-0.9976,2,0,0,2,110,0,1
u44584666,17,0.08363529411764707,4,334,1,15,1019,89,1
u1311209826568089601,0,,1,0,0,2,209,0,1
u8724862,39,0.3822116279069767,28,71,35,106,1185,86,0
u39568851,27,0.006992592592592624,4,457,3,158,1086,76,1
u2850640496,64,0.22331999999999994,0,43,1,9,194,64,0
u14883821,15,0.08349333333333332,3,0,44,39,394,0,1
u1256605801,1,0.9994,0,0,4,0,107,0,1
u820354372827758592,85,0.19411363636363638,65,301,16,138,1173,86,1
u23053980,39,-0.24651333333333328,191,499,2,381,1301,28,1
u105530526,26,-0.04818928571428571,0,0,12,10,298,63,0
u2730264319,5,-0.2882,21,0,2,49,271,0,1
u1292476725977387010,2,-0.67475,21,0,1,22,334,0,1
u346761946,52,-0.05739473684210525,0,750,0,0,1115,66,0
u582386994,29,-0.011068965517241373,6,610,2,7,1009,85,0
u35776641,0,,0,0,2,0,218,0,0
u134513946,0,,0,0,0,0,74,0,0
u482899038,72,0.2597697368421052,0,108,0,0,300,82,0
u15865878,62,0.1144923076923077,27,357,56,156,1222,64,0
u24767278,0,,0,0,0,0,93,0,1
u49617620,0,,0,0,0,1,161,0,0
u10078,91,0.36446597938144315,94,322,61,470,1047,93,1
u1169636463354568705,1,-0.2003,0,0,0,0,201,0,0
u1398183481616732161,21,0.07480909090909091,17,79,0,4,411,100,1
u354170353,78,0.04467283950617285,22,409,0,40,1140,52,0
u3123706408,13,0.13051538461538462,11,0,7,59,247,0,0
u205392468,21,0.07364761904761906,97,140,4,234,1300,92,0
u26083716,1,0.6696,0,0,1,0,45,0,1
u1169849101774548993,2,-0.778,0,0,0,0,217,0,1
u87966593,3,0.18190000000000003,3,0,2,4,249,0,1
u107301385,38,-0.10827179487179486,0,355,0,0,1186,62,0
u1002899059705810944,35,0.11699534883720929,4,489,7,43,1075,84,1
u73449263,35,0.09298157894736842,8,772,3,10,1133,85,1
u1251694332958126080,1,0.9999,0,0,0,1,248,0,1
u110326494,90,-0.1613336842105263,254,398,24,302,1641,75,1
u73389062,82,0.22675909090909085,3,257,5,14,1011,97,0
u87715935,19,0.22246000000000002,23,160,21,64,1025,59,1
u181041474,27,0.2017096774193548,4,750,2,5,1211,95,0
u806923486870568960,1,0.9984,0,0,0,0,110,0,0
u1050396554350264321,6,0.2502,0,77,0,1,694,76,0
u1455565766640680960,8,-0.06267500000000001,0,13,0,3,255,89,0
u159955958,58,0.0032967213114754043,84,514,10,116,1379,93,1
u1090739797386117121,0,,0,0,1,35,241,0,1
u36327407,31,0.26283142857142866,215,291,21,365,2222,83,0
u14385336,11,-0.37054545454545457,17,0,5,23,311,0,0
u1015848216,24,-0.07579259259259258,2,547,0,3,1069,80,0
u3047733026,4,0.9982249999999999,0,0,0,1,76,0,1
u1152568187097100288,8,-0.1670875,5,0,1,14,150,0,1
u3052530873,4,-0.23310000000000003,6,0,0,10,157,0,1
u33345091,5,0.21561999999999998,1,0,12,1,363,0,1
u2308211672,41,-0.25125813953488374,0,644,0,0,874,62,0
u1166174639988436992,1,0.6124,0,0,0,0,241,0,0
u1304024608006430727,0,-0.2924,0,0,0,0,89,0,0
u1251217927,0,,0,0,0,0,196,0,0
u17058103,22,-0.0230125,1,60,4,23,1108,69,1
u893568606,17,-0.4031555555555555,81,0,6,111,305,0,1
u155979477,6,0.60215,5,0,4,11,262,0,1
u1479166280,2,-0.07115,0,0,0,0,197,0,1
u420372469,2,0.9889,0,0,0,0,91,0,0
u526292934,20,0.17678000000000002,0,180,2,1,1022,66,0
u27288119,44,-0.053085106382978746,22,260,2,151,976,68,0
u936895732883136512,4,0.31425,1,0,1,1,190,0,1
u2798895006,0,,0,0,0,0,203,0,0
u994991031300050946,1,-0.0258,56,0,0,57,188,0,0
u306931249,5,-0.16640000000000002,0,0,0,0,212,0,1
u3031852397,0,,0,0,0,3,84,0,1
u460670530,1,0.1779,0,0,0,1,170,0,0
u555934285,5,0.2072,0,0,5,0,228,0,1
u1422637113665671169,0,,0,0,0,0,226,0,0
u172057857,10,-0.03365454545454545,19,60,6,54,838,71,1
u70435999,51,-0.21480384615384612,1,377,1,14,1087,85,1
u63147879,33,0.06341999999999995,0,70,3,11,1046,93,0
u15908631,11,-0.06300000000000001,9,0,9,20,500,0,0
u75222479,4,0.46497499999999997,10,0,7,23,267,0,1
u14590010,23,0.1317391304347826,46,165,4,217,1261,72,1
u1481886546135764995,0,,0,0,0,0,92,0,0
u342181234,42,0.21122619047619046,35,477,23,86,1205,81,0
u1252877668644610048,0,,0,0,0,0,200,0,1
u2966570782,16,0.23922500000000005,4,0,16,10,112,0,0
u1256611161681739777,0,,0,0,0,0,40,0,0
u930174438,6,-0.047350000000000024,7,0,9,26,333,0,1
u2841191224,0,,0,0,1,0,116,0,0
u725868534,39,0.02201860465116277,0,610,0,10,1159,69,1
u15826481,1,0.0,0,0,2,0,42,0,0
u5734522,2,-0.00705,0,0,1,1,227,0,0
u1530669050,0,,0,0,0,0,90,0,0
u430966134,10,0.64998,3,0,7,3,158,0,0
u1394672686366871556,8,-0.33678888888888886,0,0,0,2,115,0,0
u267807062,43,0.35654583333333334,5,166,1,15,998,73,0
u19993638,1,-0.0772,3,0,0,8,231,0,0
u1315457080568942592,0,,1,0,0,1,312,0,1
u1450477844,26,0.17244814814814813,0,217,1,0,993,71,1
u1027408974,4,-0.3827499999999999,0,0,0,3,208,0,1
u427262110,2,0.014949999999999963,9,0,1,9,221,0,1
u1181284826,7,-0.09201428571428572,0,278,0,0,978,93,0
u144890353,0,,0,0,0,0,25,0,0
u306281663,1,0.8678,0,0,1,0,48,0,1
u3824514742,0,,0,0,0,3,97,0,0
u397490403,10,0.23518999999999995,3,0,2,5,284,0,1
u212243068,19,0.22766521739130435,5,105,0,11,313,94,1
u1021213055919828993,1,-0.985,3,0,0,4,170,0,0
u76107153,1,0.3164,0,0,0,0,89,0,0
u277826494,14,0.2553,12,0,6,31,370,0,0
u822298712991035393,0,,0,0,0,0,105,0,0
u3650487322,65,-0.12290909090909097,7,330,0,8,588,87,0
u4763858353,43,-0.09184444444444445,3,432,1,26,1258,75,1
u26792275,67,0.10352083333333335,41,68,29,150,1503,83,1
u770344942484987904,1,0.9233,0,0,0,0,201,0,0
u516637519,2,0.99995,2,0,2,6,43,0,0
u129286218,8,-0.24077500000000002,2,0,0,4,223,0,0
u239560078,48,-0.2458461538461538,42,568,1,114,1487,81,0
u1434975421511225351,1,0.9999,0,0,0,0,219,0,0
u41851331,4,0.248175,0,0,2,1,207,0,0
u16796490,2,-0.4201,0,0,1,1,198,0,0
u206028618,0,,0,0,1,0,153,0,1
u1358819872545857546,0,,0,0,0,1,166,0,0
u17004618,93,0.24005157894736853,65,281,65,255,1293,63,1
u16308922,23,0.3030652173913043,4,0,5,14,364,0,1
u1066581436524679168,3,0.5189666666666667,0,0,1,0,143,0,0
u17927372,8,0.21975,4,0,0,10,314,0,1
u1604908908,12,0.46886923076923076,2,0,6,5,228,0,1
u1313857917490270211,2,0.99905,0,0,1,0,80,0,0
u1112981352733765633,34,0.09313684210526317,4,643,2,132,1133,89,1
u253501458,2,0.28115,1,0,0,1,131,0,0
u159279277,6,0.11303333333333332,9,0,4,16,245,0,0
u19418459,27,0.465567741935484,2,298,4,153,999,37,1
u2856217393,1,-0.3887,0,0,0,1,81,0,1
u1380846037,4,-0.10156000000000001,4,0,2,7,353,0,1
u4032005788,1,0.7612,0,0,0,6,234,0,1
u37871411,1,0.9044,0,0,0,0,123,0,0
u16620874,50,-0.03504799999999999,2,405,3,5,1391,78,1
u1314520150398337024,0,,0,0,0,0,198,0,0
u369307681,32,-0.09801818181818185,52,301,2,66,1211,46,1
u17545231,2,0.00039999999999995595,0,0,0,0,281,0,1
u903796685540864002,8,0.5332749999999999,4,0,10,5,99,0,1
u123590359,1,-0.992,0,0,1,0,77,0,1
u1311983152643137537,7,-0.5299857142857143,4,0,0,5,327,0,1
u3094649957,61,0.36720724637681146,188,807,14,307,1665,83,1
u179324508,3,-0.4921666666666667,0,0,4,1,133,0,1
u1361872532,19,-0.30155,29,194,6,102,1152,44,1
u179492928,8,0.5238125,5,0,6,10,150,0,1
u1147865396709593088,2,0.23985,14,0,1,15,122,0,1
u2562916958,2,0.388,1,0,0,8,192,0,1
u127091266,41,0.10416976744186043,19,45,10,27,1396,1,1
u783792992,172,0.07848361581920903,150,449,23,383,1270,73,1
u873534859259650048,20,0.16770000000000002,1,0,0,15,1163,62,1
u775449094739197953,207,0.2746872146118722,201,247,180,415,1099,89,0
u205389960,0,,1,0,0,1,121,0,0
u732937238162505728,49,-0.002141999999999986,0,373,6,58,1077,85,0
u54835944,2,0.9414,4,0,0,4,207,0,1
u1049561109592715264,1,0.0772,0,0,0,0,227,0,0
u21098456,7,0.43405714285714286,6,505,7,47,1120,80,1
u835039018001674240,19,0.2808916666666666,0,22,0,1,1062,69,0
u49320776,1,-0.7269,3,0,0,9,136,0,0
u138141969,30,0.20150333333333334,15,0,12,44,279,0,1
u121448873,2,0.09925,0,0,0,0,40,0,0
u720959701651996673,1,0.9984,1,0,2,1,137,0,1
u168475731,0,,0,0,1,1,153,0,0
u250188760,42,0.1964777777777779,33,126,17,150,1131,50,0
u843566994284826626,0,,0,0,0,0,199,0,0
u141393538,0,,0,0,0,0,200,0,1
u2823122808,1,-0.45675,11,0,0,12,434,0,1
u35307399,2,-0.010050000000000003,0,0,3,0,40,0,1
u63924392,6,0.014749999999999985,0,451,1,0,1113,70,0
u855580663004635136,15,-0.16585333333333335,0,480,0,0,1054,79,0
u189773769,11,0.010081818181818171,62,81,2,75,1147,24,0
u1033155917326503942,5,0.28848333333333337,1,0,0,4,329,0,1
u2645763574,1,0.875,0,0,0,0,136,0,0
u626131422,40,-0.0231452380952381,1,564,2,9,1179,85,1
u876411310606622720,1,0.3164,3,0,0,4,124,0,1
u1251338271725989888,6,0.06743333333333335,0,65,0,0,415,89,1
u967810396483674112,9,-0.17677777777777778,40,0,3,83,434,0,1
u19821265,6,0.5450166666666666,2,0,4,10,184,0,1
u1122112303145476096,1,-0.24225,0,0,0,4,43,0,0
u5911892,22,0.12915909090909092,1,194,1,1,1012,83,0
u1302174381590933504,3,0.0883,0,0,3,13,84,0,1
u776845963407294464,0,,0,0,0,0,37,0,0
u3916930647,1,0.9134,1,0,0,12,73,0,1
u1356884135587901440,2,0.009749999999999981,1,0,0,2,90,0,1
u832616065259614209,6,-0.2773166666666667,19,0,0,30,434,0,0
u414652930,1,-0.9565,2,0,0,2,125,0,0
u746438149,1,0.9581,1,0,3,2,103,0,0
u2550890816,1,0.5093,0,0,1,0,164,0,1
u85469815,35,0.3229135135135135,7,308,12,70,1181,85,1
u14772775,39,0.22754285714285716,22,86,8,56,1143,72,0
u212463932,2,0.73485,0,0,0,1,260,0,1
u281380868,0,,0,0,0,0,40,0,0
u15573838,0,,0,0,0,1,131,0,0
u181245414,11,0.015616666666666687,26,0,2,37,478,0,0
u1106430416951656449,1,-0.5202,0,0,0,0,227,0,0
u31137628,24,0.008824,3,430,2,3,1147,83,1
u1401443653,8,0.13032222222222223,17,0,11,80,344,0,1
u71546813,0,,0,0,2,0,39,0,0
u1133691884881219586,0,,0,0,0,0,200,0,1
u8705962,12,-0.022107692307692293,19,0,12,101,451,0,1
u1386200315855360000,1,-0.34,0,0,1,0,172,0,1
u389083861,24,-0.011404166666666674,10,199,5,45,1089,67,0
u301628954,23,-0.0792782608695652,1,7,5,5,1044,37,0
u1170322412161966080,0,,0,0,1,0,91,0,0
u1124090383657361408,13,0.4334285714285714,5,45,2,44,1139,49,0
u1064914417,1,-0.9275,0,0,0,0,236,0,0
u1350912645386424320,0,,0,0,0,1,145,0,0
u976848360257867779,3,-0.20353333333333334,1,0,0,8,137,0,1
u1131490810770403329,14,0.6234866666666666,3,0,3,6,334,0,0
u771152516,56,0.06499999999999999,45,0,13,83,376,0,0
u2784649609,1,-0.9805,0,0,0,0,41,0,0
u457899058,4,-0.2215,0,408,0,0,993,86,0
u2260432746,8,0.35983750000000003,0,13,0,5,67,1,0
u414574405,0,,0,0,0,0,42,0,1
u21897327,29,-0.19087241379310338,3,169,1,76,1059,92,0
u905038750773858304,2,0.14975,0,0,0,4,248,0,0
u1201943240292945921,1,-0.9999,2,0,0,2,297,0,0
u1370568722956582913,0,,0,0,0,0,125,0,1
u17754586,11,0.5888916666666667,0,0,8,3,241,0,0
u1630896181,48,-0.013779166666666677,42,208,14,106,1410,84,1
u1351607162078961670,0,,0,0,0,0,25,0,0
u1285027406961610757,14,0.26214,0,184,0,2,1127,73,0
u2803534123,3,0.8229666666666667,5,0,1,5,255,0,0
u1371976884356059141,0,,0,0,1,0,145,0,1
u901023297579745280,4,0.5182749999999999,1,0,2,27,309,0,1
u1854347322,9,-0.2604444444444444,4,0,0,5,402,0,0
u1169822106663575553,0,,0,0,0,0,53,0,0
u1241212287790219267,0,,0,0,0,0,93,0,1
u742787262,0,,0,0,0,0,282,0,1
u14278166,0,,0,0,6,0,177,0,1
u17981968,0,,0,0,0,1,43,0,0
u14330047,0,,0,0,2,4,171,0,0
u3709999582,0,,0,0,2,0,40,0,1
u20750271,0,,0,0,0,0,251,0,1
u98247788,21,-0.18289545454545453,42,329,6,43,1016,90,0
u839373926,31,0.09198787878787879,1,259,0,26,1035,77,0
u189454895,0,0.0,0,0,0,0,189,0,0
u2223760725,0,,1,0,2,4,151,0,1
u1317380040829652992,1,0.9915,0,0,0,0,128,0,0
u1002014071,39,0.15839999999999999,8,258,13,199,1009,45,0
u1401440322157264896,1,0.2732,0,0,0,0,41,0,0
u1365404079388839940,3,-0.25253333333333333,7,0,0,8,107,0,1
u1207966577649487873,2,0.99915,0,0,0,0,84,0,1
u199817165,2,0.46165,2,0,1,48,133,0,0
u150071793,1,0.9984,0,0,0,0,73,0,1
u1456381091598700556,7,0.30687000000000003,11,0,5,11,284,0,1
u14313727,2,-0.473,2,0,2,5,218,0,1
u561753596,0,0.9425,1,0,1,12,230,0,1
u218914334,0,,0,0,0,1,43,0,0
u3357427702,0,,0,0,9,1,245,0,1
u366208117,1,0.9992,1,0,2,2,109,0,1
u163645735,5,-0.19256666666666666,5,112,0,6,782,69,0
u58436094,28,-0.07143214285714285,372,0,3,472,569,0,1
u2485427431,2,1.0,12,0,3,13,92,0,1
u1320250946916651015,3,-0.33356666666666673,19,0,1,21,157,0,0
u2811748854,7,0.6871142857142857,0,0,1,1,82,0,1
u885811180278661120,0,,0,0,0,0,141,0,0
u1479720493632536578,1,0.9983,0,0,0,0,41,0,0
u2819957384,2,-0.28795,0,0,4,0,231,0,0
u825898445730873345,1,0.9761,0,0,7,6,150,0,1
u2174658107,0,,0,0,0,1,241,0,0
u1084523178444099584,26,0.00885666666666666,37,0,3,71,186,0,1
u16834046,29,0.35297419354838716,4,357,31,161,1213,66,0
u1180152441536335873,2,0.05835000000000001,0,0,0,0,222,0,1
u175042044,9,0.09586666666666671,4,0,2,4,236,0,1
u52090486,1,0.0,0,0,0,0,110,0,1
u14581542,2,0.9802,0,0,1,0,58,0,0
u258013563,0,,0,0,2,0,63,0,1
u1287717723598917632,1,-0.3987,0,0,0,0,198,0,0
u2445652957,6,0.6294666666666666,2,0,3,6,136,0,0
u67720277,3,0.6357666666666667,2,0,0,2,41,0,0
u1092292079605239808,0,,0,0,0,0,94,0,1
u157568648,1,0.0772,1,0,3,1,171,0,1
u169157959,0,,0,0,0,0,286,0,1
u408036857,13,0.4566642857142857,3,0,12,22,447,0,0
u33909646,2,-0.11130000000000001,0,0,2,0,245,0,1
u49819375,0,,0,0,0,0,82,0,0
u14293310,174,0.16777065217391307,344,40,80,860,1935,90,1
u56406304,6,0.6417833333333334,2,0,2,7,118,0,0
u1006419421244678144,389,0.16396487804878046,402,646,56,823,1367,77,1
u3166341579,2,-0.59535,0,0,0,0,200,0,1
