id,follower_sent,followers,following,membership,mentioned,post,like,pinned
u64991683,-0.24953333333333336,8,6,0,1,115,0,1
u470386680,-0.27331999999999995,6,6,2,4,136,0,0
u19062096,-0.11121513157894736,400,437,0,13,1170,80,0
u1448966033600024576,-0.12963112582781458,399,656,0,0,1107,82,0
u1221402746399662082,-0.21457865853658536,207,467,0,0,1079,88,0
u1362869923110932483,-0.2866666666666667,44,598,0,2,1118,87,1
u148481941,0.015500000000000014,4,1,1,1,165,0,1
u200459463,-0.14909601226993865,409,432,0,6,1089,51,1
u18226564,-0.1779,2,1,4,2,315,0,0
u1137881,-0.9977,3,1,2,12,163,0,1
u15802031,-0.945,1,1,0,48,232,0,1
u1972539134,-0.24464957983193275,236,498,2,21,1264,75,1
u1397136484654800897,-0.5994,1,2,0,5,12,0,0
u1267051110721781761,-0.20245930851063831,489,489,0,62,1518,88,0
u3423735975,-0.20134444444444444,84,114,0,6,1288,76,1
u11178672,-0.2991514018691589,220,623,48,53,1494,81,0
u304856046,-0.21992888888888887,279,696,2,8,1020,86,1
u1222871348,,1,1,0,5,91,0,0
u392317014,0.34525000000000006,3,1,1,3,301,0,1
u114412574,-0.3155777777777778,154,428,4,160,1074,70,1
u25692586,,0,1,1,1,250,0,0
u19341833,-0.31508095238095235,113,289,70,4,1066,32,0
u1368076911516258304,0.08594814814814813,55,213,0,3,1109,76,0
u713272110198743040,,0,1,0,1,168,0,1
u1299686030875004928,-0.18313404255319155,147,419,3,419,1114,73,1
u442213499,-0.22588064516129036,103,281,0,61,1059,39,1
u221969524,-0.7859,1,2,0,34,215,0,1
u2182641,-0.18181621621621621,173,278,27,212,1117,40,1
u785284455770497024,-0.27471702127659575,209,247,0,0,1038,64,1
u37700619,-0.46911071428571427,189,481,0,0,1193,61,0
u2723963928,-0.05301428571428573,395,612,22,94,1362,87,1
u275454299,0.011025000000000007,4,5,0,1,169,0,1
u821122178888384517,-0.2147547770700637,357,644,0,0,1166,73,1
u159222433,-0.13694725609756098,396,406,0,15,1214,91,1
u749640763059933184,-0.15897270194986074,428,478,0,28,1204,62,0
u13914392,-0.3347626865671642,129,603,7,1,1205,76,0
u1292760397007802368,-0.18476081504702194,417,438,0,2,1191,60,1
u1453437063118868484,-0.0069789285714285665,352,384,0,52,1212,81,0
u3158280662,0.4218,3,5,2,5,71,0,1
u1194208970728263680,-0.49067500000000003,4,4,2,0,162,0,1
u3012193654,-0.3268493670886076,336,335,0,99,1292,85,1
u1106209087,-0.1705621693121693,456,466,1,7,1173,92,1
u176087555,-0.44699622641509434,222,456,0,5,1167,80,1
u2343398881,-0.97515,2,1,1,11,117,0,1
u432748384,-0.8204985294117646,107,473,4,51,1117,61,0
u22362095,-0.16358846153846152,60,296,0,3,1116,55,0
u107644537,-0.014350000000000002,17,8,15,10,183,0,1
u3363584909,-0.1826895104895105,512,48,39,488,1499,74,1
u607698782,-0.28303837209302324,142,589,1,72,1284,63,0
u233981200,,0,1,1,0,243,0,0
u194207046,-0.7695657534246576,102,222,0,5,1062,68,0
u1330462951090900994,-0.18603991596638653,347,370,0,71,1376,89,0
u21385636,-0.17932448979591836,482,532,0,4,1120,68,0
u1091340300151390209,-0.0406185064935065,381,422,0,2,1115,91,0
u877185623697879040,0.9862,1,1,1,16,252,0,1
u1121799138239111168,-0.4609607142857143,30,7,5,20,82,0,1
u1953117589,-0.2985123456790124,257,620,6,36,1208,91,1
u329818631,-0.21730224719101124,151,569,6,47,1007,83,0
u1445432327367237638,-0.275776,100,259,1,5,1176,65,0
u374726395,-0.30118181818181816,14,1,11,8,135,0,0
u473431649,-0.3877285714285715,94,212,0,6,1142,76,1
u1048648559728496649,4.818181818180783e-05,269,298,1,37,1672,65,1
u823083,-0.09988955223880597,203,573,25,89,1319,88,0
u1131643030442795008,,0,1,0,0,91,0,1
u865549909381890048,-0.6676699999999999,97,188,2,55,1053,61,1
u15998031,,1,1,3,3,56,0,1
u4401379345,-0.5195666666666666,4,1,2,50,114,0,1
u1484931838372155404,,0,5,0,0,163,0,0
u571141141,-0.12292602739726025,233,385,0,189,1349,66,1
u844058359,-0.175086013986014,249,370,3,68,1256,95,1
u2496656412,-0.25963918128654967,269,552,5,15,576,89,1
u576694434,,2,3,0,6,125,0,0
u13475852,0.00946181818181818,188,329,4,28,996,87,0
u439418320,-0.07490000000000001,222,139,1,50,1026,97,0
u2922928743,-0.20659454545454542,221,696,19,264,1268,59,1
u130496027,-0.10889699248120298,281,748,19,335,1238,45,1
u63147879,-0.2625685483870968,194,809,3,11,1046,93,0
u1306516976391593985,-0.6608363636363637,62,140,0,6,1119,48,1
u23152767,,0,1,1,0,71,0,0
u12340562,-0.3091266055045871,191,578,23,20,1046,74,1
u207534677,-0.0998222222222222,15,5,13,14,388,0,1
u582386994,-0.3481320987654321,136,728,2,7,1009,85,0
u1421638262,0.07583999999999999,396,428,1,13,1022,85,1
u819991243073712133,-0.12024218749999999,200,353,0,0,923,80,0
u353307210,0.0,5,4,1,38,256,0,1
u426754478,,0,1,2,1,157,0,0
u48036604,-0.5893827586206897,138,459,12,16,1100,76,1
u817165422,-0.23242692307692311,117,496,6,13,1210,69,0
u225041726,0.39622500000000005,4,3,3,2,89,0,1
u15514266,0.1115,10,2,5,4,41,0,0
u552621458,0.9376,2,1,1,1,227,0,1
u108977933,-0.15553382352941175,137,96,5,78,1404,69,0
u2919151,-0.1046421768707483,405,554,68,191,1398,73,1
u1418602813442174987,0.4852666666666667,5,5,1,36,227,0,0
u266468422,,0,1,0,0,108,0,0
u14176770,-0.46423209876543214,130,577,6,51,1230,53,1
u561297215,-0.0696,14,6,7,66,366,0,0
u760219193195302912,-0.21851803278688522,111,576,6,77,1295,79,1
u1655628048,,0,3,0,0,168,0,0
u7450112,-0.12660816326530613,243,398,1,17,1101,83,0
u1899161,-0.060058333333333346,194,838,15,0,1135,99,1
u109538525,-0.05769142857142856,263,672,2,21,1104,90,0
u2434191967,-0.39653571428571427,112,535,7,62,1315,53,1
u110183325,-0.20795750000000002,77,459,1,109,1487,73,1
u391494971,-0.3530685185185185,100,643,0,0,1079,90,0
u2280672794,-0.1914594594594595,77,349,3,78,1171,62,1
u594746113,0.08593333333333335,4,1,2,11,51,0,0
u1334544132694568962,-0.9955,2,1,0,57,125,0,1
u706863698976051200,-0.7376573333333334,112,161,1,3,1156,70,0
u119155159,-0.21751608040201004,268,470,6,5,1247,86,1
u738450294628028416,0.44365,2,2,0,1,83,0,1
u935750757751640066,-0.05580338983050848,197,244,4,9,219,87,0
u135922295,-0.0459967032967033,378,407,33,555,1627,77,1
u2325704833,-0.20119299999999998,451,546,33,710,1460,100,1
u16060248,-0.026270652173913053,394,533,16,394,1410,95,1
u785099695895015424,-0.07448536585365854,438,539,45,25,1191,99,1
u725639768663576576,0.14944375,45,44,13,30,232,0,0
u34570530,-0.1641193717277487,500,765,3,46,1071,85,1
u45827605,-0.04344297520661157,438,405,1,42,1006,91,1
u2178213013,,0,1,1,0,63,0,1
u15608380,-0.19299333333333332,341,546,8,53,1424,79,1
u20416554,0.7003,1,1,1,1,145,0,0
u443288053,-0.1816628571428571,85,365,0,0,1054,57,1
u153031954,0.17349166666666663,38,9,3,126,369,0,0
u1326145610374844416,0.26261000000000007,11,7,0,1,291,0,0
u818401525882036224,-0.12802280701754387,427,447,3,3,1122,78,1
u3054361064,-0.1837635593220339,276,504,0,4,1055,76,1
u1277959379426226180,0.01362727272727271,12,8,0,11,130,0,1
u1298178034705600512,-0.11795719298245615,415,436,0,1,1150,84,0
u909451577999724544,-0.14434175824175824,455,524,0,10,1253,88,1
u20708202,-0.281575,137,638,9,26,1022,90,1
u847801154473996288,-0.13160246913580248,466,247,9,120,1123,79,1
u87909658,-0.55196,5,2,3,10,248,0,0
u31599039,-0.2368925,215,432,4,29,1255,83,1
u47359057,-0.12527446808510637,175,359,15,16,1047,8,0
u905399486,-0.07086666666666666,580,750,11,77,1159,85,0
u53544165,-0.41318,6,5,5,0,65,0,1
u258965523,-0.19533942857142855,315,557,1,4,1003,75,0
u373715406,-0.17585913978494624,175,455,0,3,1086,83,1
u72551675,0.7269,3,4,2,3,261,0,1
u156568938,-0.09753008130081299,353,571,11,59,1549,93,1
u1398183481616732161,-0.160092,100,81,0,4,411,100,1
u1405638010331275265,,0,1,0,2,173,0,1
u1445647491320336387,0.1027,1,2,0,2,153,0,1
u4845501492,-0.16394285714285717,11,2,3,14,206,0,1
u1220671426262253568,-0.15889583333333332,78,448,0,3,1318,67,1
u605360145,-0.2229436363636364,103,653,0,0,1110,86,0
u25776739,-0.07368541666666667,224,286,3,8,1176,94,1
u1194604029365456896,,2,5,0,2,235,0,1
u439138083,-0.4927035714285714,125,212,1,15,1246,71,0
u1637260062,,0,1,0,4,124,0,1
u2821436409,-0.92,1,1,0,2,155,0,0
u110326494,-0.1733882882882883,225,636,24,302,1641,75,1
u38528124,0.07975,10,1,5,23,96,0,1
u23053980,-0.4469725274725274,161,483,2,381,1301,28,1
u1243560408025198593,-0.21738160919540236,160,698,8,434,1544,89,1
u92152953,-0.050437398373983734,388,563,4,3,1213,47,1
u76115927,-0.6155,5,6,0,2,95,0,1
u252388658,-0.17923719008264463,226,769,0,1,1074,93,0
u97550403,-0.2794,3,1,11,0,109,0,0
u112873844,-0.15098736842105268,246,579,8,54,1390,90,1
u1094290240985092097,,0,1,0,0,73,0,0
u332185953,-0.45951279069767437,155,351,12,47,1127,80,1
u272498598,,2,1,0,2,166,0,1
u20267484,-0.3256575,115,569,7,6,1165,21,0
u912187569961611264,-0.5455,4,6,1,13,313,0,1
u2654306088,-0.29432830188679243,98,202,4,30,1139,79,1
u1392556732518445059,-0.7222,1,1,0,0,118,0,1
u2475151315,-0.8050999999999999,2,2,0,1,329,0,1
u1110991404791226369,0.6581,1,2,1,4,127,0,1
u1038814091371012096,-0.2675852941176471,121,318,0,4,1078,72,1
u895750890392506368,,0,4,1,1,82,0,0
u284870222,-0.24238349514563107,209,365,3,35,1183,64,1
u21513512,0.0327283950617284,190,264,1,20,1129,75,0
u1350226654896005120,-0.07724777777777778,347,299,0,39,1220,77,1
u1487443482,-0.08161309904153354,404,431,0,8,1360,89,0
u2929239658,-0.2570881355932203,411,479,0,5,1121,71,0
u1105864595590148097,,0,1,0,0,245,0,1
u114940732,-0.47115999999999997,11,13,0,0,40,0,0
u52172745,-0.8794,4,5,2,0,198,0,0
u26596723,-0.99405,2,3,0,0,82,0,1
u858310695389200384,-0.7964666666666668,3,2,0,0,127,0,0
u2920075966,0.08114545454545455,385,713,18,116,1080,86,1
u60994120,0.002999999999999947,3,3,0,0,41,0,1
u463255536,-0.1807695652173913,296,409,0,19,1212,87,1
u1769191,0.0388715909090909,192,659,31,229,355,78,0
u48008938,0.052211210762331824,1119,451,224,1674,1788,94,0
u258972661,-0.27291379310344827,116,422,2,1,1085,80,0
u1356497388182122498,-0.7655,1,2,0,2,162,0,0
u268177755,0.11834615384615385,58,337,1,107,972,61,0
u68530022,-0.25616923076923076,111,92,0,5,168,98,1
u1184537212303630336,-0.27798372093023255,136,447,12,94,1092,83,1
u2540794650,-0.008276190476190479,57,5,14,34,278,0,1
u37723353,-0.12777592592592593,208,851,16,207,1287,77,1
u796169341,-0.24035505617977523,290,671,13,111,1130,93,1
u119758732,0.423525,18,2,3,8,218,0,1
u944103128059691008,-0.2263,1,1,0,6,151,0,1
u735115007399170050,-0.11283333333333334,13,10,2,1,271,0,0
u17004618,-0.2602681818181818,221,601,65,255,1293,63,1
u3381346714,,1,1,1,9,114,0,1
u1353063402160099335,-0.1300588888888889,448,462,0,19,1246,80,0
u25868334,0.08112307692307692,33,33,14,189,488,0,1
u366502149,-0.23413644859813085,185,558,6,27,1031,95,0
u20831552,0.04049436619718311,309,492,6,41,1119,89,1
u246911714,-0.2733277227722772,289,435,0,12,1284,64,0
u718724923930316800,-0.27433714285714283,131,219,0,5,1090,84,0
u25333609,-0.21094081632653058,104,805,13,25,1082,90,0
u3111429321,-0.19352385321100918,439,487,2,20,1456,87,0
u4763858353,-0.466162105263158,154,338,1,26,1258,75,1
u28023025,-0.10269039999999999,294,398,20,14,1164,64,1
u616919165,0.041104,87,265,0,9,1067,76,1
u57398614,-0.33735,75,62,2,270,1440,77,1
u1291784927705354240,-0.5173136363636364,58,24,0,152,368,52,0
u1250035338728243201,,0,1,0,0,90,0,1
u248256515,,0,2,0,2,162,0,0
u1396575560,-0.11035775862068967,200,315,9,60,1181,53,1
u84035041,-0.10403925925925926,244,462,23,715,1639,90,1
u180962804,,1,3,1,1,91,0,1
u123231225,-0.15675689655172412,161,451,12,101,1120,48,1
u36232215,-0.18247833333333335,124,500,1,320,997,74,0
u1230996345231683585,,0,1,0,0,103,0,0
u159955958,-0.1816877551020408,173,713,10,116,1379,93,1
u1285113658620747778,-0.11608888888888888,11,12,0,22,149,0,1
u2415767978,-0.17499943502824858,447,558,0,2,998,0,0
u971361006348890113,-0.10720374064837905,496,523,0,10,1160,90,0
u1026622212407611392,-0.26407608695652174,101,100,0,0,1233,82,1
u88494677,-0.20638490566037734,111,126,21,3,1061,70,1
u17366048,-0.05140714285714287,194,193,1,9,1069,68,1
u1320181427862843392,,0,1,1,1,174,0,0
u15135596,-0.26699999999999996,92,387,16,17,1271,53,1
u70377745,-0.4806000000000001,4,2,1,0,51,0,1
u2595086942,-0.6168333333333332,6,1,3,7,166,0,0
u1142890104853106688,-0.15182765957446812,311,299,1,35,1151,90,0
u8932272,-0.010811594202898555,527,712,21,245,1323,93,1
u89477135,-0.2168,1,2,1,3,121,0,0
u1300162141572530178,,0,1,0,0,90,0,0
u17866318,-0.061501,184,582,13,89,1222,73,1
u744281884310405120,-0.9977,1,1,1,17,212,0,1
u9655032,-0.5432142857142858,103,519,13,54,1146,71,0
u477446063,-0.9411499999999999,3,1,0,5,211,0,0
u14244544,-0.35719999999999996,3,1,5,4,271,0,1
u2985654401,0.09073333333333333,353,596,5,82,1139,76,1
u940367275,-0.16037738095238097,466,807,20,63,1126,95,1
u28093810,-0.28512053571428575,249,664,0,3,1104,90,1
u449186485,0.04744,120,408,0,0,1058,70,0
u823669734,-0.235956,80,598,0,10,1000,83,0
u1011601668356628480,,0,1,1,0,96,0,1
u349496228,-0.21117682119205294,212,277,0,0,1069,43,1
u883159967162707969,-0.254784,149,350,0,8,1154,77,1
u1172242189,-0.23327573529411766,195,207,0,4,1098,57,1
u182819523,0.6243,3,2,2,2,131,0,1
u40816180,-0.28169420289855074,121,460,5,12,1043,76,1
u32746100,-0.09204999999999999,191,388,2,8,1177,64,1
u1373278606047207429,-0.42908,131,429,0,4,1241,61,0
u4541049797,0.8074,1,2,0,2,301,0,0
u3836199688,-0.24076363636363635,246,226,51,85,1412,70,1
u1155658356754964487,0.8151,1,1,0,15,131,0,0
u2238505946,-0.02649833333333335,453,489,1,36,1191,80,1
u43996441,-0.1373369318181818,299,424,3,13,1104,76,0
u20659868,-0.09292298850574711,182,212,4,244,1164,67,0
u2545759886,-0.1376133333333333,155,539,5,11,1201,92,1
u303825075,-0.14120000000000002,15,12,4,8,378,0,1
u1174308138834714624,0.0,3,3,2,0,62,0,1
u832016437,-0.11865333333333335,25,3,5,26,120,0,0
u578643142,,0,3,0,0,103,0,1
u626131422,-0.5391648648648649,161,575,2,9,1179,85,1
u392271696,-0.296,1,2,1,0,115,0,1
u1318408266,0.0006666666666666488,7,4,1,8,53,0,0
u588308841,-0.09269672131147547,192,345,5,218,1064,93,0
u22195472,-0.2373904761904762,127,472,5,26,1050,85,0
u247476364,-0.24171192660550458,198,556,10,122,1432,73,1
u63875612,,1,2,6,2,210,0,0
u525678474,-0.7003,1,1,0,2,122,0,1
u417053258,-0.027419318181818173,194,281,6,25,1190,60,1
u3086903788,-0.14408089005235603,499,526,1,0,1070,89,0
u218597735,-0.27138,20,3,7,1,111,0,1
u234059290,-0.04789612403100775,328,526,7,20,1336,69,1
u11253262,0.07156222222222224,240,492,39,30,1052,80,1
u14284095,-0.722125,5,1,1,34,172,0,1
u1864518889,-0.08786500000000001,37,113,0,1,1093,55,0
u1000524625892212742,-0.22804468085106383,181,322,0,4,1092,81,0
u4218360677,-0.23550208333333333,146,626,0,13,1006,80,0
u1396729003382292484,-1.0,1,2,0,0,284,0,1
u1050451964788654080,0.1008,2,2,0,3,325,0,1
u1610769752,0.9916,1,2,0,0,83,0,1
u240293931,-0.40147073170731706,110,192,0,3,970,78,0
u1352617588979806212,0.5375,1,1,0,1,53,0,0
u1872245198,0.006580508474576277,360,563,18,129,1346,83,1
u1109733177994723328,-0.528575,4,3,0,1,125,0,1
u2788051989,,5,3,1,4,225,0,0
u20763907,-0.43775454545454545,14,2,5,8,146,0,0
u141510151,-0.7655,1,1,0,2,117,0,1
u403141476,-0.9998,2,1,0,14,190,0,0
u289508193,-0.6360705882352942,75,137,0,1,968,66,0
u240796387,-0.3305,6,9,0,4,98,0,0
u183915239,-0.0020666666666666797,9,2,1,10,110,0,1
u1254449643804676096,-0.22868347826086957,193,195,3,10,1123,75,1
u755835576,-0.269445,125,472,13,90,1151,36,1
u2591320394,-0.17667843137254902,94,463,0,7,1347,82,0
u36524036,-0.12882291666666668,323,379,7,194,1368,91,0
u114870386,-0.4223142857142857,28,2,8,13,120,0,0
u720307726635544576,-0.13330000000000003,2,1,0,4,143,0,1
u1241388592485842949,-0.4407820512820513,60,55,0,5,1157,92,1
u1098259592801370115,-0.9201,1,1,1,3,141,0,0
u961564557247483906,-0.24063539325842698,255,285,0,10,1084,59,0
u808272533401247744,-0.10172500000000001,5,7,0,2,55,0,0
u230014111,-0.997,2,3,0,6,169,0,1
u1477709177346736142,-0.5971907407407407,66,464,0,0,464,77,0
u16400913,,0,1,3,1,89,0,0
u1429751,-0.8662333333333333,3,3,1,20,109,0,1
u46309291,-0.38769736842105273,114,685,2,21,1009,92,0
u3115446404,-0.28594200913242007,317,600,3,5,311,80,0
u115971978,-0.3263333333333333,9,2,0,4,288,0,1
u36906151,-0.34766764705882347,82,377,8,16,1239,72,1
u743696568939753475,-0.06616551724137931,564,610,20,324,1226,93,1
u2596589880,0.060541025641025634,654,833,29,148,1115,96,1
u99581347,-0.10210581395348838,451,376,11,235,1277,81,0
u38022768,-0.07776666666666669,3,1,2,11,180,0,1
u1052756422008614912,-0.5994,1,2,0,2,117,0,1
u223346768,-0.31420409356725143,240,454,1,2,1104,79,0
u1248146805440667649,-0.3721857142857143,137,192,0,3,1194,92,1
u65375759,-0.043376303317535544,400,612,106,420,1433,67,1
u101524268,-0.049332380952380954,233,359,9,14,1158,89,1
u47728921,,0,3,0,0,41,0,1
u767396,-0.05107704918032788,126,248,20,129,1353,64,1
u54312786,-0.05159999999999998,2,1,1,8,119,0,0
u13349362,,1,3,6,1,59,0,0
u23076743,-0.12484099616858238,380,424,2,11,1289,76,1
u387900968,-0.236194776119403,193,541,7,33,1141,80,0
u145741832,-0.105425,12,1,1,17,143,0,1
u1185382400,-0.07314395604395604,183,137,4,2,1067,70,1
u1167191634435608580,-0.45645,6,5,0,0,75,0,1
u1253754530677866499,-0.1382076923076923,206,333,29,40,1051,84,1
u843556423548067840,-0.05559999999999998,10,9,0,7,207,0,1
u1061089020401246208,-0.3114692307692307,46,166,0,0,1034,74,1
u4186684565,,0,1,1,0,186,0,1
u537456518,-0.9969,2,1,0,2,121,0,0
u4264297743,-0.12030769230769231,16,15,2,59,523,0,1
u3024767848,-0.17702067039106142,279,285,3,28,1078,78,1
u193786214,-0.5596,4,1,1,6,195,0,1
u316629602,-0.30961739130434784,42,41,2,24,468,0,0
u810862406398345217,0.14888269230769233,185,351,10,15,1032,73,0
u19667431,0.06317857142857142,343,783,0,1,607,95,1
u3295074641,-0.002551428571428582,124,575,0,0,994,87,1
u23617394,-0.13693253012048193,262,397,15,1,1062,90,0
u366234281,-0.33293636363636364,11,10,0,2,259,0,0
u413442657,-0.12611035422343328,495,563,0,31,1128,76,0
u44371088,0.12411129032258064,168,518,1,1,1021,95,0
u40877618,0.6004333333333333,4,2,0,3,79,0,1
u970109612597895168,-0.8078,1,1,0,5,264,0,1
u228474571,-0.3281825242718447,151,711,4,28,1134,81,1
u171851402,-0.41125,2,1,1,1,183,0,1
u1288252277187371012,-0.3071625,121,189,4,112,1123,80,1
u17676535,-0.15390555555555555,62,396,0,3,1034,83,0
u3650487322,-0.15617716894977168,270,338,0,8,588,87,0
u608171733,,0,1,0,0,241,0,1
u988709616874868737,-0.9385,2,2,0,0,240,0,0
u102594136,-0.20332191780821915,215,605,19,138,1291,75,0
u37203620,-0.1332666666666667,201,170,0,35,1098,59,0
u1403673905840144390,,0,3,0,0,68,0,0
u1404741944740257797,-0.06329285714285714,96,550,0,0,1000,25,1
u71759409,-0.1704662337662338,227,51,7,86,1206,88,0
u320239495,-0.1711653846153846,120,357,16,48,1071,87,1
u1220042873200136200,-0.45845,3,2,3,25,262,0,0
u786660728367353856,-0.8935,4,6,0,4,171,0,1
u59369435,-0.5181614035087719,91,228,1,28,1184,55,1
u138376017,-0.41631587301587303,137,231,6,144,1162,75,1
u169041906,0.19844285714285714,48,448,9,185,1350,65,1
u1393240236407336961,,0,1,0,3,283,0,0
u419520517,-0.23309677419354835,66,1,8,20,295,0,1
u133397127,-0.4856,6,4,1,2,421,0,1
u71847969,0.0,1,1,0,0,96,0,0
u14357265,-0.2422,1,1,15,10,97,0,1
u1217573549205966849,-0.33525,2,1,1,9,289,0,1
u1168192787990425600,-0.24001182795698922,263,93,3,2,1302,64,0
u1424981986301653034,,0,2,0,0,40,0,0
u39475170,-0.3699529411764706,74,274,3,136,1188,92,0
u1272554479234232324,,0,1,0,0,84,0,0
u47336158,-0.37048171428571436,231,689,8,22,1051,93,0
u2814323911,0.12475000000000003,2,1,3,0,322,0,0
u779141414193987584,-0.46687721518987346,154,401,1,38,1099,69,1
u1109152011348557824,0.7105666666666667,7,4,1,35,453,0,1
u931249366634987521,0.13182121212121212,99,507,0,9,376,78,1
u377766775,-0.06380408163265308,165,541,9,34,1420,85,1
u861988220367761408,-0.6114,1,1,0,1,162,0,1
u610042918,,0,2,0,0,84,0,1
u16012783,-0.24181747572815535,203,682,37,229,1685,93,1
u441532483,0.4549,2,2,1,14,322,0,0
u156656964,-0.20528424657534247,201,206,1,15,1043,72,1
u2730055159,-0.8009,3,6,0,6,165,0,0
u31665210,0.7777,2,2,0,1,48,0,1
u20402945,-0.15003181818181818,245,495,37,786,1997,88,0
u3331968809,-0.9907,1,3,0,0,277,0,0
u1313542057596772353,0.18118461538461542,46,226,0,0,885,51,0
u1177975417824825344,-0.4389,3,5,0,0,95,0,1
u112398730,-0.3819488888888888,118,498,16,123,1071,67,0
u38117685,-0.37505000000000005,9,3,10,47,147,0,1
u316052908,-0.28377857142857144,163,625,0,4,1140,83,1
u411298271,-0.34260454545454544,76,434,0,0,1007,61,0
u34412958,-0.5526,3,6,0,6,299,0,1
u18549385,-0.5389428571428572,7,1,0,12,208,0,1
u1206637407073751041,0.4404,1,1,1,6,129,0,1
u236750658,-0.255021875,164,414,0,1,1157,73,0
u632962034,-0.34199999999999997,2,2,1,7,173,0,1
u763784118576439297,-0.20737909090909093,188,427,1,2,1035,72,0
u38647512,0.010763414634146344,160,225,17,551,1805,4,1
u753620958,-0.3316415841584159,173,345,0,11,1143,56,0
u102580588,-0.4036910256410256,129,500,0,0,986,83,0
u1302177569769488386,,3,6,0,0,134,0,0
u1036715474262941698,-0.04471774193548388,214,224,6,35,1006,69,1
u1352804365971632129,-0.6184333333333333,3,3,3,6,179,0,0
u124397553,-0.04369056603773587,208,169,10,383,1062,84,0
u20837035,-0.23947368421052637,62,40,4,1,1100,7,0
u81635029,-0.03764814814814815,66,479,0,1,1176,81,1
u27472301,-0.21971568627450977,99,659,0,9,1082,82,0
u1198542065862414341,0.03337777777777778,10,12,0,3,101,0,0
u1304728654707122176,-0.11736601562499999,321,492,0,2,1102,94,1
u119688597,-0.16527142857142857,8,2,5,5,128,0,0
u1401638103991812096,-0.2657646017699115,164,617,0,2,1220,88,1
u239560078,-0.10914477611940297,305,355,1,114,1487,81,0
u16076032,-0.20781086956521744,252,815,51,364,1709,63,1
u922341408,-0.3532368421052632,269,625,13,9,1032,87,0
u2576960380,-1.0,1,2,0,1,220,0,1
u81869176,0.0017844036697247697,534,504,13,620,1652,69,1
u721238410,0.0,2,1,1,2,161,0,1
u938000564,-0.16496666666666668,10,9,0,48,264,0,0
u322603418,-0.16981739130434784,35,2,8,22,300,0,0
u143109115,,1,1,0,0,201,0,1
u1083273192326742017,0.8105,1,2,0,12,219,0,0
u14324983,-0.6670857142857143,11,1,3,42,236,0,0
u741323209,0.10222222222222223,260,283,5,3,1262,97,0
u15221598,-0.0071573529411764645,333,550,7,498,2470,69,1
u16890839,0.6705,2,1,2,7,253,0,1
u1117800770722832390,-0.8755,2,3,1,3,47,0,0
u60642052,0.13239230769230767,243,456,53,615,1525,57,1
u76947892,-0.41384285714285723,13,3,3,21,567,0,0
u1017882384551772168,0.45654999999999996,2,3,0,4,141,0,1
u1716129972,-0.26107641509433965,226,305,1,1,1149,68,1
u4534608320,-0.4667344827586207,52,378,0,1,1047,82,0
u472132412,0.1101,7,2,16,5,247,0,1
u4799055688,,0,1,6,0,175,0,0
