0y1,0y0,0yc0,0yc1,10y1,10y0,10yc0,10yc1,20y1,20y0,20yc0,20yc1,30y1,30y0,30yc0,30yc1,40y1,40y0,40yc0,40yc1,50y1,50y0,50yc0,50yc1,60y1,60y0,60yc0,60yc1,70y1,70y0,70yc0,70yc1,80y1,80y0,80yc0,80yc1,90y1,90y0,90yc0,90yc1,100y1,100y0,100yc0,100yc1,110y1,110y0,110yc0,110yc1,120y1,120y0,120yc0,120yc1,130y1,130y0,130yc0,130yc1,140y1,140y0,140yc0,140yc1,150y1,150y0,150yc0,150yc1,160y1,160y0,160yc0,160yc1,170y1,170y0,170yc0,170yc1,180y1,180y0,180yc0,180yc1,190y1,190y0,190yc0,190yc1,200y1,200y0,200yc0,200yc1,210y1,210y0,210yc0,210yc1,220y1,220y0,220yc0,220yc1,230y1,230y0,230yc0,230yc1,240y1,240y0,240yc0,240yc1,250y1,250y0,250yc0,250yc1,260y1,260y0,260yc0,260yc1,270y1,270y0,270yc0,270yc1,280y1,280y0,280yc0,280yc1,290y1,290y0,290yc0,290yc1
0.0,-0.00088426104,0.0,0.00053774565,0.0,0.2827221,0.0,0.08785106,0.0,0.65109366,0.0,0.23584756,0.0,0.663558,0.0,0.4180262,0.0,0.46016097,0.0,0.53499436,0.0,0.38717136,0.0,0.6748421,0.0,0.26105988,0.0,0.8126018,0.0,0.16912574,0.0,0.89099413,0.0,0.15204763,0.0,0.96653265,0.0,0.10933485,0.0,0.9630513,0.0,0.11141017,0.0,0.95878065,0.0,0.034633845,0.0,0.9311978,0.0,0.021126948,0.0,0.98774004,0.0,-9.5274816e-05,0.0,0.98268616,0.0,-0.00010731511,0.0,1.0189654,0.0,0.016679652,0.0,1.0289537,0.0,0.010759562,0.0,1.062347,0.0,-0.0003492546,0.0,1.0712546,0.0,0.0009822696,0.0,1.1072347,0.0,-0.0005357656,0.0,1.175575,0.0,-0.00021690565,0.0,1.1823988,0.0,-0.0005477971,0.0,1.2286953,0.0,-0.0004228681,0.0,1.2815346,0.0,-0.000511012,0.0,1.3034437,0.0,-0.0005564507,0.0,1.3327206,0.0,-0.00088145235,0.0,1.3532119,0.0,-0.00082117494,0.0,1.3704942,0.0,-0.0005570946,0.0,1.3177738,0.0,-0.000656446,0.0,1.2837296,0.0,-0.00084654783,0.0,1.4407831
0.0,-0.0007585972,0.0,-0.0002914979,0.0,0.32286164,0.0,0.05025962,0.0,0.7404292,0.0,0.2152333,0.0,0.8124363,0.0,0.3987459,0.0,0.66789764,0.0,0.547955,0.0,0.6694349,0.0,0.703807,0.0,0.618556,0.0,0.88800323,0.0,0.58444786,0.0,0.99514186,0.0,0.62271476,0.0,1.1258843,0.0,0.61536765,0.0,1.0932336,0.0,0.6700622,0.0,1.0494107,0.0,0.6252354,0.0,1.0802244,0.0,0.6462143,0.0,1.1644459,0.0,0.62564415,0.0,1.0656519,0.0,0.61736715,0.0,1.1064407,0.0,0.6482464,0.0,1.1172026,0.0,0.63728195,0.0,1.117534,0.0,0.5916907,0.0,1.0979786,0.0,0.6573626,0.0,1.1917114,0.0,0.598489,0.0,1.2089357,0.0,0.6497373,0.0,1.2347274,0.0,0.60797197,0.0,1.2350339,0.0,0.6457912,0.0,1.2893217,0.0,0.6286059,0.0,1.3736546,0.0,0.62597126,0.0,1.2984018,0.0,0.5912015,0.0,1.3059496,0.0,0.5956846,0.0,1.2748052,0.0,0.6371286,0.0,1.2687688,0.0,0.628261,0.0,1.2064376,0.0,0.61532235,0.0,1.347291
0.0,-0.000588945,0.0,-0.00036612904,0.0,0.34581873,0.0,0.054648884,0.0,0.7661831,0.0,0.22413659,0.0,0.8288401,0.0,0.42429143,0.0,0.66487557,0.0,0.56525284,0.0,0.64331585,0.0,0.74445385,0.0,0.5507595,0.0,0.87919664,0.0,0.48029837,0.0,0.99004656,0.0,0.49616945,0.0,1.0524371,0.0,0.46626756,0.0,1.0474135,0.0,0.49603137,0.0,1.0188085,0.0,0.43352443,0.0,1.0282023,0.0,0.44488344,0.0,1.0514448,0.0,0.42633194,0.0,1.0711098,0.0,0.4271126,0.0,1.0973107,0.0,0.46885982,0.0,1.1095994,0.0,0.46944624,0.0,1.1141882,0.0,0.42709422,0.0,1.1484617,0.0,0.49700272,0.0,1.1649674,0.0,0.4405979,0.0,1.2321054,0.0,0.4972021,0.0,1.2498755,0.0,0.45942113,0.0,1.2876462,0.0,0.48743525,0.0,1.3479949,0.0,0.4779199,0.0,1.3520542,0.0,0.4905715,0.0,1.3679482,0.0,0.46468076,0.0,1.3746613,0.0,0.474235,0.0,1.3747677,0.0,0.5185382,0.0,1.3268478,0.0,0.51779157,0.0,1.3114829,0.0,0.5186851,0.0,1.4011236
0.0,-0.0005685738,0.0,-0.00024262957,0.0,0.3310776,0.0,0.061753057,0.0,0.7396073,0.0,0.22995354,0.0,0.80726004,0.0,0.4149592,0.0,0.65452296,0.0,0.5539589,0.0,0.6613622,0.0,0.7259104,0.0,0.6178416,0.0,0.8664092,0.0,0.6005523,0.0,0.9828313,0.0,0.64538664,0.0,1.0739924,0.0,0.6360684,0.0,1.059877,0.0,0.6845205,0.0,1.0575721,0.0,0.6410818,0.0,1.0223399,0.0,0.66223866,0.0,1.0551522,0.0,0.6418027,0.0,1.0974281,0.0,0.6369041,0.0,1.1067686,0.0,0.67029285,0.0,1.1181022,0.0,0.6592834,0.0,1.1320491,0.0,0.61183673,0.0,1.1282651,0.0,0.6749065,0.0,1.1627995,0.0,0.6102582,0.0,1.2379878,0.0,0.6573184,0.0,1.2433791,0.0,0.6141757,0.0,1.2765962,0.0,0.63945675,0.0,1.3366398,0.0,0.6164978,0.0,1.3212366,0.0,0.6187376,0.0,1.3494909,0.0,0.57723767,0.0,1.3706311,0.0,0.57981485,0.0,1.3524944,0.0,0.61339104,0.0,1.3403907,0.0,0.59792215,0.0,1.299247,0.0,0.5906341,0.0,1.3927937
0.0,-0.0007039889,0.0,-0.00026891462,0.0,0.31724364,0.0,0.0620955,0.0,0.7119008,0.0,0.23166732,0.0,0.7484828,0.0,0.41719216,0.0,0.56291014,0.0,0.5540016,0.0,0.52259946,0.0,0.7368924,0.0,0.4255518,0.0,0.87403846,0.0,0.36516702,0.0,0.96189034,0.0,0.38542327,0.0,1.0446516,0.0,0.36414966,0.0,1.0388448,0.0,0.3942215,0.0,1.0318042,0.0,0.32841915,0.0,1.0607262,0.0,0.33103135,0.0,1.0528657,0.0,0.30439425,0.0,1.0574749,0.0,0.3008089,0.0,1.101291,0.0,0.33272442,0.0,1.1173666,0.0,0.32513934,0.0,1.1219599,0.0,0.27388817,0.0,1.139738,0.0,0.32650852,0.0,1.1827254,0.0,0.26475656,0.0,1.2326005,0.0,0.30772507,0.0,1.2586472,0.0,0.2677395,0.0,1.2892894,0.0,0.28471568,0.0,1.3621494,0.0,0.26844674,0.0,1.3373039,0.0,0.26772183,0.0,1.3742865,0.0,0.22851315,0.0,1.4004568,0.0,0.23237802,0.0,1.3722446,0.0,0.26471478,0.0,1.3451421,0.0,0.25207868,0.0,1.3423083,0.0,0.23929515,0.0,1.4528672
0.0,-0.00013965658,0.0,-0.00036158136,0.0,0.3647384,0.0,0.04479322,0.0,0.79249245,0.0,0.20507607,0.0,0.9393219,0.0,0.39614034,0.0,0.88355726,0.0,0.5418755,0.0,1.0078543,0.0,0.7310187,0.0,1.0831728,0.0,0.9010613,0.0,1.1303922,0.0,0.9818024,0.0,1.1747295,0.0,1.0827879,0.0,1.156409,0.0,1.0940752,0.0,1.2223337,0.0,1.1043705,0.0,1.2395787,0.0,1.1432159,0.0,1.2977326,0.0,1.1298208,0.0,1.3010482,0.0,1.1196458,0.0,1.302248,0.0,1.1054252,0.0,1.3282758,0.0,1.1564622,0.0,1.3076,0.0,1.138897,0.0,1.286103,0.0,1.1929042,0.0,1.3553313,0.0,1.2063097,0.0,1.3037995,0.0,1.2209259,0.0,1.3360136,0.0,1.2415544,0.0,1.2963748,0.0,1.260831,0.0,1.346334,0.0,1.319091,0.0,1.3174487,0.0,1.2903979,0.0,1.3313671,0.0,1.332706,0.0,1.3111075,0.0,1.3431891,0.0,1.325644,0.0,1.3342513,0.0,1.3557906,0.0,1.3225949,0.0,1.3434297,0.0,1.2064981,0.0,1.3457406,0.0,1.3615555
0.0,-0.0003051966,0.0,-0.00036023877,0.0,0.35951915,0.0,0.047486685,0.0,0.79140425,0.0,0.2048854,0.0,0.9270271,0.0,0.3987947,0.0,0.85868925,0.0,0.55837977,0.0,0.9696914,0.0,0.7536763,0.0,1.0438151,0.0,0.91412127,0.0,1.1031085,0.0,1.0403272,0.0,1.1607494,0.0,1.1732905,0.0,1.1433853,0.0,1.1662017,0.0,1.2145408,0.0,1.1569755,0.0,1.2286626,0.0,1.1158532,0.0,1.2875552,0.0,1.1830342,0.0,1.2917342,0.0,1.1631987,0.0,1.2929596,0.0,1.1994538,0.0,1.32619,0.0,1.194672,0.0,1.3085661,0.0,1.183934,0.0,1.2869935,0.0,1.2018614,0.0,1.3596369,0.0,1.2376044,0.0,1.3033365,0.0,1.2827125,0.0,1.3412476,0.0,1.2727895,0.0,1.3014188,0.0,1.310113,0.0,1.3469856,0.0,1.355625,0.0,1.3193958,0.0,1.3426675,0.0,1.343273,0.0,1.3668457,0.0,1.3229762,0.0,1.377979,0.0,1.3318594,0.0,1.3652362,0.0,1.3634894,0.0,1.2802144,0.0,1.3454052,0.0,1.2772741,0.0,1.3448752,0.0,1.4046677
0.0,-0.00094252895,0.0,-0.00034348658,0.0,0.30000255,0.0,0.05326499,0.0,0.6834936,0.0,0.21354493,0.0,0.7241217,0.0,0.41556418,0.0,0.5501727,0.0,0.56253624,0.0,0.5069827,0.0,0.7295773,0.0,0.40932065,0.0,0.9022807,0.0,0.33139095,0.0,0.9599393,0.0,0.30676728,0.0,1.0297316,0.0,0.25373518,0.0,1.1302605,0.0,0.24992242,0.0,1.0320842,0.0,0.1829551,0.0,1.0437552,0.0,0.18374875,0.0,1.127488,0.0,0.16874266,0.0,1.1519923,0.0,0.19342992,0.0,1.1039758,0.0,0.23782095,0.0,1.1646429,0.0,0.24423774,0.0,1.1429647,0.0,0.21701173,0.0,1.1571097,0.0,0.26213276,0.0,1.1567986,0.0,0.21785747,0.0,1.140907,0.0,0.25792587,0.0,1.2325044,0.0,0.22645593,0.0,1.2819759,0.0,0.25634742,0.0,1.3027788,0.0,0.26446322,0.0,1.3673557,0.0,0.27583617,0.0,1.3221039,0.0,0.2659103,0.0,1.3601767,0.0,0.2892145,0.0,1.3487267,0.0,0.32991323,0.0,1.2595778,0.0,0.32131222,0.0,1.2235341,0.0,0.30008635,0.0,1.4172953
0.0,-0.0004903743,0.0,-0.0002633246,0.0,0.3194106,0.0,0.057093374,0.0,0.7252332,0.0,0.21789908,0.0,0.83395284,0.0,0.40642673,0.0,0.73141885,0.0,0.53802025,0.0,0.8108647,0.0,0.7218628,0.0,0.8457953,0.0,0.8624356,0.0,0.8583251,0.0,0.98344237,0.0,0.87254465,0.0,1.0870435,0.0,0.84024274,0.0,1.0665121,0.0,0.8864156,0.0,1.0436772,0.0,0.87290335,0.0,1.0157883,0.0,0.9050443,0.0,1.0589746,0.0,0.8908462,0.0,1.0894752,0.0,0.8868934,0.0,1.0991905,0.0,0.9111924,0.0,1.1182683,0.0,0.8922562,0.0,1.1270021,0.0,0.8578121,0.0,1.1277715,0.0,0.9129887,0.0,1.1596602,0.0,0.8528899,0.0,1.2229967,0.0,0.88429165,0.0,1.2319238,0.0,0.8436804,0.0,1.2540449,0.0,0.87823343,0.0,1.293759,0.0,0.85331666,0.0,1.2823461,0.0,0.8627326,0.0,1.3013045,0.0,0.8323371,0.0,1.3366079,0.0,0.83967346,0.0,1.2931523,0.0,0.8654225,0.0,1.2935815,0.0,0.84266406,0.0,1.2356787,0.0,0.82946336,0.0,1.3720051
0.0,-0.00074600696,0.0,-9.8702534e-05,0.0,0.29110703,0.0,0.072271876,0.0,0.6614926,0.0,0.22515708,0.0,0.69121486,0.0,0.40058827,0.0,0.506251,0.0,0.5396642,0.0,0.4711356,0.0,0.6865022,0.0,0.39054897,0.0,0.8134923,0.0,0.34570178,0.0,0.922247,0.0,0.37157762,0.0,0.9856004,0.0,0.36038885,0.0,0.9804188,0.0,0.39550784,0.0,0.9452828,0.0,0.3348515,0.0,0.9730749,0.0,0.33689117,0.0,1.0080252,0.0,0.3068981,0.0,1.0179446,0.0,0.29811433,0.0,1.0222734,0.0,0.32354566,0.0,1.0322133,0.0,0.31225115,0.0,1.0509467,0.0,0.26038164,0.0,1.0798492,0.0,0.3077507,0.0,1.1292822,0.0,0.24432872,0.0,1.1873186,0.0,0.2814092,0.0,1.1954315,0.0,0.24173746,0.0,1.2274684,0.0,0.25923416,0.0,1.2644848,0.0,0.24109772,0.0,1.2755607,0.0,0.2333579,0.0,1.3067509,0.0,0.19271347,0.0,1.3246346,0.0,0.19597487,0.0,1.321345,0.0,0.22495687,0.0,1.2667906,0.0,0.20675135,0.0,1.2515838,0.0,0.19257751,0.0,1.396425
